HIP,RAhms,DEdms,vmag,VarFlag,HD,spectral_type,tic,logg,teff,ra,dec,ms,rs,period
29716,06 15 34.36,-00 30 42.0,5.62,,43318.0,F6V,242250358.0,3.92166,6367.0,93.89277128260728,-0.512186768365491,1.27,2.04224,3.5806521678632532
9902,02 07 26.02,-59 40 45.8,7.5,,13246.0,F8V,231064749.0,4.43336,6263.0,31.858855106162896,-59.6794288621782,1.22,1.11053,8.519914672115128
29829,06 16 52.92,-18 36 24.4,7.48,,43717.0,G0V,59850018.0,3.96083,5682.07,94.22023424779181,-18.60670706096661,1.01,1.74093,13.191956526425843
9497,02 02 11.25,-24 02 23.8,7.87,,12515.0,F6V,313939371.0,4.27123,6198.0,30.5471498325433,-24.039881636497,1.19,1.32189,4.067380459783106
28999,06 07 07.77,-31 53 51.3,7.92,,42044.0,F7V,201375066.0,3.85676,6202.46,91.78243112545759,-31.8974314408642,1.19,2.13024,8.035256923278608
34212,07 05 37.18,-71 16 22.5,7.67,,55197.0,F8V,299901449.0,4.26000022888184,6207.17,106.404863602395,-71.2722714830237,1.11899995803833,1.34471,9.392560362370947
64701,13 15 38.74,+34 10 57.2,7.94,,115272.0,F8V,376663566.0,4.31163,6345.0,198.911312733743,34.1825075156207,1.26,1.29838,3.6386030161926075
15462,03 19 23.48,-36 33 54.1,7.7,,20759.0,F5V,159966765.0,4.0036,6350.72,49.8481876902344,-36.56487272748791,1.26,1.85105,0.3467166691349542
1487,00 18 29.53,-46 31 55.7,7.47,,1452.0,F6V,7146022.0,4.14396,6408.04,4.622810828035701,-46.5320977729757,1.29,1.59349,7.360293141530288
95100,19 20 49.47,-72 37 43.1,7.91,,179866.0,F7V,407883810.0,4.15618,6357.04,290.20548916151,-72.62882172628441,1.26,1.55284,3.8163296706106276
100511,20 22 52.32,+14 33 04.0,6.16,,194012.0,F8V,456398764.0,4.37744,6247.41,305.718205538637,14.551096378220501,1.21,1.17952,6.79001183509287
114210,23 07 45.25,+49 17 43.6,5.68,,218470.0,F5V,252676979.0,4.068230000000002,6526.62,346.939097522965,49.2957748274919,1.34,1.77203,1.5078712225260453
111616,22 36 42.42,-43 28 15.5,6.75,,214094.0,F6V,117510145.0,3.97004,6205.44,339.17763552423804,-43.4709739502336,1.19,1.86977,7.512254013690088
50316,10 16 28.12,+28 40 57.7,6.46,,88986.0,G0V,1042868.0,4.08561,5838.0,154.117009293204,28.682482038299604,1.05,1.5375299999999998,10.444584977783597
82510,16 51 50.10,+28 39 58.7,6.62,,152380.0,F6V,258246158.0,4.67822,6258.0,252.95887,28.66634,1.20899999141693,,1.4718978065446893
25880,05 31 29.09,+54 39 20.0,7.54,,35961.0,G1V,321430943.0,4.34127,5732.0,82.87069,54.654676,0.876999974250793,,3.2557874881779885
39064,07 59 33.82,+20 50 42.8,7.68,,65430.0,K0V,54234694.0,4.23999977111816,5148.0,119.891397,20.843854,0.800000011920929,0.8950049999999999,0.6181192854584366
69256,14 10 41.34,-47 46 08.3,7.54,2.0,123732.0,G0V,242328834.0,4.09341,6096.0,212.671919298847,-47.7689967308838,1.14,1.58775,8.172697815325197
22683,04 52 41.46,-25 46 29.4,7.8,,31193.0,F5V,665608.0,4.15873,6411.07,73.1727498743528,-25.774983822758887,1.29,1.56662,2.586557734831989
82272,16 48 37.76,-37 15 06.1,7.39,,151379.0,F5V,335553482.0,4.25047,6482.08,252.157255812439,-37.251961833532,1.32,1.42588,16.103305997963997
70861,14 29 26.21,-80 06 12.1,7.56,,125856.0,F5V,421260513.0,4.34531,6465.0,217.358577995432,-80.10334160574,1.31,1.27355,9.168453501722945
113959,23 04 40.05,-32 49 09.8,7.87,,217959.0,F7V,155081954.0,4.01477,6317.0,346.167057307743,-32.8195622710739,1.24,1.81285,13.800396469383712
43290,08 49 05.78,-39 57 16.9,7.83,2.0,75519.0,G5V,190118490.0,4.494,5720.0,132.273706716481,-39.9543885113231,1.02,0.946967,5.481313374004488
101812,20 37 56.00,-57 52 26.7,7.82,,196107.0,F2V,219281257.0,4.09881,6463.43,309.483701319068,-57.8739830332799,1.31,1.69147,0.828060648405054
59926,12 17 32.10,-48 55 31.8,6.81,,106869.0,G1V,334791971.0,4.14043,6102.0,184.382801543862,-48.925564129944895,1.15,1.51066,3.347619181457783
94981,19 19 39.04,+37 19 51.5,6.29,,181655.0,G8V,122215177.0,4.40999984741211,5762.96,289.91238,37.330488,1.3309999704361,0.899834,17.145220965485354
79967,16 19 20.72,-54 30 48.1,7.09,,146481.0,G4V,208585373.0,4.02733,5728.67,244.83692317521096,-54.5135942119679,1.02,1.62057,17.15982486838052
86690,17 42 47.01,-50 00 02.5,7.75,,160482.0,F5V,97090051.0,4.36339,6200.15,265.695591970824,-50.0010472237615,1.19,1.18881,7.01199518248277
57821,11 51 24.85,+11 48 18.6,7.05,,102988.0,F6V,291073912.0,4.06476,6254.0,177.85300800000005,11.805197,1.1599999666214,,8.688622077538422
85241,17 25 05.93,-50 26 58.0,7.62,,157304.0,F6V,214419569.0,4.1973699999999985,6329.85,261.274777537107,-50.4496583584375,1.25,1.4750299999999998,6.962250986748464
113386,22 57 48.09,-26 06 27.2,7.6,,217004.0,G3V,47553496.0,3.92152,5719.54,344.450823126363,-26.108244179288,1.02,1.83051,2.191891317971524
1623,00 20 17.03,-77 13 21.5,7.87,,1686.0,F6V,267046689.0,4.47231,6211.28,5.07042230427834,-77.2226047816152,1.2,1.0531,4.61658808092048
62438,12 47 48.89,+19 01 27.5,7.73,,111238.0,F8V,263659238.0,4.36948,6353.95,191.95348678791,19.0243057952645,1.26,1.21473,0.21642681965576865
103743,21 01 22.21,-49 21 05.0,7.7,,199818.0,F5V,79020743.0,4.04871,6277.41,315.34268579240603,-49.3513590974469,1.23,1.73632,0.7354383310808478
69838,14 17 33.40,-26 57 30.6,7.26,,125027.0,F7V,83335524.0,4.16804,6395.09,214.388802369719,-26.958483705718198,1.28,1.54389,4.207000265783195
93017,18 57 01.47,+32 54 05.8,5.2,,176051.0,G0V,20601206.0,4.3909699999999985,5997.84,284.25681276522704,32.9013113743955,1.11,1.11227,16.437105755009863
55262,11 19 06.70,+13 23 26.7,7.12,,98388.0,F8V,239208476.0,4.27364,6320.98,169.777561246352,13.3907536583428,1.25,1.35104,25.110240462225686
22360,04 48 50.00,-23 16 43.5,7.84,,30692.0,F7V,398779116.0,4.42066,6424.46,72.2084623514717,-23.279159885452298,1.3,1.16326,2.30752161029935
84489,17 16 21.68,-35 44 58.1,6.09,,155974.0,F6V,151897383.0,4.2050800000000015,6288.6,259.09001021912997,-35.7502971982235,1.23,1.45025,3.712106605623414
91215,18 36 27.34,-04 34 28.9,7.87,,171706.0,F9V,173285348.0,4.10749,5954.0,279.114038306711,-4.575188588284349,1.09,1.52757,4.837427153809214
82284,16 48 49.42,-46 24 03.1,7.88,,151317.0,F7V,245780416.0,4.0209800000000016,6068.18,252.205757798784,-46.40101112657129,1.13,1.7182400000000002,3.2028650157257226
31540,06 36 08.77,-27 37 18.0,7.63,,47186.0,G5V,101145648.0,4.3547,5641.0,99.03661633273407,-27.622296350510602,1,1.10074,28.618207766611466
65101,13 20 30.49,-20 52 50.7,7.59,,115906.0,F3V,6078255.0,4.14853,6532.54,200.127227908409,-20.8809003244152,1.35,1.6215700000000002,3.8491122843987733
52498,10 44 00.85,+46 12 24.5,7.28,1.0,92855.0,F9V,150276644.0,4.43939,6069.0,161.002572906383,46.2066512021161,1.13,1.0614,10.227871411495585
87316,17 50 30.19,-54 43 50.9,7.69,,161784.0,G0V,75684348.0,4.1315300000000015,6016.7,267.625753915604,-54.7308228746097,1.11,1.49945,11.177493669679043
86086,17 35 34.06,-24 37 41.3,7.7,,159397.0,F5V,199146982.0,4.39356,6368.44,263.891709049075,-24.6283169419469,1.27,1.18619,10.992062992541388
100891,20 27 25.55,-78 45 20.5,7.93,,193049.0,F6V,318087716.0,4.33857,6377.6,306.856574094394,-78.75568102439091,1.27,1.26371,8.4311632954801
14106,03 01 53.02,-47 33 32.7,7.81,,19029.0,F7V,146729223.0,4.25194,6484.19,45.4707343855085,-47.5590479082416,1.32,1.42348,1.3866746410760826
32366,06 45 23.08,-31 47 34.5,5.92,,49095.0,F7V,52687259.0,4.3798,6306.14,101.345585321683,-31.793647832907705,1.24,1.19081,3.8774913801639803
72600,14 50 38.00,-32 27 58.2,7.46,,130714.0,F7V,48179413.0,4.36412,6141.64,222.65803767183,-32.466527669184195,1.16,1.17275,9.892977520811296
22449,04 49 50.14,+06 57 40.5,3.19,,30652.0,F6V,399665349.0,4.28999996185303,6398.0,72.4600432185588,6.96127478521121,1.25999999046326,1.37225,1.541759332664459
112462,22 46 50.25,-20 47 26.3,7.92,,215625.0,G0V,406404433.0,4.35573,6293.93,341.709385499235,-20.790561446334802,1.23,1.21933,10.574611076448582
46536,09 29 28.76,-34 01 47.2,7.61,,82164.0,F8V,24912764.0,4.15222,6196.7,142.369865499595,-34.029859286588895,1.19,1.51599,4.490431965856059
57672,11 49 43.14,-32 26 38.2,7.95,,102750.0,F7V,448641598.0,4.21394,6281.0,177.42953825510295,-32.4438518099096,1.23,1.43555,5.8582532238977585
53401,10 55 20.17,-75 11 30.4,7.85,,94964.0,F8V,277550936.0,4.40955,6134.98,163.83345924816402,-75.1919375297023,1.16,1.11298,6.14414425436127
3210,00 40 51.47,-53 12 35.3,7.37,,3888.0,F7V,369614946.0,4.42478,6303.98,10.2149063664174,-53.209916217691,1.24,1.1307200000000002,4.682280246447369
21053,04 30 46.74,+16 08 55.5,6.5,,28568.0,F5V,245819740.0,4.15336,6505.52,67.694991576107,16.148682603595,1.33,1.60059,7.390058253494055
72420,14 48 29.12,-25 29 14.8,7.03,,130360.0,F5V,102030.0,4.15963,6241.61,222.120980135658,-25.487023773674608,1.21,1.5157,0.08197407052347475
88471,18 03 53.43,+30 22 40.4,6.79,,165281.0,F5V,258343679.0,4.0888,6232.74,270.97250538419996,30.377222484142603,1.21,1.6444599999999998,5.1546590371242065
40843,08 20 03.87,+27 13 07.0,5.13,,69897.0,F6V,302188141.0,4.282019999999998,6265.0,125.016086235041,27.217707332842693,1.22,1.32192,26.04742192561657
107779,21 50 04.89,-38 36 51.4,7.45,,207450.0,G0V,197601262.0,4.26681,6257.0,327.520794607901,-38.6147201597809,1.22,1.34527,29.45581170396916
78002,15 55 41.93,-26 44 49.3,7.33,,142456.0,F7V,77470695.0,4.53700017929077,6420.0,238.924702,-26.747238,1.37100005149841,,2.8486390773192407
98879,20 04 46.84,+15 54 10.9,7.33,,190516.0,G0V,258964346.0,4.41172,6182.0,301.195242811227,15.903147036414799,1.18,1.11973,3.4268593560587117
73241,14 58 08.81,-48 51 43.9,6.34,,131923.0,G5V,289074137.0,4.2466599999999985,5666.82,224.53666932149602,-48.8629547094843,1.01,1.25276,10.29141477599819
17800,03 48 37.53,+51 49 24.1,7.7,,23565.0,G5V,428761917.0,3.98437,5795.12,57.156089972869204,51.82326984574679,1.04,1.7193599999999998,15.044559173857946
106006,21 28 12.18,-21 43 32.1,7.99,,204313.0,G5V,99734092.0,4.34732,5754.04,322.050858624068,-21.7262546253157,1.03,1.12666,14.916235490418476
48240,09 50 04.21,-29 54 18.9,7.98,,85278.0,F3V,22011482.0,4.25903,6364.92,147.517478484612,-29.905441806223887,1.27,1.38491,2.264599414182912
94020,19 08 31.70,-30 58 21.0,7.75,,178076.0,K0V,390997803.0,4.57514,5444.0,287.132206734825,-30.9726517465939,0.95,0.832385,16.308954663266164
89808,18 19 41.35,-45 41 55.8,6.84,,167954.0,F7V,88984406.0,4.18917,6169.0,274.922021353012,-45.699160478500794,1.18,1.44674,7.619664341303323
44800,09 07 47.02,-82 19 29.5,7.64,1.0,80258.0,F7V,323685105.0,3.97968,6173.0,136.946579668541,-82.32490644672,1.18,1.84134,2.1360872374424273
36941,07 35 38.07,-75 32 39.2,7.32,,62364.0,F7V,271972463.0,4.19607,6201.51,113.9073934032,-75.54423206419621,1.19,1.44135,7.6739084767835095
71843,14 41 45.86,+24 32 18.1,7.66,,129412.0,F7V,459938326.0,4.35044,6453.07,220.44094701401198,24.53831007600689,1.31,1.26605,1.7811638857565018
37390,07 40 30.55,-33 25 35.5,7.32,,61989.0,F7V,148795222.0,4.01098,6024.41,115.127147351381,-33.426180476124394,1.12,1.73043,3.0552533790805323
101551,20 34 46.98,-33 55 19.2,7.86,,195830.0,F6V,441315646.0,4.37465,6438.0,308.695756683025,-33.9219662329863,1.3,1.22654,3.2257677447340685
111234,22 32 09.41,-13 35 51.3,7.74,,213510.0,G0V,12823508.0,3.83686,6167.0,338.039153928846,-13.597750218348803,1.18,2.17043,5.999392408890915
404,00 04 57.51,+45 40 26.2,7.47,,225291.0,F8V,439946040.0,4.0529,6281.0,1.2396797945206202,45.6737919798273,1.23,1.72797,9.37364543275416
95571,19 26 23.07,-63 13 47.8,7.91,1.0,181872.0,F8V,387137157.0,4.52436,6269.0,291.596373417835,-63.22996106405721,1.22,1.00008,3.304974276969826
35492,07 19 29.85,-70 12 30.0,7.87,,58356.0,F6V,300242735.0,4.07836,6310.56,109.87441516806,-70.2084401583774,1.24,1.6848599999999998,2.4230092290886702
16681,03 34 38.11,-12 17 51.8,7.68,,22257.0,F7V,93122197.0,4.12921,6257.5,53.658926422166395,-12.2978790943586,1.22,1.57619,3.9009449605529842
52780,10 47 28.55,-13 58 44.6,7.92,,93489.0,G3V,410061160.0,4.3501400000000015,5895.84,161.869230182952,-13.9791329985094,1.07,1.14461,26.66841252457712
76635,15 39 01.18,-00 18 40.7,7.5,,139590.0,G0V,46263737.0,4.28111,6149.0,234.754398297049,-0.31150002858118103,1.17,1.29591,13.642482250700999
15005,03 13 24.01,-28 58 28.3,7.88,,20155.0,G0V,88532366.0,3.99598,6016.65,48.3501888991835,-28.9747004160857,1.11,1.75269,13.219729302020333
7078,01 31 13.52,+70 15 53.2,5.82,,9021.0,F6V,353168694.0,4.18926,6293.9,22.80730720504011,70.2646202401387,1.23,1.47691,4.146901302008482
88937,18 09 15.09,-26 06 57.5,7.6,,165896.0,G3V,248872530.0,4.55235,6206.0,272.312785911675,-26.1167845959435,1.19,0.956388,7.733443441570017
35337,07 17 57.67,-13 53 15.7,7.53,,56803.0,F3V,409089031.0,3.98117,6342.59,109.49013702109801,-13.8875137367316,1.26,1.89947,2.47515152230986
4868,01 02 35.57,+27 44 52.6,6.88,,6093.0,F7V,80512849.0,4.2969300000000015,6523.0,15.648424138076,27.747953548778305,1.34,1.36183,3.4112752628098195
53172,10 52 39.32,-17 01 47.8,7.76,,94270.0,G2V,422271223.0,4.30065,5925.71,163.16367795046003,-17.0302470845626,1.08,1.21737,10.977210910424994
41211,08 24 35.14,-03 45 04.2,5.61,,70958.0,F3V,168975758.0,4.1932,6389.28,126.145893759844,-3.7512406016848896,1.28,1.4998200000000002,4.482399658259828
57225,11 44 01.78,-36 18 01.5,7.94,,101974.0,F6V,454044475.0,4.44532,6320.01,176.00748425915,-36.3005310861275,1.25,1.10874,5.40089289224673
104349,21 08 23.87,-75 58 48.2,7.78,,200220.0,F8V,311461527.0,3.95625,6205.0,317.099381,-75.98010500000002,1.19000005722046,,4.1653996182880535
34017,07 03 30.35,+29 20 20.7,5.93,,52711.0,G4V,91686663.0,4.3922,5886.0,105.87691201475599,29.337082422685103,1.07,1.0905,6.711928725728137
63411,12 59 37.44,-64 22 16.6,7.65,,112703.0,F5V,438031710.0,4.2289400000000015,6269.4,194.903864460336,-64.37140022065,1.22,1.40522,5.607339887625077
86376,17 39 00.71,-28 24 44.6,7.68,,160043.0,F5V,201219922.0,4.11216,6312.02,264.75276567968797,-28.4125582393168,1.24,1.62056,0.6560206480150033
55469,11 21 35.45,-31 31 17.8,7.75,,98753.0,F6V,57154692.0,4.39197,6308.38,170.397774619497,-31.521553753355498,1.24,1.17425,3.323200986157796
13702,02 56 25.98,+18 01 25.1,5.58,,18256.0,F6V,91415280.0,4.17000007629395,6393.42,44.108908,18.023079,1.29999995231628,,0.7834801540789958
27633,05 51 00.59,-69 54 08.5,7.61,,40156.0,F5V,389920950.0,4.32607,6482.0,87.75239437257669,-69.9025074708779,1.32,1.30703,3.080635532235241
39820,08 08 10.12,-22 07 55.5,7.64,,67652.0,G0V,176355863.0,3.82731,5525.0,122.041798,-22.131144,1.17999994754791,,10.075873708020932
93858,19 06 52.60,-37 48 35.2,6.15,,177565.0,G8V,254147274.0,4.4497300000000015,5625.03,286.71860131057,-37.8106591102986,1,0.986664,21.55010850593184
97537,19 49 26.80,+28 36 36.0,7.98,,187548.0,G0V,435621554.0,4.5395699999999986,6161.2,297.361887512145,28.6101817492191,1.17,0.96237,12.456701822007487
39418,08 03 28.81,+12 10 53.2,6.74,,66348.0,F8V,358089005.0,4.1276199999999985,6222.0,120.869722022069,12.181306105624301,1.2,1.56608,13.883385874682336
15669,03 21 52.37,+49 04 15.8,5.94,,20675.0,F6V,259254485.0,3.89823,6374.0,50.468888612623395,49.0709044803195,1.27,2.09808,7.473177130082987
20815,04 27 35.83,+15 35 21.3,7.41,,28205.0,F8V,245786953.0,4.34235,6234.42,66.89954744366399,15.589192390098601,1.21,1.22815,39.22282264793996
8859,01 53 57.79,+10 36 53.0,6.77,,11592.0,F5V,347440764.0,4.26231,6323.21,28.490342569096303,10.6140265722537,1.25,1.36879,10.560378456528289
99572,20 12 25.76,-12 37 01.3,5.84,,191862.0,F5V,14347470.0,4.217969999999998,6328.0,303.107794281574,-12.617498173616099,1.25,1.44047,3.818001325663399
105612,21 23 27.06,-75 29 38.7,7.88,,202732.0,G5V,331731084.0,4.57724,5671.16,320.863079475907,-75.4938212157369,1.01,0.856194,6.718878569119098
86722,17 43 15.72,+21 36 38.6,7.51,,161198.0,K0V,363766517.0,4.51000022888184,5254.0,265.81515299999995,21.609176,0.788999974727631,0.767947,20.868315379312463
108912,22 03 42.30,-60 26 14.9,7.87,1.0,209234.0,G3V,403266307.0,4.47575,5922.0,330.926764789932,-60.4374591314686,1.08,0.995105,12.232092971248312
47646,09 42 50.89,-22 57 56.0,7.92,,84199.0,F5V,428625788.0,4.26044,6509.0,145.711715282249,-22.9654933937855,1.34,1.42025,7.272725969889838
81312,16 36 26.00,+30 56 34.1,7.1,,149890.0,F8V,57011334.0,4.31652,6049.59,249.10833683453487,30.9416824193189,1.13,1.22268,28.16423669336857
68162,13 57 17.50,-56 02 23.4,7.54,,121504.0,G2V,208844024.0,4.41155,6024.54,209.321826707235,-56.040043420272895,1.12,1.09111,8.400053345022473
43797,08 55 11.76,-54 57 56.0,5.7,,76653.0,F6V,382969293.0,4.34546,6439.13,133.799091911744,-54.965767398751,1.3,1.26846,5.903705723862438
72336,14 47 31.88,+19 03 00.1,7.46,,130396.0,F8V,345561530.0,4.4038,6215.19,221.882866791711,19.0499995897082,1.2,1.13953,2.925588636075687
30104,06 20 05.93,-48 44 25.6,6.61,,44594.0,G4V,238949177.0,4.3506,5830.35,95.0255617939524,-48.74108991354421,1.05,1.13326,9.358835601112322
10940,02 20 53.98,-52 57 49.6,7.77,,14745.0,F8V,166679618.0,4.4055,6248.68,35.224550815845205,-52.9637853210849,1.21,1.14203,4.804397175572511
88637,18 05 49.72,+21 26 45.6,7.07,,165590.0,G2V,135443051.0,4.14494,5714.0,271.45717,21.445902,0.935999989509583,,6.021026527964539
116315,23 34 00.23,-24 51 34.7,7.48,,221647.0,F8V,254289060.0,3.98316,6084.29,353.501166802962,-24.859598918442998,1.14,1.80264,11.58667522249196
11469,02 27 57.34,-58 08 22.3,7.45,2.0,15546.0,F6V,201835723.0,4.50747,5857.0,36.980899492046,-58.1371377210205,1.06,0.950494,9.750519221049371
105354,21 20 21.83,-40 27 55.6,7.87,,202945.0,F5V,207076528.0,4.3542,6476.78,320.090994305031,-40.4655622316049,1.32,1.26538,12.426930066818896
33863,07 01 46.88,-56 37 17.2,7.7,,53466.0,F7V,279477956.0,4.12395,6443.61,105.44527552062901,-56.621420059170894,1.3,1.63694,4.078160420985715
79524,16 13 40.42,-21 23 59.9,6.68,,145809.0,G3V,49406320.0,4.01789,5777.07,243.418095855441,-21.3999607759693,1.04,1.6542599999999998,9.64855054798145
97370,19 47 25.17,-43 20 41.8,7.12,,186651.0,G0V,79881477.0,4.31479,6026.09,296.854556313386,-43.3451239928804,1.12,1.21968,15.962671210402748
73593,15 02 33.18,+16 03 17.1,7.01,,133161.0,G2V,418027000.0,4.28999996185303,5947.61,225.63772000000003,16.054933,1.12999999523163,1.36847,17.782284377971745
106098,21 29 30.99,-38 05 09.0,7.44,,204421.0,G0V,165076764.0,3.86809,6179.96,322.37922883127203,-38.08591381564229,1.18,2.09378,7.087423403497405
3924,00 50 24.19,-64 04 04.1,7.98,1.0,4944.0,F7V,234508705.0,4.37814,6155.0,12.601290062932902,-64.0677814642716,1.17,1.15893,11.618128438369572
9524,02 02 30.39,-40 31 12.9,7.86,,12600.0,F6V,111267648.0,4.15337,6416.01,30.6265190584015,-40.5202618861118,1.29,1.57631,5.068698330056558
53226,10 53 14.74,-30 05 46.7,8.0,,94375.0,F8V,48899688.0,4.06094,6122.55,163.311181090671,-30.096400528179608,1.16,1.66262,10.65562610330067
67125,13 45 27.45,-48 47 30.2,6.76,,119629.0,F8V,241510738.0,3.85743,6171.94,206.36383752264086,-48.7916603051056,1.18,2.1196200000000003,8.482491310563873
60753,12 27 02.60,-22 23 23.0,7.89,,108351.0,F7V,22455995.0,4.05964,6098.0,186.760497755979,-22.3896331569007,1.15,1.65792,12.050121332067862
42488,08 39 43.70,+05 45 54.0,7.26,,73668.0,G1V,393124350.0,4.37403,5909.79,129.93250925584,5.764240689743612,1.07,1.11355,6.558886764421448
40438,08 15 25.22,-52 03 36.6,6.63,,69655.0,G1V,286069970.0,4.38898,5965.97,123.85505914484501,-52.0602980023528,1.09,1.10474,8.525665579159822
48133,09 48 46.97,-52 36 58.6,7.91,,85228.0,K1V,445968442.0,4.4791,5087.0,147.194789705522,-52.615710643945505,0.85,0.879409,17.601311399028987
6221,01 19 45.30,-68 53 54.6,7.07,,8241.0,F6V,52242834.0,4.12068,6354.66,19.9388254012739,-68.8981975682545,1.26,1.61763,3.0628329527783364
47469,09 40 35.24,+71 45 19.9,7.46,,83186.0,F9V,159504148.0,4.11174,6107.89,145.145071303981,71.755393099739,1.15,1.5614,10.608217279424773
101443,20 33 31.00,-22 13 54.2,7.47,,195680.0,F7V,8645700.0,4.31553,6151.0,308.378933622062,-22.2318769533747,1.17,1.24555,0.7873344939430577
23824,05 07 18.31,-83 51 36.9,6.8,,35877.0,F8V,376986714.0,4.03251,6081.0,76.8272530534945,-83.8600147798854,1.14,1.70307,8.455742930856434
80686,16 28 27.80,-70 05 04.8,4.9,1.0,147584.0,F9V,362747897.0,4.4508199999999984,6077.96,247.117248522101,-70.0843950149174,1.14,1.05214,6.039264671431719
17364,03 43 04.63,-50 38 39.5,6.97,,23456.0,G1V,206412735.0,4.39502,6180.85,55.769839628715715,-50.6430765834878,1.18,1.1414799999999998,8.526559243093581
19870,04 15 42.37,+20 49 11.6,7.83,,26874.0,G4V,17070887.0,4.23151,5677.69,63.926822073518494,20.8197995115769,1.01,1.2748,10.02743915064273
89014,18 10 02.62,+30 50 25.7,7.88,,166601.0,F5V,180763507.0,4.081169999999998,6418.19,272.510975423635,30.8403368994769,1.29,1.71294,11.435858795262295
61928,12 41 29.09,-56 18 16.6,7.86,,110273.0,F6V,405448680.0,4.22869,6336.2,190.37129742083,-56.304599076286,1.25,1.42281,3.116930151796249
88474,18 03 54.11,+26 39 05.0,6.93,,165241.0,F4V,320587829.0,4.03781,6433.0,270.97556152328497,26.651251493203002,1.3,1.80758,4.49856516662253
25180,05 23 11.98,-26 42 19.8,6.49,,35386.0,F6V,31092198.0,3.89305,6189.04,80.7999717354702,-26.705433470353498,1.19,2.04306,2.0085184426720453
115223,23 20 18.29,+06 52 20.4,7.95,,220008.0,G4V,354209764.0,3.91754,5731.34,350.07604528263397,6.872413529660809,1.02,1.83893,12.1578417444781
47017,09 34 56.51,-64 59 58.4,8.0,,83359.0,F5V,361157755.0,4.13018,6374.56,143.735244711947,-64.9994541588348,1.27,1.60636,4.349043344371478
32500,06 46 58.52,-87 01 29.9,6.46,,58805.0,F3V,397232783.0,4.26957,6507.73,101.744074389785,-87.0249634554101,1.34,1.4054,2.67568841572868
53509,10 56 45.82,-17 27 06.8,7.89,,94838.0,G3V,305645246.0,4.46459,5858.7,164.190996153004,-17.4522057218218,1.06,0.998603,16.441377220331688
28913,06 06 11.54,-45 48 57.0,7.24,,42024.0,F7V,165149397.0,4.0705800000000005,6209.65,91.5482609152421,-45.815974219055605,1.19,1.66539,7.373607656054806
25110,05 22 33.78,+79 13 50.7,5.08,,33564.0,F6V,142103211.0,4.21361,6409.65,80.63970420338191,79.2311507383495,1.29,1.47069,3.721426065018739
78010,15 55 46.13,-15 09 33.0,7.78,,142556.0,F6V,410481409.0,4.2223,6149.54,238.94238290268,-15.1592910325929,1.17,1.38669,25.767182003008056
78343,15 59 47.68,-35 50 43.0,7.65,,143098.0,G5V,93284258.0,4.51144,5719.0,239.948994168938,-35.845434397158,1.02,0.928145,19.417994994176937
111746,22 38 10.73,-27 26 36.5,7.89,,214385.0,G3V,326451898.0,4.49222,5662.26,339.545916838861,-27.443435834015602,1.01,0.944241,1.5410817469768816
77675,15 51 28.69,-64 10 54.1,7.75,,141171.0,F5V,340101519.0,4.2148400000000015,6441.63,237.869849964109,-64.18168792821939,1.3,1.47431,3.2631141416459672
82032,16 45 26.79,-71 50 23.8,7.59,,150139.0,F8V,364107753.0,4.25751,6059.06,251.361963629054,-71.8398163094059,1.13,1.30863,2.6623383747621294
95677,19 27 40.09,-18 21 02.7,7.19,,182926.0,F5V,120869255.0,4.14965,6390.58,291.917052,-18.350771,1.22699999809265,,3.874125329253096
52332,10 41 40.91,-45 46 07.3,7.43,,92736.0,F5V,146753703.0,4.3781300000000005,6424.78,160.42017099999995,-45.768543,1.25999999046326,,3.4054370428875598
31223,06 32 57.69,-48 32 39.2,6.96,,46836.0,F5V,255642378.0,4.0288900000000005,6464.66,98.24044990106329,-48.54455980248978,1.31,1.83327,8.497342337206176
112559,22 47 50.30,-04 13 41.8,6.67,,215812.0,G5V,250359571.0,4.0985,6029.0,341.958836,-4.228936,2624.4,,16.618208141344912
33973,07 02 55.08,-13 13 04.4,7.66,,53012.0,F7V,147966371.0,4.15433,6227.0,105.729531665532,-13.217837356912902,1.21399998664856,,8.736973855038089
14307,03 04 33.06,-51 19 20.2,7.56,,19330.0,G1V,339599245.0,4.3448400000000005,6374.0,46.1380964844351,-51.32210076221371,1.27,1.25462,0.5361523228149747
88370,18 02 42.93,+16 48 52.9,7.55,,164901.0,F7V,284008932.0,4.03678,6284.51,270.67881075552503,16.8149685530078,1.23,1.7603400000000002,7.040915152145489
98828,20 04 10.09,+25 47 25.2,7.82,,190470.0,K3V,244330163.0,4.59251,5130.0,301.041857993101,25.790228078793398,0.86,0.7762979999999999,34.13341961565265
91864,18 43 42.74,-22 40 13.0,8.0,,172934.0,F7V,4570507.0,4.33009,6233.0,280.927971469179,-22.67045014581349,1.21,1.24561,7.261384909323094
106078,21 29 14.42,-50 19 00.4,7.33,,204287.0,G3V,139699247.0,4.07476,5813.51,322.310317347665,-50.3168445105507,1.05,1.55686,3.8294328876279446
57345,11 45 28.10,-21 28 26.1,7.81,,102165.0,F7V,52216943.0,4.06105,6422.0,176.367064641097,-21.473988724860305,1.29,1.75309,2.9344666768172227
80725,16 28 52.88,+18 24 47.2,6.98,,148653.0,K2V,345662514.0,4.34588,5040.0,247.219622,18.413892,0.779999971389771,,14.041564263937843
