HIP,RAhms,DEdms,vmag,VarFlag,HD,spectral_type,tic,logg,teff,ra,dec,ms,rs,period
89348,18 13 53.36,+64 23 49.9,4.99,,168151.0,F5V,233121747.0,4.13083,6474.0,273.474303286367,64.3972847978429,1.32,1.63646,6.321468782316174
606,00 07 22.41,-25 21 22.8,7.06,,268.0,F5V,12395998.0,4.27065,6459.45,1.8439339684391296,-25.35665191658211,1.31,1.38786,2.256630575780002
5932,01 16 16.11,+16 09 59.8,7.93,,7616.0,F8V,381245640.0,4.116230000000002,6442.78,19.0673478951438,16.166546127021302,1.3,1.6515400000000002,6.9440432410726265
116106,23 31 31.40,-04 05 13.0,6.5,,221356.0,F8V,250080475.0,4.38754,5987.0,352.88126179997,-4.08740442739167,1.1,1.11163,2.2083985440322884
20577,04 24 28.26,+16 53 10.4,7.79,,27859.0,G2V,59087638.0,4.4229,6013.0,66.1180301542612,16.8861672983982,1.11,1.07212,7.848971147863952
53850,11 00 57.60,+27 07 55.9,7.95,,95363.0,F7V,172536590.0,3.95264,6200.3,165.239942483536,27.132213114669398,1.19,1.9076,3.3922774979410426
60288,12 21 44.77,-61 32 19.0,7.91,,107509.0,F8V,310891144.0,4.23016,6115.38,185.435276468449,-61.5387467914726,1.15,1.3624,5.039919351458652
107040,21 40 42.96,+28 45 20.1,7.41,,206332.0,G0V,248039969.0,4.21743,5967.0,325.179387395485,28.755669707644,1.09,1.34596,16.30863845869808
83701,17 06 23.26,-37 06 04.9,7.82,,154337.0,F8V,378102890.0,4.34243,6311.04,256.597034049192,-37.1015686647685,1.24,1.24317,9.367935315966218
78601,16 02 51.83,-30 56 39.5,7.78,,143649.0,F7V,93700583.0,3.93394,6201.65,240.71566112927,-30.9445672246417,1.19,1.94911,2.3561606061758433
25376,05 25 42.48,-53 28 51.2,7.85,,36008.0,F7V,231729308.0,4.3498,6306.3,81.42728265859309,-53.4807249491403,1.24,1.2326700000000002,1.4131945921668685
89620,18 17 23.66,-28 17 19.0,6.36,,167665.0,F8V,379558372.0,4.23416,6108.0,274.348993621979,-28.288944923027703,1.15,1.35614,24.382893093641943
24438,05 14 34.43,-13 55 28.0,8.0,,34138.0,F3V,188986515.0,4.011830000000002,6472.0,78.64345815058971,-13.924419919396696,1.318,1.87532,3.827087609288811
76954,15 42 46.42,-16 00 48.9,7.05,,140164.0,F7V,71769047.0,4.30499982833862,6307.0,235.693226,-16.013686,1.30200004577637,,1.5197080638992744
114096,23 06 31.71,+19 54 39.0,6.44,,218261.0,F7V,245367276.0,4.33846,6158.13,346.632856978573,19.9108521744454,1.17,1.21311,4.953536417763975
69143,14 09 13.25,-22 32 15.7,7.77,,123619.0,F6V,79020976.0,4.2607,6154.07,212.30501611600602,-22.5375607997015,1.17,1.32671,3.588485798538295
112447,22 46 41.44,+12 10 26.7,4.2,,215648.0,F7V,60716322.0,3.97055,6178.29,341.6732352815,12.1728933658899,1.18,1.86081,6.710868252090536
100633,20 24 19.59,-23 28 32.8,7.71,,194063.0,F6V,72099941.0,4.33018,6309.07,306.081617041914,-23.4758017387527,1.24,1.26083,4.50993152474744
3434,00 43 48.71,-37 28 22.0,7.63,,4169.0,F5V,308209763.0,4.20263,6312.93,10.952935216310301,-37.472809681284396,1.24,1.4602700000000002,5.20348713702943
103957,21 03 48.24,-24 19 20.5,7.88,,200379.0,F6V,29755993.0,4.01811,6484.0,315.951048043749,-24.322376183607503,1.40600001811981,,4.518564221311691
26404,05 37 13.64,-24 24 07.6,7.68,,37391.0,F5V,32498273.0,4.34733,6470.0,84.30686334027791,-24.402142104788798,1.32,1.2754299999999998,4.580578545781518
104298,21 07 44.81,-31 03 25.3,7.24,,200973.0,F5V,92749735.0,4.0072,6345.57,316.93740818526,-31.0567788171738,1.26,1.84339,5.903306730870163
67742,13 52 36.41,-50 55 17.8,7.37,,120780.0,K1V,241682179.0,4.61458,5025.86,208.14940887820998,-50.92172827283521,0.84,0.74797,9.512224481196998
73383,14 59 45.19,-43 48 39.7,6.59,,132301.0,F5V,334137763.0,4.3268900000000015,6405.59,224.93764806485802,-43.8113354114498,1.29,1.29087,1.8378770041320887
97185,19 45 10.38,-70 00 59.1,7.8,,185560.0,F6V,466134845.0,4.25133,6337.0,296.292865216512,-70.01653811327981,1.25,1.38619,19.730752925640573
19501,04 10 41.35,-25 25 32.1,7.86,,26519.0,F5V,44799612.0,4.27873,6391.15,62.672145925587905,-25.4259380337984,1.28,1.3591799999999998,1.678506342480675
18870,04 02 42.69,-27 29 01.4,7.4,,25587.0,F7V,44735561.0,4.10998,6147.61,60.6781203213416,-27.483547159695807,1.17,1.57811,6.362117044992929
116528,23 36 57.14,-36 48 04.4,7.68,,221982.0,F6V,224269367.0,4.03252,6455.0,354.238464,-36.801285,1.24000000953674,,8.329452402466544
71682,14 39 40.93,-26 43 25.1,6.99,,128787.0,F5V,34920.0,4.35241,6395.0,219.92063656569698,-26.72364596301361,1.28,1.24863,3.0357331135397856
73941,15 06 35.19,+36 27 21.5,6.35,,134044.0,F8V,20204058.0,4.33716,6266.49,226.646440075147,36.456065903657105,1.22,1.2406,7.212706890181105
98470,20 00 20.16,-33 42 09.9,5.65,,189245.0,F7V,211305389.0,4.37629,6369.92,300.08437117486403,-33.7034521358179,1.27,1.21002,3.0727776026164326
4087,00 52 28.14,+21 24 36.3,7.28,,5036.0,F7V,435878278.0,3.89099,6366.17,13.1173999950264,21.4099369009562,1.27,2.11563,0.6194251202669097
100334,20 20 53.52,-18 09 22.0,7.8,,193454.0,G0V,71843101.0,4.042,6219.27,305.223203,-18.156279,1.2059999704361,,2.9485503858441833
46934,09 33 57.69,-31 56 28.2,7.55,,82895.0,F3V,25209852.0,4.26215,6477.05,143.49001125626802,-31.9408922379246,1.32,1.40685,4.661075765330188
46388,09 27 31.80,-58 05 40.3,7.2,,82082.0,G2V,437873486.0,4.02901,5962.91,141.88182887548598,-58.094563391779005,1.09,1.67203,7.463640589076166
52888,10 49 00.40,-31 03 32.1,7.48,,93745.0,G2V,48768845.0,4.05437,5960.69,162.252164310555,-31.0591450477938,1.09,1.62392,8.151447660547676
62512,12 48 39.34,+60 19 11.6,5.83,,111456.0,F5V,142277151.0,4.26014,6294.03,192.16436250230598,60.3197327435446,1.23,1.3611799999999998,0.8174646856220447
40167,08 12 12.71,+17 38 53.3,4.67,,68255.0,G0V,27550294.0,4.27,6094.43,123.053523396486,17.6479477860429,1.30999994277954,,14.780940786213886
70839,14 29 09.86,-29 06 48.7,7.1,,126933.0,F7V,83783485.0,4.1071800000000005,6212.32,217.291091474336,-29.1135444887288,1.2,1.60337,5.14156520576134
94454,19 13 25.82,-14 26 48.9,7.64,,179518.0,F5V,6990809.0,4.03448,6440.0,288.357749188054,-14.4469606526554,1.28199994564056,,1.3121730724101324
109271,22 08 15.23,-17 50 08.8,7.84,,210094.0,G1V,75322674.0,4.42356,6189.48,332.063901270617,-17.8360479162021,1.19,1.10924,3.0196492647431783
12184,02 36 57.64,+24 38 53.1,7.1,,16232.0,F4V,22874788.0,4.28021,6252.09,39.2406037038137,24.6480562909591,1.21,1.31923,5.175018241143543
12288,02 38 18.60,-30 11 38.0,5.84,,16538.0,F5V,122556844.0,4.02993,6348.41,39.57775559383671,-30.1940644161766,1.26,1.7957900000000002,1.4383607220564896
67784,13 53 11.93,-15 59 53.7,7.96,,120999.0,F6V,346047514.0,4.32198,6375.42,208.299167108721,-15.9983306315471,1.27,1.28808,14.399262891089469
108649,22 00 38.82,-14 09 51.5,7.72,,209029.0,F8V,425074394.0,4.23409,6376.71,330.162053161918,-14.164342357786,1.27,1.42525,1.1461609773898214
48693,09 55 47.64,-20 44 49.7,7.72,,86083.0,G2V,101416882.0,4.05209,6012.7,148.948912304745,-20.7474028233562,1.11,1.64304,5.728426683488687
72447,14 48 53.25,+05 57 16.6,6.83,,130604.0,F6V,459345813.0,4.04977,6492.0,222.22189517744,5.954402975944443,1.42999994754791,1.8025,1.8524813154450444
29882,06 17 33.69,+35 08 56.8,6.68,,43382.0,F6V,239972376.0,4.19519,6468.44,94.39058994720759,35.1491968745437,1.32,1.51958,6.117259501331079
44707,09 06 33.52,+38 05 19.2,7.86,,77930.0,F6V,16148468.0,4.05135,6287.0,136.639201621018,38.0886141479228,1.23,1.73105,10.440061316724435
60031,12 18 40.94,+26 11 24.8,7.56,,107086.0,F8V,328859706.0,4.2239,6500.47,184.670458474126,26.1903605221524,1.33,1.47574,4.083503759676739
90459,18 27 31.29,-15 22 25.3,6.95,,169915.0,F5V,177005507.0,4.22968,6451.0,276.880483178425,-15.3736272064168,1.31,1.45489,5.662442024752545
114269,23 08 36.39,-63 52 16.0,7.22,,218379.0,G3V,237334931.0,3.96133,5970.15,347.152405848621,-63.8715838958733,1.1,1.81579,4.884517407571136
5799,01 14 23.97,-07 55 24.6,5.14,,7439.0,F5V,284120761.0,4.09632,6359.8,18.6001718970176,-7.9228255851708305,1.26,1.66363,3.47900239853185
37732,07 44 19.76,-05 03 19.5,7.72,,62549.0,G1V,68061731.0,4.2900800000000014,5930.46,116.082274280892,-5.05494470441333,1.08,1.23227,13.412303938867897
79451,16 12 50.60,-28 07 55.3,7.98,,145573.0,F3V,68327687.0,4.13896,6449.0,243.210828625137,-28.1319975953726,1.31,1.61506,0.10101666423852042
13831,02 58 02.33,-15 50 18.8,7.93,,18498.0,F5V,98756201.0,4.24144,6377.0,44.5101117623719,-15.838210284396999,1.27,1.41324,5.358032348261608
95315,19 23 31.30,-69 24 27.4,7.85,,180808.0,F8V,410372245.0,4.29973,6146.0,290.88005044947005,-69.40742354356921,1.17,1.26842,11.398802573936655
92929,18 56 00.39,-25 02 45.2,7.37,,175345.0,G0V,91380678.0,4.30999994277954,6125.0,284.001739219513,-25.045742601297498,1.14999997615814,1.24132,12.396081317431362
116066,23 31 05.63,-74 08 04.4,8.0,,221202.0,F8V,407584737.0,3.88409,5813.0,352.773810953884,-74.1345208494531,0.967000007629395,1.56427,8.65232373508147
36890,07 35 03.47,-28 29 53.1,7.82,,60766.0,F2V,109931145.0,4.2347,6497.0,113.764269634358,-28.498045117301693,1.33,1.45751,2.4734341498829795
105858,21 26 26.49,-65 22 05.3,4.21,,203608.0,F6V,265488188.0,4.43147,6109.28,321.610853404816,-65.3662006983686,1.15,1.08056,7.382491232044788
65470,13 25 10.08,-78 57 07.5,7.89,,116089.0,F5V,418386682.0,4.33629,6516.53,201.290222715436,-78.9522664931008,1.34,1.30149,9.324377918071104
92262,18 48 11.84,-14 42 29.7,6.86,,173885.0,F6V,427836578.0,4.03709,6171.79,282.049178346176,-14.7083421977494,1.18,1.72357,1.8597015909443484
74268,15 10 41.60,-43 43 46.7,7.01,,134331.0,G5V,160890430.0,4.40865,5941.45,227.673381863367,-43.729871742449596,1.09,1.08,7.383275970915561
38325,07 51 05.75,+54 07 44.8,6.03,,63332.0,F6V,53336409.0,4.2636,6381.85,117.773796868166,54.12924241294751,1.28,1.38305,1.9223724553492116
23841,05 07 34.29,-54 59 20.9,7.33,,33514.0,F5V,381952089.0,4.1032,6426.95,76.89268263478691,-54.9890103561714,1.3,1.67652,1.5572886207771113
43358,08 49 55.70,-36 36 58.3,7.15,,75653.0,F7V,190166086.0,4.39534,6336.84,132.481748711196,-36.6161185234824,1.25,1.17441,3.120147347565475
116084,23 31 20.14,-58 12 35.0,7.82,,221287.0,F7V,231716612.0,4.4291,6376.4,352.83474244994903,-58.209731229774704,1.27,1.13864,5.1223728914646385
71734,14 40 25.43,-29 18 05.5,7.82,,128931.0,F6V,37732.0,4.22155,6314.47,220.10575807414398,-29.301623945134,1.24,1.42879,2.6228173536840482
2319,00 29 34.79,-32 34 10.0,7.62,,2615.0,F5V,251848589.0,4.0269,6356.19,7.39522715119882,-32.5689994542344,1.26,1.80206,7.474003191784541
80680,16 28 17.25,-46 19 03.7,7.69,,148156.0,G1V,225317852.0,4.271719999999998,6178.57,247.072019244063,-46.3176287159659,1.18,1.31558,6.735236885788278
6234,01 19 57.73,-15 48 50.7,6.7,,8071.0,G0V,32533653.0,4.00784,6160.0,19.990637,-15.813973999999998,1.20799994468689,,5.53239773907718
90223,18 24 33.11,-49 39 09.0,6.45,,168871.0,G2V,160991902.0,4.32215,5982.2,276.13807394858,-49.65287812545011,1.1,1.19855,13.326165926084983
29217,06 09 39.56,-41 58 49.7,7.28,,42625.0,F5V,165211467.0,4.06572,6432.34,92.41466745718441,-41.980412631610704,1.3,1.75043,12.79137018340429
59257,12 09 20.49,-42 50 18.4,7.93,,105577.0,F6V,258236059.0,4.00378,6251.33,182.335212593345,-42.838463605597,1.21,1.81358,4.867755787848344
18859,04 02 36.66,-00 16 05.9,5.38,1.0,25457.0,F5V,9150015.0,4.34119,6221.0,60.6531047765458,-0.268921839893052,1.2,1.2247,5.627392704926777
29601,06 14 17.64,-17 28 47.5,7.91,,43218.0,G2V,33798564.0,3.95561,6031.0,93.57363624607108,-17.4800444148191,1.12,1.84433,0.9485984885923325
72559,14 50 05.60,-37 23 54.9,7.85,,130589.0,F5V,160219246.0,4.28297,6378.0,222.52309249193686,-37.398865257214496,1.27,1.34726,2.1409277493707273
76716,15 39 56.69,-59 54 28.1,5.95,,139211.0,F6V,278175826.0,4.18542,6317.67,234.98559955267,-59.90833580118301,1.24,1.48948,4.398614400521947
79520,16 13 38.27,-29 03 24.6,7.54,,145736.0,F8V,68414419.0,3.80542,6184.16,243.409287794866,-29.0569282552233,1.18,2.25044,19.225278182840544
26610,05 39 24.21,-25 14 35.6,7.78,,37688.0,F6V,32554144.0,4.14835,6132.97,84.85089408903491,-25.243135526620307,1.16,1.50345,13.317550080527397
110184,22 19 07.16,+28 50 51.2,7.17,,211799.0,F8V,28193556.0,3.94814,6244.26,334.77995638185297,28.847648893600105,1.21,1.93354,16.20919108603176
6439,01 22 43.14,+17 11 49.2,7.16,,8321.0,F5V,58858845.0,4.25544,6411.0,20.679607182419602,17.197045843626803,1.29,1.40155,7.46146121523637
77427,15 48 22.61,-28 47 20.6,7.68,,141107.0,F2V,23632334.0,4.1427,6384.21,237.09409791240898,-28.7891251087464,1.28,1.58961,5.065375002301487
53500,10 56 40.37,-50 36 27.6,7.28,,94920.0,F3V,120770766.0,4.27374,6467.58,164.168553933563,-50.607765565585396,1.32,1.38819,11.014442403755003
116880,23 41 28.44,-41 34 49.0,7.81,,222508.0,F7V,224277498.0,4.30999994277954,6512.0,355.368719,-41.580379,1.24000000953674,,2.841757913845667
22152,04 46 00.39,+76 36 40.9,6.46,1.0,29329.0,F7V,140638831.0,4.34741,6349.26,71.5024021713468,76.61104468738091,1.26,1.24599,5.140105097872719
62349,12 46 32.77,+24 08 44.1,6.83,,111066.0,F8V,199459496.0,4.13692,6130.55,191.636246558657,24.145048407405,1.16,1.52335,7.999894756715309
92140,18 46 46.38,-14 27 53.0,7.28,,173614.0,F5V,427265377.0,4.59854,6415.0,281.693164538674,-14.465391963236,1.29,0.944185,3.3962363631892676
16851,03 36 51.39,-33 46 50.6,6.93,,22594.0,F3V,143021874.0,4.10933,6258.13,54.2142883482439,-33.7807329938993,1.22,1.61268,0.9107124405629771
71681,14 39 39.39,-60 50 22.1,1.35,,128621.0,K1V,,4.37,5260.0,,,0.907,0.8632,12.546085910983003
6486,01 23 21.27,+58 08 35.6,6.36,,8272.0,F4V,332808073.0,4.13600015640259,6533.0,20.839239000000006,58.142968,1.45799994468689,,12.039743975466111
17819,03 48 46.77,-40 23 57.7,7.24,,24112.0,F8V,140072708.0,4.15475,6127.81,57.1951434639999,-40.3992261980645,1.16,1.49241,0.9776773602586664
45836,09 20 43.79,+51 15 56.6,6.14,,80290.0,F3V,251091413.0,4.36728,6464.0,140.182337193857,51.26606440630511,1.31,1.24174,0.8706392940332925
78955,16 07 03.53,-14 04 16.8,6.32,,144585.0,G5V,410994457.0,4.17504,5807.0,241.764041163831,-14.0712973930905,1.04,1.38049,21.524734945836226
31509,06 35 54.07,-36 05 18.4,6.36,,47230.0,F6V,147902364.0,4.08523,6373.0,98.975145,-36.088683,1.23000001907349,,6.413153068425266
36399,07 29 25.61,-07 33 05.3,5.86,,59380.0,F8V,6172378.0,4.269999980926509,6320.86,112.356868,-7.551138000000001,1.21000003814697,1.32884,4.932730394095111
73181,14 57 25.04,-22 09 11.7,7.95,,131991.0,F7V,287095237.0,4.04899,6026.85,224.353989833003,-22.15347193386,1.12,1.65634,10.142233918570428
49090,10 01 10.84,-23 08 47.7,7.7,,86917.0,F5V,410324206.0,4.05515,6474.8,150.295063420713,-23.1465163193317,1.32,1.78543,2.4617698212950385
35884,07 23 53.86,-17 24 48.2,6.84,,58192.0,F7V,385721987.0,4.38779,6329.74,110.974237633677,-17.4134348808475,1.25,1.18467,5.280841771459102
110778,22 26 34.15,-16 44 31.7,5.55,,212697.0,G3V,12723528.0,4.10804,5806.0,336.642825,-16.741954999999994,0.925000011920929,,3.7813377875474843
107877,21 51 24.39,-23 16 13.5,6.85,,207692.0,F6V,25300818.0,4.19999980926514,6280.78,327.852502,-23.270528,1.06700003147125,1.44074,4.17675952516255
61087,12 31 12.68,-61 54 31.4,8.0,,108904.0,F6V,451140671.0,3.89389,6379.26,187.80267476743904,-61.9087475604279,1.27,2.10859,1.557753559493435
61072,12 31 00.73,+31 25 25.6,7.33,1.0,108944.0,F9V,99303738.0,4.32376,6145.07,187.753068956567,31.4238346571,1.17,1.2338,8.686459135229706
60988,12 30 03.10,+51 32 08.1,6.21,,108845.0,F7V,141248738.0,3.94937,6255.38,187.51178600953705,51.535633093082104,1.22,1.93879,4.369084594772036
66121,13 33 14.66,-77 34 08.5,6.52,,117360.0,F6V,394947052.0,4.35206,6429.0,203.30691205228,-77.5693883797045,1.3,1.25885,2.8273622094318624
27281,05 46 52.67,-28 53 23.8,7.54,,38772.0,F7V,32816844.0,4.23039,6080.47,86.71927061726521,-28.890215997298498,1.14,1.3561,5.174211224204006
11696,02 30 50.57,+55 32 55.1,6.97,,15407.0,F3V,372121208.0,4.2443,6472.0,37.711068276126596,55.5484058515939,1.32,1.43606,0.18448781108924475
102259,20 43 13.74,-76 32 49.4,7.68,,196227.0,G1V,327305219.0,4.10045,6126.54,310.807865011786,-76.547425795292,1.16,1.58868,1.9011045254386185
58739,12 02 51.08,-68 35 05.5,7.72,,104634.0,F6V,412178509.0,4.01165,6316.37,180.712601312441,-68.5848509196463,1.24,1.81936,2.273939356007232
117297,23 47 00.72,-55 24 29.8,7.64,,223125.0,F7V,316968412.0,4.0491,6153.22,356.753348877911,-55.4082660394526,1.17,1.6926900000000002,5.1466093864881435
11661,02 30 22.96,-51 22 38.1,7.41,,15773.0,F5V,166760533.0,4.26692,6535.11,37.5954902195288,-51.37736280038261,1.35,1.41495,6.245616571144288
41926,08 32 52.26,-31 30 09.7,6.38,,72673.0,K0V,393844873.0,4.60458,5213.0,128.214565833422,-31.500850744872604,0.89,0.778821,12.797390257994287
5651,01 12 34.31,-20 27 30.8,7.63,,7257.0,F3V,268717346.0,4.34208,6460.28,18.1427671473169,-20.458632518606397,1.31,1.27829,1.2916474237195292
103735,21 01 13.49,-35 11 02.2,7.68,,199918.0,G3V,92562474.0,4.32999992370605,5691.44,315.305669,-35.184106,0.931999981403351,1.1239,8.662224231444844
20935,04 29 20.49,+17 32 42.0,7.02,,28394.0,F7V,456891444.0,4.20375,6201.28,67.3356385524672,17.5449348744332,1.22099995613098,,15.359051349700854
97720,19 51 32.89,+50 39 15.0,7.84,,188169.0,F4V,28304903.0,4.20147,6518.15,297.887218471154,50.6543171062473,1.34,1.52003,1.7227731806776874
110548,22 23 39.36,+20 50 53.8,6.2,,212395.0,F7V,279563894.0,4.22155,6279.0,335.914854784893,20.84828524257361,1.23,1.4230200000000002,1.0298796195011355
109642,22 12 38.37,-54 17 26.2,7.73,2.0,210572.0,F8V,265613590.0,4.15203,6367.0,333.160627535605,-54.2908748320881,1.27,1.56646,3.152335927824128
95932,19 30 34.57,-55 06 36.1,6.29,,183028.0,F5V,319869555.0,4.2702300000000015,6511.71,292.644216633077,-55.110053998439,1.34,1.40433,2.448692022981234
101905,20 39 02.65,-49 19 53.3,7.33,,196390.0,G3V,100606047.0,4.45069,5889.8,309.76050096493196,-49.3314240940989,1.07,1.01948,9.894181757355025
105918,21 27 06.66,+16 07 27.8,6.72,1.0,204277.0,F8V,268215639.0,4.3882900000000005,6240.0,321.77756039625,16.124151401805598,1.21,1.16487,3.887103054351994
60976,12 29 55.57,+24 20 19.0,7.86,,108807.0,F7V,328978480.0,4.2899,6376.97,187.481394212734,24.3385167290821,1.27,1.33655,16.248406363801124
31800,06 38 55.38,-40 35 08.6,7.97,,47908.0,F6V,147998055.0,4.01816,6247.0,99.73081693581051,-40.585694076318795,1.21,1.7837900000000002,5.988853035576674
81754,16 41 53.67,-19 55 28.1,5.55,,150453.0,F3V,287619474.0,4.11345,6502.0,250.47374824056598,-19.9243660562992,1.33,1.67585,0.5169127219294538
95203,19 22 03.77,-29 31 23.2,7.09,,181544.0,G1V,168442621.0,4.0951,5973.44,290.516100353555,-29.523058174489798,1.1,1.55662,8.884008569691598
92900,18 55 44.73,-16 20 56.7,7.16,,175382.0,F5V,352487284.0,4.2885300000000015,6377.8,283.93651753306597,-16.3491743114586,1.27,1.33866,0.5531265688531125
60486,12 24 02.27,-19 34 18.3,7.44,,107892.0,F5V,423591233.0,4.15231,6535.23,186.009333401082,-19.571824904390198,1.35,1.61453,3.2188618979775545
27244,05 46 27.95,-53 13 08.3,6.63,,38973.0,G2V,231824922.0,4.36244,6013.4,86.6166275422034,-53.219324786220206,1.11,1.14941,10.438509192116298
62872,12 53 09.53,-14 57 56.4,7.61,,111962.0,F6V,345942287.0,4.26334,6457.51,193.289692574277,-14.965589814854601,1.31,1.39959,24.960052519588775
36901,07 35 12.28,-17 32 54.8,7.29,,60700.0,G2V,405113468.0,4.0704400000000005,6144.0,113.801051255508,-17.5481775928731,1.17,1.65162,3.746581183607479
59433,12 11 28.50,-44 16 57.9,6.59,,105919.0,F5V,22102358.0,4.21549,6433.33,182.86923561554403,-44.2828501937949,1.3,1.4732,5.802293542453919
82525,16 52 04.59,-14 48 10.6,7.73,,152128.0,F5V,399157677.0,4.09206,6460.26,253.019272880873,-14.8030060542066,1.31,1.7046599999999998,3.842331876166653
74219,15 10 00.26,-22 43 14.5,7.96,,134339.0,F5V,70219033.0,4.08066,6398.0,227.50093649595402,-22.720788184087702,1.28,1.7072900000000002,6.122527383517837
99137,20 07 35.07,-55 00 58.0,6.26,,190422.0,F8V,422044019.0,4.4635,6215.04,301.896209240603,-55.01601457167301,1.2,1.0638299999999998,0.455123562914878
63708,13 03 22.30,-29 39 48.5,7.43,,113354.0,F6V,229181083.0,4.2217400000000005,6479.99,195.842590277151,-29.6634190058085,1.32,1.47384,6.519062138148491
21488,04 36 53.89,-14 55 32.8,7.93,,29368.0,G2V,117748090.0,4.04318,5997.0,69.2246706818748,-14.9257087664598,1.11,1.65998,14.522794882779104
46236,09 25 36.35,-53 15 05.9,6.98,2.0,81734.0,F7V,296449358.0,4.16418,6310.0,141.40132606055,-53.251831926712896,1.24,1.52635,11.134798679633967
71999,14 43 27.54,-30 12 29.1,7.73,,129454.0,F6V,47656047.0,4.00966,6231.38,220.864623344684,-30.2082006289288,1.2,1.7938900000000002,2.5113494785111192
8433,01 48 41.68,+32 41 22.2,5.78,,11007.0,F8V,20931913.0,4.04557,5980.51,27.1731771059359,32.6902087465664,1.1,1.64796,16.334208120228503
114112,23 06 39.20,-43 30 13.2,7.67,,218205.0,G2V,139232645.0,4.46321,5956.33,346.6631630168261,-43.5037348668851,1.09,1.01424,46.97881381826421
100184,20 19 17.68,-47 34 47.4,6.13,,192886.0,F5V,129479892.0,4.30198,6468.38,304.824380084015,-47.580290327928,1.32,1.34378,5.772798698399804
103268,20 55 16.66,+43 47 26.3,7.73,,199373.0,F5V,279026321.0,4.14716,6397.87,313.81939754898104,43.7904780673884,1.28,1.58146,4.123861494915173
116436,23 35 39.99,-27 29 24.4,6.66,,221839.0,F8V,254291902.0,4.13716,6147.0,353.916794,-27.490407,1.1599999666214,,5.783258185352664
109700,22 13 13.50,+27 19 07.9,7.24,,210944.0,F5V,27889360.0,4.00586,6275.29,333.30628097397704,27.31874262375269,1.22,1.81671,3.215849989372703
17977,03 50 35.16,-11 59 44.2,7.74,,24183.0,F6V,279373233.0,3.96453,6178.0,57.64645023907561,-11.995565249163404,1.18,1.87374,0.46189828383337417
25497,05 27 10.02,-16 31 24.5,7.35,,35887.0,F6V,94987316.0,4.1813699999999985,6398.95,81.7917203601135,-16.523760383166,1.28,1.52039,0.7428677960366747
60119,12 19 45.81,-76 48 03.2,6.85,,107145.0,F8V,359771212.0,4.09997,6520.35,184.939192364828,-76.80101810163909,1.34,1.7084400000000002,8.257611694734846
78547,16 02 10.36,-42 41 59.3,6.91,,143463.0,F6V,255530921.0,4.175669999999998,6234.45,240.54313679663397,-42.7002407594791,1.21,1.48796,15.520350931807933
99115,20 07 19.69,-35 32 17.3,7.78,,190647.0,G5V,48777312.0,4.0862,5636.81,301.831957580152,-35.5386329389523,1,1.49946,21.82910093759373
36152,07 26 50.45,+21 32 08.6,6.54,,58551.0,F6V,60776796.0,4.3544,6201.12,111.70940171586399,21.5356523929271,1.19,1.20118,1.1443162205298072
57814,11 51 20.88,-68 51 39.2,7.55,,103021.0,F6V,410794488.0,4.0281400000000005,6259.39,177.837016425784,-68.8608346019649,1.22,1.77069,5.746974697884884
19684,04 13 00.47,-28 32 26.7,7.45,,26770.0,F7V,44891114.0,4.2298800000000005,6223.0,63.252407,-28.54050800000001,1.0789999961853,,4.858955483966172
48047,09 47 40.33,-28 22 47.2,7.27,,84887.0,F7V,21841664.0,4.68400001525879,6126.99,146.917843096196,-28.3798028519363,1.22000002861023,,9.933575236039001
94971,19 19 33.07,-42 03 54.7,8.0,,180751.0,G0V,61958057.0,4.00371,6241.22,289.88802358374,-42.0652311643831,1.21,1.81372,4.612843758731816
65319,13 23 15.48,-14 55 36.3,7.85,,116331.0,F7V,357514296.0,4.39071,6353.0,200.81473085502202,-14.9269852826318,1.26,1.18539,7.214680490421774
105384,21 20 46.61,-38 46 53.6,7.84,,203019.0,G5V,159835781.0,4.51886,5749.65,320.194136613463,-38.781442635317,1.03,0.924751,11.554489424930933
9249,01 58 54.53,-21 07 58.3,7.31,,12155.0,F6V,266748633.0,4.03967,6168.64,29.727380868498997,-21.1326893280911,1.18,1.7184700000000002,3.563316208803454
37460,07 41 21.11,-41 53 21.6,7.54,,62279.0,F5V,174952296.0,4.2666900000000005,6455.38,115.337777025543,-41.8890322025911,1.31,1.3942,3.6986165520314684
92958,18 56 18.76,-55 51 27.5,7.89,,174957.0,F6V,379410540.0,4.06573,6369.6,284.07829414777,-55.8576270310651,1.27,1.73009,8.766200420312275
73052,14 55 46.31,-73 09 59.4,7.79,,130943.0,F5V,402682344.0,4.37849,6465.55,223.942171088606,-73.16661559493191,1.32,1.23048,2.220238713158329
64310,13 10 51.82,-39 29 33.4,8.0,,114409.0,F3V,30278488.0,4.26489,6486.28,197.71562193035086,-39.492731139585,1.32,1.40242,7.724916328459015
27330,05 47 21.89,-27 08 04.0,7.16,,38827.0,F7V,32828818.0,4.07713,6327.77,86.84129870227221,-27.1344852979454,1.25,1.6940400000000002,3.8382654684159023
80925,16 31 30.35,-39 00 41.3,7.24,,148704.0,K0V,29646768.0,4.69632,5395.0,247.875460208509,-39.0105815159954,0.94,0.720171,19.61858083501869
78653,16 03 22.47,-63 22 00.2,7.84,,143289.0,F6V,343257744.0,4.07132,6172.0,240.843984011424,-63.366923451792296,1.18,1.6569599999999998,7.582100076901704
