teff,logg,period
4081.0,4.49,15.644
4113.0,4.55,37.512
4147.0,4.6,39.883
3919.0,4.54,3.456
4229.0,4.53,3.39
4091.0,4.38,43.554
3978.0,4.7,34.626
3971.0,4.7,14.759
4107.0,4.38,31.124
3770.0,4.76,36.997
3690.0,4.84,31.506
3827.0,4.78,19.235
4211.0,4.61,35.664
4351.0,4.72,30.811
4107.0,4.51,36.137
4246.0,4.66,20.657
3479.0,4.91,31.554
4358.0,4.59,40.305
4251.0,4.45,15.581
3488.0,4.9,21.393
3915.0,4.72,21.393
4154.0,4.48,22.325
4029.0,4.54,31.256
4068.0,4.49,18.223
4209.0,4.6,42.022
3729.0,4.79,38.875
3831.0,4.74,28.639
3956.0,4.71,1.272
3560.0,4.86,54.159
3792.0,4.82,23.678
3992.0,4.39,13.984
3799.0,4.82,35.616
4081.0,4.49,36.268
4008.0,4.52,19.328
3997.0,4.7,13.805
4158.0,4.5,18.427
4188.0,4.61,33.006
3834.0,4.74,18.211
4157.0,4.58,31.746
4183.0,4.58,43.452
4284.0,4.58,2.375
4290.0,4.75,28.198
3833.0,4.74,18.486
3533.0,4.13,1.998
3951.0,4.7,39.109
4304.0,4.52,4.684
3934.0,4.72,29.975
3823.0,4.78,19.006
4167.0,4.49,14.029
3862.0,4.73,18.832
4268.0,4.7,32.643
3814.0,4.74,14.608
3904.0,4.73,20.627
4199.0,4.65,14.259
3511.0,4.85,7.45
4159.0,4.62,25.979
3945.0,4.73,32.941
4314.0,4.66,27.422
4304.0,4.59,36.525
3834.0,4.72,21.209
3553.0,4.12,43.989
3793.0,4.79,15.99
4356.0,4.44,13.387
4267.0,4.63,33.93
3644.0,4.85,44.56
3459.0,4.97,19.004
4396.0,4.42,25.446
3514.0,4.84,22.603
4166.0,4.47,13.362
3446.0,4.88,45.278
4241.0,4.52,37.446
3916.0,4.72,18.328
4050.0,4.52,25.264
4107.0,4.51,11.927
4289.0,4.5,16.865
3284.0,5.02,10.76
4388.0,4.55,32.418
4110.0,4.46,25.309
4049.0,4.32,19.941
4206.0,4.63,43.737
4327.0,4.62,31.085
3875.0,4.46,26.819
3494.0,4.9,17.547
3872.0,4.74,15.632
3721.0,4.8,25.838
3936.0,4.72,28.075
4207.0,4.53,33.238
4313.0,4.64,32.846
3365.0,4.96,45.166
3998.0,4.7,16.591
3626.0,4.83,51.657
3747.0,4.77,28.153
4397.0,4.47,1.216
4054.0,4.48,36.656
4120.0,4.42,13.27
4236.0,4.5,2.092
4167.0,4.63,24.878
3982.0,4.71,31.388
3321.0,4.99,7.305
4116.0,4.71,25.707
4142.0,4.55,16.371
4334.0,4.44,4.079
3356.0,4.95,41.677
3481.0,4.86,3.032
3766.0,4.79,25.168
4071.0,4.49,15.356
3642.0,4.87,14.64
3989.0,4.61,20.794
3419.0,4.91,36.753
3530.0,4.9,38.812
3540.0,4.89,32.683
4108.0,4.63,13.374
4312.0,4.5,18.183
4221.0,4.52,16.59
3291.0,5.02,41.603
4145.0,4.38,14.257
3577.0,4.85,43.894
4348.0,4.42,9.247
3724.0,4.81,24.012
4101.0,4.32,19.825
3876.0,4.77,13.226
3399.0,4.91,30.667
4220.0,4.69,39.892
4319.0,4.47,25.818
4152.0,4.42,29.823
4018.0,4.47,26.595
4017.0,4.47,8.553
4165.0,4.38,11.001
4022.0,4.27,12.83
3759.0,4.8,19.053
3807.0,4.49,29.848
4257.0,4.33,6.672
4219.0,4.47,41.049
4218.0,4.47,13.586
4188.0,4.55,11.204
4247.0,4.59,18.627
3903.0,4.73,17.669
4204.0,4.63,33.91
4244.0,4.71,27.08
4127.0,4.56,32.854
4186.0,4.52,14.431
4145.0,4.37,18.653
4045.0,4.47,41.189
4171.0,4.52,29.078
3944.0,4.73,0.515
4285.0,4.54,30.575
3945.0,4.72,18.093
4007.0,4.73,23.329
3703.0,4.79,16.76
3542.0,4.87,52.587
3777.0,4.76,15.447
4093.0,4.57,21.347
3945.0,4.72,31.392
4206.0,4.5,33.787
3715.0,4.81,37.909
3933.0,4.73,23.609
4074.0,4.57,34.606
3809.0,4.77,31.941
3927.0,4.72,33.801
3910.0,4.73,16.469
4038.0,4.5,34.463
3527.0,4.85,50.199
3323.0,4.99,2.206
4362.0,4.43,9.972
4319.0,4.58,11.533
4300.0,4.51,14.873
4052.0,4.48,32.469
3912.0,4.48,35.874
3681.0,4.83,28.983
4147.0,4.51,20.582
4097.0,4.59,12.482
3463.0,4.99,29.879
3559.0,4.9,19.957
4095.0,4.48,14.584
4050.0,4.51,39.696
3915.0,4.34,1.7
4246.0,4.62,23.133
4385.0,4.7,36.893
4018.0,4.38,34.499
4104.0,4.39,0.527
4149.0,4.32,4.561
3447.0,4.93,20.808
3699.0,4.86,28.38
4195.0,4.59,30.674
4213.0,4.57,23.812
3940.0,4.73,25.639
4255.0,4.56,14.48
4335.0,4.75,25.123
3937.0,4.72,30.984
4027.0,4.49,14.036
4072.0,4.59,38.211
4320.0,4.55,22.358
4369.0,4.76,18.591
4188.0,4.42,14.504
3975.0,4.71,38.186
3831.0,4.75,30.574
4118.0,4.5,27.537
3398.0,4.91,63.261
4187.0,4.57,15.984
4339.0,4.61,10.157
3756.0,4.79,20.908
4338.0,4.62,26.865
3511.0,4.9,10.922
3812.0,4.77,24.733
4389.0,4.62,33.943
4289.0,4.44,14.328
3706.0,4.81,23.294
4329.0,4.63,36.005
4031.0,4.54,31.382
4199.0,4.57,18.65
3913.0,4.73,39.017
4398.0,4.62,23.063
3778.0,4.77,25.125
4300.0,4.61,42.802
3812.0,4.74,40.29
3821.0,4.75,19.529
4125.0,4.53,27.363
4095.0,4.52,33.707
4093.0,4.45,19.81
4259.0,4.6,26.123
4366.0,4.7,9.793
4305.0,4.65,14.36
3681.0,4.82,25.789
3781.0,4.79,14.888
3839.0,4.77,16.092
4243.0,4.46,25.468
4324.0,4.59,24.739
4059.0,4.49,12.433
4102.0,4.44,31.777
3384.0,4.92,51.939
3874.0,4.53,31.037
4383.0,4.6,30.985
4286.0,4.54,20.322
3509.0,4.89,22.176
3836.0,4.58,23.874
3675.0,4.8,39.64
3364.0,4.95,8.916
4084.0,4.63,31.864
4220.0,4.54,28.865
3874.0,4.73,15.451
4105.0,4.32,37.639
3775.0,4.76,40.55
4072.0,4.43,15.069
4353.0,4.55,39.59
4344.0,4.53,2.989
3247.0,5.07,52.272
4235.0,4.53,22.776
4359.0,4.74,37.791
3383.0,4.92,0.917
4107.0,4.55,28.041
4304.0,4.6,34.362
4081.0,4.53,26.3
4275.0,4.63,21.204
4122.0,4.58,18.421
4167.0,4.42,31.799
4111.0,4.56,31.083
3995.0,4.7,15.769
4085.0,4.5,22.395
3759.0,4.78,15.369
4188.0,4.53,41.572
4216.0,4.67,19.45
3428.0,4.9,44.151
4263.0,4.53,12.639
3732.0,4.81,17.719
4032.0,4.45,18.594
4338.0,4.58,18.264
4306.0,4.66,26.823
4205.0,4.5,6.452
4372.0,4.62,19.449
3403.0,4.92,44.76
3510.0,4.05,41.316
4274.0,4.59,24.752
4188.0,4.44,14.051
4172.0,4.54,14.775
3915.0,4.38,4.204
4282.0,4.48,8.548
4365.0,4.69,20.399
4314.0,4.5,33.363
3968.0,4.31,37.409
3510.0,4.89,21.448
4331.0,4.71,24.004
3977.0,4.72,13.286
4267.0,4.53,22.308
3812.0,4.76,24.689
3585.0,4.87,10.661
3898.0,4.7,42.193
4211.0,4.55,15.382
4252.0,4.4,45.802
4114.0,4.58,20.009
3915.0,4.74,26.383
4343.0,4.44,3.206
4098.0,4.52,41.202
4114.0,4.5,17.91
4153.0,4.49,39.809
4036.0,4.59,37.425
4202.0,4.48,13.872
3931.0,4.71,14.82
4323.0,4.62,12.806
3832.0,4.74,19.103
4357.0,4.48,20.985
4299.0,4.7,17.895
4121.0,4.62,31.75
4103.0,4.58,12.049
3879.0,4.73,20.469
4063.0,4.71,40.43
3379.0,4.93,50.709
4107.0,4.58,35.201
4250.0,4.56,10.908
4105.0,4.62,9.682
4262.0,4.45,29.597
4124.0,4.38,25.401
4296.0,4.66,40.732
4392.0,4.76,22.124
3385.0,4.93,41.907
3613.0,4.83,18.065
3583.0,4.85,47.633
3741.0,4.78,19.243
4077.0,4.67,37.147
3960.0,4.72,32.57
4079.0,4.58,33.096
4381.0,4.73,29.598
4213.0,4.36,18.22
3938.0,4.72,24.282
4052.0,4.57,28.641
4398.0,4.57,16.398
4364.0,4.59,17.63
4160.0,4.51,34.957
3936.0,4.73,16.468
4190.0,4.63,25.945
3963.0,4.71,17.903
4191.0,4.59,31.09
3948.0,4.71,15.24
3778.0,4.81,27.304
4233.0,4.57,19.08
3691.0,4.83,40.537
3344.0,4.98,36.729
4068.0,4.56,30.305
3649.0,4.82,32.82
3682.0,4.82,14.147
4365.0,4.57,37.532
4246.0,4.66,11.421
4309.0,4.49,14.641
4323.0,4.49,16.449
4314.0,4.58,42.763
4352.0,4.42,10.061
4062.0,4.35,5.358
3539.0,4.88,24.949
4002.0,4.69,20.575
3982.0,4.71,37.096
4314.0,4.2,29.371
4143.0,4.59,11.286
4362.0,4.65,11.894
3946.0,4.48,31.37
4172.0,4.53,31.399
4100.0,4.47,23.959
3923.0,4.72,18.568
3759.0,4.84,27.718
4204.0,4.55,26.266
4091.0,4.59,25.92
4248.0,4.47,27.31
4196.0,4.63,17.917
3981.0,4.62,42.451
4310.0,4.63,19.69
4330.0,4.6,27.071
4223.0,4.59,31.832
3589.0,4.88,34.316
4267.0,4.63,13.017
4315.0,4.58,14.559
4063.0,4.57,12.482
4080.0,4.41,15.307
3834.0,4.74,4.992
3306.0,5.06,59.282
4265.0,4.55,34.136
4313.0,4.76,31.063
3648.0,4.82,28.901
3957.0,4.72,13.603
3946.0,4.73,36.364
3998.0,4.7,17.91
3969.0,4.71,24.225
3803.0,4.75,34.664
3939.0,4.7,41.24
3767.0,4.78,26.745
3437.0,4.98,37.743
3568.0,4.89,4.281
4144.0,4.57,33.466
3830.0,4.72,19.89
4268.0,4.62,32.065
4035.0,4.62,25.773
3829.0,4.77,25.83
3915.0,4.73,25.262
4045.0,4.55,1.884
4110.0,4.59,31.748
4368.0,4.33,20.115
3473.0,4.99,31.155
4225.0,4.54,29.43
4357.0,4.67,36.6
3692.0,4.81,20.241
3867.0,4.73,40.798
4394.0,4.65,14.356
3797.0,4.75,14.753
4087.0,4.57,22.512
4220.0,4.67,35.664
3298.0,5.02,40.508
4367.0,4.46,18.288
4319.0,4.5,26.879
3440.0,4.89,1.338
4360.0,4.61,25.509
4382.0,4.59,21.86
3949.0,4.69,39.616
3499.0,4.86,46.601
4203.0,4.61,39.163
4229.0,4.38,35.939
3716.0,4.78,36.813
4222.0,4.49,25.109
3958.0,4.71,31.589
3431.0,4.9,42.144
4227.0,4.63,25.878
4324.0,4.47,12.653
3925.0,4.72,24.664
3851.0,4.77,25.306
3952.0,4.74,23.727
4245.0,4.52,24.413
4007.0,4.51,1.777
4192.0,4.66,30.88
4111.0,4.51,35.882
4255.0,4.82,38.069
3453.0,5.0,35.734
4081.0,4.46,13.242
3661.0,4.91,16.479
3917.0,4.71,16.033
4127.0,4.48,12.332
3923.0,4.7,23.921
3888.0,4.73,10.993
4326.0,4.44,37.51
3574.0,4.85,31.288
4318.0,4.68,27.865
4270.0,4.53,32.043
4116.0,4.58,14.987
4273.0,4.72,26.718
3649.0,4.81,33.085
4278.0,4.5,19.388
3596.0,4.81,20.931
4152.0,4.65,42.471
3232.0,4.62,22.895
4234.0,4.47,33.392
3308.0,5.0,1.859
4329.0,4.47,39.549
4153.0,4.34,30.01
3736.0,4.79,17.621
4063.0,4.5,33.835
3770.0,4.78,15.504
4107.0,4.48,16.167
4259.0,4.59,33.648
4367.0,4.45,2.526
3638.0,4.84,18.594
3973.0,4.72,24.821
3945.0,4.73,14.614
4360.0,4.65,35.769
4210.0,4.49,25.435
4101.0,4.66,13.324
4373.0,4.75,20.261
3907.0,4.73,19.42
4181.0,4.48,14.391
4324.0,4.65,27.661
3884.0,4.75,39.624
4089.0,4.57,32.019
3976.0,4.71,14.182
4064.0,4.53,19.177
4312.0,4.76,19.662
4207.0,4.48,26.735
3677.0,4.59,17.931
3579.0,4.86,18.021
3779.0,4.77,17.146
3803.0,4.76,17.115
4051.0,4.5,43.131
4048.0,4.47,33.671
4303.0,4.52,13.323
3686.0,4.89,33.344
4154.0,4.68,31.67
4110.0,4.55,8.101
3240.0,5.07,45.819
4192.0,4.58,24.69
4117.0,4.41,32.302
3793.0,4.79,27.305
4316.0,4.48,26.882
4289.0,4.37,12.38
3583.0,4.9,36.646
4372.0,4.57,29.699
3677.0,4.82,31.9
4290.0,4.66,13.861
4349.0,4.37,5.741
4119.0,4.68,43.324
4116.0,4.55,12.786
4194.0,4.62,20.218
3539.0,4.18,2.842
4061.0,4.58,41.605
3834.0,4.81,29.431
4103.0,4.51,37.225
3798.0,4.75,20.459
4138.0,4.59,15.704
4246.0,4.56,28.624
4287.0,4.59,14.462
3765.0,4.8,35.521
4091.0,4.65,20.608
3936.0,4.71,28.053
3852.0,4.77,29.099
4207.0,4.6,32.442
3903.0,4.73,40.244
3710.0,4.81,21.377
3482.0,4.92,36.312
4328.0,4.72,11.965
4162.0,4.63,20.872
4165.0,4.46,14.016
4033.0,4.58,35.173
4070.0,4.57,15.725
4323.0,4.57,24.769
4286.0,4.49,30.688
3581.0,4.85,10.593
3942.0,4.73,21.575
3947.0,4.72,14.537
3683.0,4.42,37.341
3577.0,4.85,20.505
3765.0,4.82,3.464
4254.0,4.61,34.371
3468.0,4.91,65.341
4148.0,4.46,21.243
3855.0,4.74,2.165
4147.0,4.66,16.408
3410.0,4.96,36.505
3974.0,4.68,15.737
4227.0,4.53,13.707
4397.0,4.77,29.986
4311.0,4.65,13.842
3830.0,4.82,29.075
4103.0,4.49,13.059
3433.0,5.01,36.195
4340.0,4.53,27.102
4088.0,4.53,20.011
3919.0,4.73,23.478
3835.0,4.78,33.206
3748.0,4.83,19.903
3427.0,4.9,26.168
4193.0,4.66,40.14
3897.0,4.78,20.952
3282.0,5.16,23.751
3929.0,4.78,33.813
3289.0,5.08,37.835
3856.0,4.74,19.449
3684.0,4.8,21.943
4356.0,4.57,17.148
4294.0,4.54,16.831
4196.0,4.58,20.35
4358.0,4.63,20.971
3718.0,4.78,7.045
4091.0,4.5,17.498
3684.0,4.81,16.391
4268.0,4.51,13.996
3721.0,4.78,55.801
3399.0,4.91,42.646
3390.0,4.92,49.237
4342.0,4.49,12.785
4125.0,4.42,20.327
3685.0,4.84,29.567
3271.0,5.03,29.766
4200.0,4.82,14.106
4046.0,4.4,25.013
3420.0,4.9,49.157
3403.0,4.91,48.323
4074.0,4.27,1.366
3460.0,4.88,35.953
4262.0,4.67,11.946
4322.0,4.69,12.719
4394.0,4.61,12.992
4263.0,4.62,11.887
4306.0,4.6,29.685
4362.0,4.63,20.088
4262.0,4.65,19.233
3888.0,4.73,4.957
3868.0,4.77,34.504
3922.0,4.71,13.855
3766.0,4.82,35.033
4377.0,4.73,28.771
4100.0,4.55,33.592
4303.0,4.75,22.852
3810.0,4.82,18.877
4115.0,4.49,28.857
4296.0,4.73,14.746
4354.0,4.91,27.072
3622.0,4.82,56.43
4256.0,4.29,15.892
4167.0,4.53,25.541
4154.0,4.48,18.393
3670.0,4.83,14.847
4266.0,4.82,36.917
4082.0,4.56,27.514
4109.0,4.58,24.518
3792.0,4.77,18.972
3683.0,4.86,20.077
4125.0,4.53,27.795
4115.0,4.59,21.636
4301.0,4.62,11.903
3725.0,4.8,35.46
3631.0,4.86,21.229
4093.0,4.53,20.722
4118.0,4.54,12.917
3639.0,4.84,21.433
4116.0,4.56,20.023
4090.0,4.49,12.563
4247.0,4.73,45.885
4229.0,4.7,32.724
4237.0,4.71,24.406
3699.0,4.76,30.776
3685.0,4.82,18.176
3887.0,4.79,20.096
4154.0,4.59,40.162
3357.0,4.95,12.043
4393.0,4.61,24.557
3279.0,5.03,36.956
4027.0,4.52,16.087
3667.0,4.88,19.804
3826.0,4.76,24.198
3933.0,4.74,40.87
4302.0,4.67,37.322
3506.0,5.0,33.236
4313.0,4.62,33.036
3502.0,4.92,36.524
3711.0,4.75,43.879
3678.0,4.85,22.696
4291.0,4.56,2.928
3764.0,4.76,30.401
3381.0,4.93,53.461
3756.0,4.81,18.758
3801.0,4.73,24.301
4034.0,4.6,15.179
4271.0,4.6,44.561
4358.0,4.41,25.844
4068.0,4.48,33.418
4112.0,4.53,12.285
4184.0,4.74,32.958
3714.0,4.83,31.379
4317.0,4.62,26.982
4226.0,4.53,45.74
4203.0,4.68,17.954
4221.0,4.67,12.633
3670.0,4.83,40.15
3821.0,4.82,25.629
4104.0,4.59,21.038
4083.0,4.6,37.809
3841.0,4.74,17.207
3349.0,4.97,55.821
4111.0,4.59,31.136
3797.0,4.76,19.812
4318.0,4.92,23.533
4042.0,4.62,27.949
3803.0,4.75,38.71
4222.0,4.53,24.455
3484.0,4.87,60.044
4063.0,4.6,17.101
3326.0,4.98,0.684
4111.0,4.57,38.577
4191.0,4.64,31.009
4326.0,4.66,11.006
3358.0,5.01,43.023
4358.0,4.73,31.051
4348.0,4.41,17.766
4310.0,4.54,24.674
3972.0,4.72,34.047
4156.0,4.52,26.017
4198.0,4.62,33.216
3810.0,4.76,22.998
4256.0,4.75,40.998
3819.0,4.78,13.354
4091.0,4.59,31.021
3998.0,4.7,22.187
3998.0,4.69,23.337
3970.0,4.69,37.563
4229.0,4.65,39.256
3550.0,4.88,27.698
4354.0,4.75,37.448
4231.0,4.7,31.116
4118.0,4.62,29.013
4101.0,4.55,27.251
4090.0,4.53,15.229
4234.0,4.74,26.53
3568.0,4.28,31.458
3567.0,4.91,11.17
4341.0,4.55,23.001
4189.0,4.64,36.05
4251.0,4.59,34.413
4033.0,4.55,19.958
3748.0,4.77,31.181
4330.0,4.36,12.548
4103.0,4.43,26.886
3555.0,4.82,26.065
3829.0,4.79,24.468
4211.0,4.53,0.304
4165.0,4.58,12.012
4300.0,4.49,35.096
3749.0,4.81,18.976
3556.0,4.88,26.791
4213.0,4.64,30.851
4286.0,4.5,4.636
4213.0,4.54,21.045
4154.0,4.68,31.032
4081.0,4.51,13.69
4318.0,4.58,35.331
4264.0,4.62,40.971
4308.0,4.55,30.976
4081.0,4.45,34.916
4205.0,4.55,32.92
3584.0,4.87,42.579
3956.0,4.71,26.821
4283.0,4.6,25.884
4100.0,4.6,11.257
4369.0,4.58,35.79
3766.0,4.75,9.699
3962.0,4.7,35.085
3689.0,4.81,36.975
3832.0,4.55,28.048
4034.0,4.38,27.102
4104.0,4.51,15.271
3837.0,4.72,20.938
4350.0,4.55,19.063
4084.0,4.4,12.589
3986.0,4.72,34.331
4310.0,4.37,38.589
4098.0,4.46,29.609
4323.0,4.66,14.869
4300.0,4.39,28.025
3525.0,4.88,21.294
3542.0,4.84,34.59
4379.0,4.74,18.319
4319.0,4.75,30.914
3764.0,4.78,19.022
4247.0,4.56,29.587
3422.0,4.95,30.263
4361.0,4.74,12.979
4201.0,4.54,28.635
3911.0,4.5,29.528
4136.0,4.5,13.826
4404.0,4.53,13.404
4106.0,4.56,33.261
4314.0,4.66,24.913
3762.0,4.78,37.753
4194.0,4.62,12.735
4216.0,4.72,32.316
4215.0,4.58,23.405
4283.0,4.67,13.307
4250.0,4.5,32.311
3959.0,4.71,16.73
3886.0,4.73,14.799
4385.0,4.51,20.53
3621.0,4.8,41.656
4143.0,4.58,15.086
4197.0,4.58,19.25
3565.0,4.86,32.391
4304.0,4.62,15.281
4165.0,4.74,16.607
4225.0,4.54,45.952
3755.0,4.81,13.84
3492.0,4.86,43.869
4271.0,4.57,33.104
4193.0,4.55,11.982
4119.0,4.44,27.271
3491.0,4.9,38.158
4306.0,4.36,37.649
4329.0,4.72,27.437
4133.0,4.61,28.792
3995.0,4.71,15.544
4307.0,4.41,27.114
3811.0,4.76,35.543
3315.0,5.08,1.226
4070.0,4.63,24.339
3550.0,4.96,19.501
4365.0,4.42,22.547
4049.0,4.55,37.096
3460.0,4.88,51.264
3368.0,4.94,43.125
4213.0,4.59,29.067
4259.0,4.66,13.297
4307.0,4.53,35.921
3461.0,5.04,21.464
4352.0,4.57,17.902
3855.0,4.75,24.239
3523.0,4.91,3.703
4215.0,4.55,40.219
3339.0,4.96,49.917
3578.0,4.91,17.953
4357.0,4.48,10.76
4301.0,4.53,32.153
3685.0,4.82,29.049
4107.0,4.47,28.891
3798.0,4.75,2.687
3686.0,4.82,26.371
4359.0,4.61,38.952
4312.0,4.53,22.113
3682.0,4.84,35.78
4112.0,4.53,45.238
4124.0,4.73,21.003
4065.0,4.42,18.046
4250.0,4.6,18.83
3475.0,4.94,41.477
4321.0,4.59,20.701
4289.0,4.31,13.526
4304.0,4.56,18.435
4358.0,4.65,16.479
4154.0,4.49,41.699
4121.0,4.36,20.647
4318.0,4.5,11.144
4217.0,4.56,27.934
4316.0,4.64,23.912
4359.0,4.6,17.098
4363.0,4.29,27.478
4322.0,4.47,17.758
3403.0,4.92,22.084
3856.0,4.74,14.755
3759.0,4.74,0.424
4172.0,4.49,12.317
3907.0,4.74,14.924
4335.0,4.67,5.536
3977.0,4.72,28.003
4201.0,4.62,41.879
4312.0,4.67,21.662
4262.0,4.48,31.746
4246.0,4.47,29.461
4326.0,4.67,17.475
4334.0,4.45,1.165
4341.0,4.6,1.373
4264.0,4.54,46.433
4349.0,4.63,21.55
3953.0,4.72,13.855
4363.0,4.58,22.23
4338.0,4.77,19.505
4235.0,4.58,12.357
4382.0,4.57,36.382
3960.0,4.71,20.893
3989.0,4.7,34.77
3939.0,4.71,43.451
3922.0,4.72,27.727
4336.0,4.69,14.932
4070.0,4.38,24.509
3515.0,4.13,54.624
4140.0,4.55,15.02
4150.0,4.52,13.832
4375.0,4.57,32.287
4040.0,4.46,14.346
3952.0,4.72,14.349
3994.0,4.7,19.625
4367.0,4.47,26.333
4083.0,4.48,33.707
4246.0,4.59,29.029
4166.0,4.58,41.941
4368.0,4.46,4.514
3985.0,4.7,8.901
3763.0,4.85,19.067
3389.0,4.92,37.0
4364.0,4.52,28.272
4400.0,4.54,24.22
4105.0,4.56,26.039
3994.0,4.7,22.499
3976.0,4.43,0.337
4142.0,4.52,38.291
4382.0,4.43,37.303
3903.0,4.72,23.462
4364.0,4.63,19.567
3413.0,4.99,2.08
3400.0,4.92,5.636
3929.0,4.73,15.697
4348.0,4.5,7.427
4205.0,4.5,27.266
3944.0,4.48,39.082
4324.0,4.57,28.342
3621.0,4.83,5.972
4294.0,4.58,32.592
4103.0,4.56,15.642
4298.0,4.74,27.643
4103.0,4.41,13.609
3442.0,4.94,28.712
3748.0,4.77,40.471
3553.0,4.86,19.415
4377.0,4.58,12.031
4262.0,4.64,13.046
4194.0,4.75,34.293
3880.0,4.57,12.304
4321.0,4.72,14.894
4277.0,4.67,29.02
3767.0,4.8,25.975
3528.0,4.93,13.63
4307.0,4.56,14.496
4307.0,4.74,18.783
3692.0,4.79,28.827
4114.0,4.63,42.117
3923.0,4.72,21.772
3800.0,4.77,33.786
3527.0,4.92,11.252
3929.0,4.72,27.551
4224.0,4.53,15.781
4123.0,4.58,32.03
3626.0,4.86,17.957
3518.0,4.85,42.346
4005.0,4.58,16.238
3953.0,4.73,22.371
3499.0,4.97,20.837
4285.0,4.42,14.853
3610.0,4.84,41.209
4298.0,4.58,12.489
4132.0,4.66,28.352
3721.0,4.82,20.655
3755.0,4.77,29.648
3437.0,4.89,16.72
3940.0,4.5,22.928
4092.0,4.49,26.892
3672.0,4.8,21.757
3656.0,4.87,43.495
4200.0,4.56,20.473
3322.0,5.05,2.076
4163.0,4.61,28.828
4195.0,4.62,10.839
4289.0,4.58,15.702
4087.0,4.48,22.893
4049.0,4.54,20.909
4184.0,4.65,22.759
3957.0,4.7,18.791
3611.0,4.89,38.026
3369.0,4.95,5.167
4223.0,4.56,21.197
4032.0,4.5,17.043
4385.0,4.71,21.356
4358.0,4.52,26.308
4171.0,4.64,43.432
4251.0,4.63,25.997
3880.0,4.74,16.927
3968.0,4.72,38.532
3943.0,4.7,17.167
3694.0,4.81,19.279
4350.0,4.43,25.819
3554.0,4.82,40.153
4260.0,4.48,35.919
3666.0,4.8,19.872
3928.0,4.73,26.225
3523.0,4.9,47.694
3775.0,4.8,24.209
3672.0,4.8,20.408
4299.0,4.49,18.043
3689.0,4.82,35.601
3781.0,4.75,13.803
3916.0,4.73,17.248
4193.0,4.59,36.536
4108.0,4.52,13.745
3570.0,4.85,45.098
4110.0,4.56,29.913
4312.0,4.5,24.518
4304.0,4.53,19.876
4389.0,4.57,4.059
3431.0,4.95,29.766
4085.0,4.45,15.301
3729.0,4.78,28.08
3739.0,4.77,22.079
4151.0,4.53,23.431
3967.0,4.71,22.509
4127.0,4.58,20.978
3865.0,4.72,30.863
4310.0,4.61,32.047
4335.0,4.49,20.096
3845.0,4.77,14.262
3981.0,4.7,14.554
4161.0,4.41,13.635
3442.0,4.88,41.553
3773.0,4.78,30.994
4080.0,4.57,14.067
3973.0,4.72,39.905
3749.0,4.78,35.083
3704.0,4.89,17.344
4306.0,4.6,18.656
4236.0,4.47,12.379
3935.0,4.72,33.93
4316.0,4.59,26.439
4315.0,4.68,30.428
3485.0,5.02,19.013
3528.0,4.17,56.53
3516.0,4.04,33.113
3608.0,4.86,16.132
4126.0,4.51,26.926
3981.0,4.7,35.851
4368.0,4.61,20.689
4294.0,4.64,28.434
4321.0,4.56,11.831
4230.0,4.39,37.486
3807.0,4.75,33.088
4394.0,4.53,25.099
3783.0,4.78,33.54
3466.0,4.92,42.848
4289.0,4.58,41.889
3920.0,4.72,23.246
3645.0,4.84,21.588
4254.0,4.39,20.887
4191.0,4.58,17.482
4274.0,4.65,30.296
3303.0,5.01,52.153
3600.0,4.87,29.589
3911.0,4.72,15.452
4358.0,4.58,23.859
3982.0,4.72,23.942
3657.0,4.81,27.071
4316.0,4.67,22.527
3755.0,4.83,38.342
4123.0,4.6,26.356
3349.0,4.97,44.731
3592.0,4.87,26.853
3929.0,4.72,29.835
3748.0,4.78,20.615
3790.0,4.75,15.116
4260.0,4.63,31.253
3557.0,4.86,36.523
4279.0,4.7,41.266
4322.0,4.7,19.102
3341.0,4.98,43.35
4151.0,4.4,36.607
3418.0,4.92,47.495
4274.0,4.45,22.603
4083.0,4.46,23.182
4130.0,4.57,1.295
4067.0,4.63,33.345
3542.0,4.88,31.091
4264.0,4.61,29.36
3764.0,4.78,16.387
3639.0,4.84,31.033
3391.0,4.99,37.769
3629.0,4.86,20.724
3649.0,4.29,44.111
3355.0,4.95,53.439
4089.0,4.54,23.393
3866.0,4.53,26.749
4388.0,4.33,1.741
4095.0,4.42,44.593
3993.0,4.69,11.549
3757.0,4.79,19.108
4311.0,4.38,36.694
4129.0,4.55,31.622
3403.0,4.91,39.424
3447.0,4.88,42.959
3649.0,4.84,35.106
4372.0,4.5,21.69
3937.0,4.72,22.386
4389.0,4.64,19.115
3804.0,4.72,33.119
4370.0,4.66,33.519
4179.0,4.44,28.678
4395.0,4.55,17.982
3670.0,4.85,19.793
4186.0,4.34,34.177
4385.0,4.47,32.939
4344.0,4.41,8.544
3852.0,4.74,30.625
4300.0,4.48,19.774
3311.0,5.0,3.492
4115.0,4.57,16.604
3757.0,4.78,46.68
4318.0,4.58,22.259
3541.0,4.13,33.337
4358.0,4.39,37.228
3692.0,4.79,30.738
4083.0,4.62,38.966
4094.0,4.51,36.517
4335.0,4.39,11.91
3801.0,4.77,23.886
3901.0,4.73,16.806
4269.0,4.71,17.876
3549.0,4.87,42.535
3912.0,4.73,13.587
4154.0,4.53,44.116
3924.0,4.71,13.517
4146.0,4.61,38.922
4260.0,4.65,14.333
3841.0,4.79,33.138
4255.0,4.5,16.707
