#      CDF      prot
#             (days)
    0.0051      0.26
    0.0152      1.44
    0.0252      2.56
    0.0353      3.64
    0.0453      4.75
    0.0554      5.90
    0.0654      7.15
    0.0755      8.54
    0.0855     10.09
    0.0956     11.77
    0.1056     13.43
    0.1157     14.94
    0.1257     16.28
    0.1358     17.48
    0.1458     18.56
    0.1559     19.57
    0.1659     20.51
    0.1760     21.41
    0.1860     22.26
    0.1961     23.08
    0.2061     23.87
    0.2162     24.63
    0.2262     25.37
    0.2363     26.08
    0.2463     26.76
    0.2564     27.41
    0.2664     28.04
    0.2765     28.64
    0.2865     29.23
    0.2966     29.79
    0.3066     30.33
    0.3167     30.85
    0.3267     31.36
    0.3368     31.85
    0.3468     32.32
    0.3569     32.78
    0.3669     33.23
    0.3770     33.66
    0.3870     34.09
    0.3971     34.50
    0.4071     34.91
    0.4172     35.30
    0.4272     35.69
    0.4373     36.06
    0.4473     36.44
    0.4573     36.80
    0.4674     37.16
    0.4774     37.51
    0.4875     37.85
    0.4975     38.19
    0.5076     38.53
    0.5176     38.86
    0.5277     39.18
    0.5377     39.51
    0.5478     39.83
    0.5578     40.14
    0.5679     40.46
    0.5779     40.77
    0.5880     41.08
    0.5980     41.39
    0.6081     41.69
    0.6181     42.00
    0.6282     42.30
    0.6382     42.61
    0.6483     42.91
    0.6583     43.22
    0.6684     43.52
    0.6784     43.83
    0.6885     44.13
    0.6985     44.44
    0.7086     44.76
    0.7186     45.07
    0.7287     45.39
    0.7387     45.71
    0.7488     46.03
    0.7588     46.36
    0.7689     46.70
    0.7789     47.04
    0.7890     47.39
    0.7990     47.75
    0.8091     48.11
    0.8191     48.49
    0.8292     48.88
    0.8392     49.28
    0.8493     49.69
    0.8593     50.13
    0.8694     50.58
    0.8794     51.05
    0.8895     51.56
    0.8995     52.09
    0.9096     52.66
    0.9196     53.28
    0.9297     53.96
    0.9397     54.71
    0.9498     55.56
    0.9598     56.54
    0.9699     57.72
    0.9799     59.22
    0.9900     61.34
    1.0000     65.34
