#      CDF      prot
#             (days)
    0.0042      0.22
    0.0143      1.61
    0.0243      2.93
    0.0344      4.26
    0.0445      5.52
    0.0545      6.56
    0.0646      7.40
    0.0746      8.10
    0.0847      8.70
    0.0948      9.24
    0.1048      9.72
    0.1149     10.18
    0.1249     10.60
    0.1350     11.01
    0.1450     11.40
    0.1551     11.77
    0.1652     12.14
    0.1752     12.50
    0.1853     12.86
    0.1953     13.22
    0.2054     13.57
    0.2155     13.91
    0.2255     14.26
    0.2356     14.61
    0.2456     14.95
    0.2557     15.30
    0.2657     15.65
    0.2758     15.99
    0.2859     16.34
    0.2959     16.68
    0.3060     17.03
    0.3160     17.37
    0.3261     17.72
    0.3362     18.07
    0.3462     18.41
    0.3563     18.75
    0.3663     19.10
    0.3764     19.44
    0.3864     19.78
    0.3965     20.11
    0.4066     20.44
    0.4166     20.77
    0.4267     21.10
    0.4367     21.42
    0.4468     21.74
    0.4569     22.05
    0.4669     22.36
    0.4770     22.66
    0.4870     22.96
    0.4971     23.26
    0.5071     23.55
    0.5172     23.84
    0.5273     24.13
    0.5373     24.41
    0.5474     24.70
    0.5574     24.98
    0.5675     25.26
    0.5776     25.54
    0.5876     25.82
    0.5977     26.10
    0.6077     26.38
    0.6178     26.66
    0.6278     26.94
    0.6379     27.22
    0.6480     27.50
    0.6580     27.79
    0.6681     28.08
    0.6781     28.37
    0.6882     28.66
    0.6983     28.95
    0.7083     29.25
    0.7184     29.54
    0.7284     29.84
    0.7385     30.15
    0.7485     30.45
    0.7586     30.76
    0.7687     31.07
    0.7787     31.39
    0.7888     31.71
    0.7988     32.04
    0.8089     32.37
    0.8190     32.72
    0.8290     33.07
    0.8391     33.43
    0.8491     33.80
    0.8592     34.18
    0.8692     34.58
    0.8793     34.99
    0.8894     35.43
    0.8994     35.89
    0.9095     36.38
    0.9195     36.90
    0.9296     37.47
    0.9397     38.10
    0.9497     38.81
    0.9598     39.65
    0.9698     40.69
    0.9799     42.11
    0.9899     44.48
    1.0000     66.62
