#      CDF      prot
#             (days)
    0.0072      0.62
    0.0172      1.38
    0.0272      2.13
    0.0373      2.85
    0.0473      3.57
    0.0573      4.29
    0.0674      5.00
    0.0774      5.72
    0.0874      6.44
    0.0974      7.18
    0.1075      7.93
    0.1175      8.70
    0.1275      9.49
    0.1376     10.30
    0.1476     11.12
    0.1576     11.97
    0.1676     12.84
    0.1777     13.71
    0.1877     14.59
    0.1977     15.47
    0.2078     16.34
    0.2178     17.20
    0.2278     18.03
    0.2378     18.84
    0.2479     19.62
    0.2579     20.37
    0.2679     21.10
    0.2780     21.80
    0.2880     22.47
    0.2980     23.11
    0.3080     23.73
    0.3181     24.33
    0.3281     24.91
    0.3381     25.47
    0.3481     26.01
    0.3582     26.54
    0.3682     27.05
    0.3782     27.54
    0.3883     28.03
    0.3983     28.50
    0.4083     28.96
    0.4183     29.41
    0.4284     29.86
    0.4384     30.29
    0.4484     30.72
    0.4585     31.14
    0.4685     31.55
    0.4785     31.96
    0.4885     32.36
    0.4986     32.76
    0.5086     33.16
    0.5186     33.55
    0.5287     33.93
    0.5387     34.32
    0.5487     34.70
    0.5587     35.08
    0.5688     35.45
    0.5788     35.83
    0.5888     36.20
    0.5989     36.57
    0.6089     36.95
    0.6189     37.32
    0.6289     37.69
    0.6390     38.06
    0.6490     38.43
    0.6590     38.81
    0.6691     39.18
    0.6791     39.56
    0.6891     39.93
    0.6991     40.31
    0.7092     40.69
    0.7192     41.08
    0.7292     41.46
    0.7393     41.85
    0.7493     42.25
    0.7593     42.65
    0.7693     43.05
    0.7794     43.46
    0.7894     43.87
    0.7994     44.29
    0.8095     44.72
    0.8195     45.15
    0.8295     45.60
    0.8395     46.05
    0.8496     46.51
    0.8596     46.99
    0.8696     47.48
    0.8797     47.98
    0.8897     48.50
    0.8997     49.04
    0.9097     49.60
    0.9198     50.18
    0.9298     50.79
    0.9398     51.44
    0.9499     52.12
    0.9599     52.85
    0.9699     53.64
    0.9799     54.50
    0.9900     55.45
    1.0000     56.53
