#      CDF      prot
#             (days)
    0.0062      0.22
    0.0162      1.09
    0.0262      1.83
    0.0363      2.47
    0.0463      3.05
    0.0564      3.57
    0.0664      4.06
    0.0764      4.50
    0.0865      4.92
    0.0965      5.31
    0.1066      5.68
    0.1166      6.03
    0.1266      6.37
    0.1367      6.69
    0.1467      7.01
    0.1567      7.32
    0.1668      7.62
    0.1768      7.91
    0.1869      8.21
    0.1969      8.49
    0.2069      8.78
    0.2170      9.06
    0.2270      9.35
    0.2371      9.63
    0.2471      9.91
    0.2571     10.20
    0.2672     10.48
    0.2772     10.77
    0.2873     11.05
    0.2973     11.34
    0.3073     11.62
    0.3174     11.91
    0.3274     12.20
    0.3374     12.49
    0.3475     12.78
    0.3575     13.07
    0.3676     13.35
    0.3776     13.64
    0.3876     13.93
    0.3977     14.21
    0.4077     14.49
    0.4178     14.78
    0.4278     15.06
    0.4378     15.34
    0.4479     15.62
    0.4579     15.90
    0.4679     16.17
    0.4780     16.45
    0.4880     16.73
    0.4981     17.00
    0.5081     17.28
    0.5181     17.55
    0.5282     17.83
    0.5382     18.10
    0.5483     18.37
    0.5583     18.64
    0.5683     18.91
    0.5784     19.18
    0.5884     19.45
    0.5985     19.71
    0.6085     19.97
    0.6185     20.23
    0.6286     20.49
    0.6386     20.75
    0.6486     21.01
    0.6587     21.27
    0.6687     21.52
    0.6788     21.78
    0.6888     22.03
    0.6988     22.29
    0.7089     22.55
    0.7189     22.80
    0.7290     23.06
    0.7390     23.32
    0.7490     23.59
    0.7591     23.85
    0.7691     24.12
    0.7791     24.40
    0.7892     24.67
    0.7992     24.95
    0.8093     25.24
    0.8193     25.54
    0.8293     25.84
    0.8394     26.15
    0.8494     26.47
    0.8595     26.80
    0.8695     27.15
    0.8795     27.52
    0.8896     27.92
    0.8996     28.34
    0.9097     28.81
    0.9197     29.33
    0.9297     29.94
    0.9398     30.68
    0.9498     31.66
    0.9598     33.16
    0.9699     36.31
    0.9799     43.26
    0.9900     50.88
    1.0000     66.68
