#      CDF      prot
#             (days)
    0.0047      4.84
    0.0147      5.39
    0.0248      5.86
    0.0348      6.29
    0.0449      6.68
    0.0549      7.04
    0.0650      7.38
    0.0751      7.70
    0.0851      8.01
    0.0952      8.30
    0.1052      8.59
    0.1153      8.86
    0.1253      9.12
    0.1354      9.38
    0.1454      9.64
    0.1555      9.88
    0.1655     10.13
    0.1756     10.37
    0.1856     10.60
    0.1957     10.84
    0.2058     11.07
    0.2158     11.30
    0.2259     11.53
    0.2359     11.75
    0.2460     11.98
    0.2560     12.20
    0.2661     12.43
    0.2761     12.65
    0.2862     12.87
    0.2962     13.09
    0.3063     13.32
    0.3163     13.54
    0.3264     13.76
    0.3365     13.98
    0.3465     14.20
    0.3566     14.43
    0.3666     14.65
    0.3767     14.87
    0.3867     15.10
    0.3968     15.32
    0.4068     15.55
    0.4169     15.77
    0.4269     15.99
    0.4370     16.22
    0.4470     16.44
    0.4571     16.66
    0.4672     16.89
    0.4772     17.11
    0.4873     17.33
    0.4973     17.55
    0.5074     17.77
    0.5174     17.99
    0.5275     18.21
    0.5375     18.43
    0.5476     18.65
    0.5576     18.86
    0.5677     19.08
    0.5777     19.29
    0.5878     19.51
    0.5978     19.72
    0.6079     19.93
    0.6180     20.15
    0.6280     20.36
    0.6381     20.57
    0.6481     20.78
    0.6582     21.00
    0.6682     21.21
    0.6783     21.42
    0.6883     21.64
    0.6984     21.85
    0.7084     22.07
    0.7185     22.29
    0.7285     22.51
    0.7386     22.73
    0.7487     22.95
    0.7587     23.18
    0.7688     23.41
    0.7788     23.65
    0.7889     23.88
    0.7989     24.12
    0.8090     24.37
    0.8190     24.62
    0.8291     24.88
    0.8391     25.15
    0.8492     25.42
    0.8592     25.70
    0.8693     26.00
    0.8794     26.30
    0.8894     26.62
    0.8995     26.96
    0.9095     27.32
    0.9196     27.70
    0.9296     28.11
    0.9397     28.57
    0.9497     29.07
    0.9598     29.64
    0.9698     30.29
    0.9799     31.09
    0.9899     32.09
    1.0000     33.48
