#      CDF      prot
#             (days)
    0.0089      0.24
    0.0189      0.91
    0.0290      1.52
    0.0390      2.08
    0.0490      2.61
    0.0590      3.11
    0.0690      3.59
    0.0790      4.04
    0.0890      4.48
    0.0990      4.90
    0.1090      5.31
    0.1191      5.71
    0.1291      6.10
    0.1391      6.48
    0.1491      6.86
    0.1591      7.23
    0.1691      7.59
    0.1791      7.96
    0.1891      8.31
    0.1991      8.67
    0.2092      9.02
    0.2192      9.37
    0.2292      9.72
    0.2392     10.07
    0.2492     10.42
    0.2592     10.76
    0.2692     11.11
    0.2792     11.46
    0.2892     11.81
    0.2992     12.16
    0.3093     12.51
    0.3193     12.86
    0.3293     13.22
    0.3393     13.57
    0.3493     13.93
    0.3593     14.29
    0.3693     14.65
    0.3793     15.02
    0.3893     15.39
    0.3994     15.75
    0.4094     16.13
    0.4194     16.50
    0.4294     16.87
    0.4394     17.25
    0.4494     17.63
    0.4594     18.01
    0.4694     18.40
    0.4794     18.79
    0.4895     19.17
    0.4995     19.56
    0.5095     19.96
    0.5195     20.35
    0.5295     20.75
    0.5395     21.15
    0.5495     21.56
    0.5595     21.96
    0.5695     22.37
    0.5795     22.79
    0.5896     23.21
    0.5996     23.63
    0.6096     24.06
    0.6196     24.50
    0.6296     24.94
    0.6396     25.40
    0.6496     25.86
    0.6596     26.33
    0.6696     26.81
    0.6797     27.31
    0.6897     27.81
    0.6997     28.34
    0.7097     28.88
    0.7197     29.44
    0.7297     30.02
    0.7397     30.62
    0.7497     31.25
    0.7597     31.89
    0.7698     32.57
    0.7798     33.27
    0.7898     33.99
    0.7998     34.75
    0.8098     35.53
    0.8198     36.34
    0.8298     37.18
    0.8398     38.05
    0.8498     38.96
    0.8598     39.91
    0.8699     40.92
    0.8799     42.00
    0.8899     43.16
    0.8999     44.43
    0.9099     45.82
    0.9199     47.36
    0.9299     49.05
    0.9399     50.87
    0.9499     52.79
    0.9600     54.80
    0.9700     56.94
    0.9800     59.30
    0.9900     62.09
    1.0000     65.81
