#      CDF      prot
#             (days)
    0.0040      0.20
    0.0141      1.40
    0.0241      2.50
    0.0342      3.58
    0.0443      4.56
    0.0543      5.40
    0.0644      6.11
    0.0744      6.71
    0.0845      7.24
    0.0946      7.72
    0.1046      8.16
    0.1147      8.56
    0.1247      8.95
    0.1348      9.31
    0.1449      9.66
    0.1549     10.00
    0.1650     10.33
    0.1751     10.66
    0.1851     10.98
    0.1952     11.30
    0.2052     11.62
    0.2153     11.94
    0.2254     12.26
    0.2354     12.58
    0.2455     12.90
    0.2555     13.23
    0.2656     13.56
    0.2757     13.89
    0.2857     14.23
    0.2958     14.56
    0.3058     14.90
    0.3159     15.24
    0.3260     15.58
    0.3360     15.92
    0.3461     16.26
    0.3561     16.59
    0.3662     16.91
    0.3763     17.23
    0.3863     17.55
    0.3964     17.85
    0.4064     18.15
    0.4165     18.43
    0.4266     18.71
    0.4366     18.99
    0.4467     19.25
    0.4567     19.51
    0.4668     19.77
    0.4769     20.01
    0.4869     20.26
    0.4970     20.50
    0.5070     20.74
    0.5171     20.97
    0.5272     21.20
    0.5372     21.43
    0.5473     21.66
    0.5573     21.89
    0.5674     22.12
    0.5775     22.35
    0.5875     22.57
    0.5976     22.80
    0.6076     23.04
    0.6177     23.27
    0.6278     23.50
    0.6378     23.74
    0.6479     23.98
    0.6579     24.22
    0.6680     24.46
    0.6781     24.71
    0.6881     24.96
    0.6982     25.21
    0.7082     25.47
    0.7183     25.73
    0.7284     25.99
    0.7384     26.25
    0.7485     26.52
    0.7586     26.79
    0.7686     27.06
    0.7787     27.33
    0.7887     27.60
    0.7988     27.88
    0.8089     28.16
    0.8189     28.44
    0.8290     28.72
    0.8390     29.01
    0.8491     29.30
    0.8592     29.60
    0.8692     29.90
    0.8793     30.20
    0.8893     30.52
    0.8994     30.85
    0.9095     31.19
    0.9195     31.55
    0.9296     31.94
    0.9396     32.37
    0.9497     32.85
    0.9598     33.42
    0.9698     34.13
    0.9799     35.14
    0.9899     37.08
    1.0000     57.75
