#      CDF      prot
#             (days)
    0.0024      0.21
    0.0125      2.11
    0.0226      3.74
    0.0327      5.16
    0.0427      6.21
    0.0528      7.01
    0.0629      7.66
    0.0730      8.22
    0.0830      8.72
    0.0931      9.17
    0.1032      9.60
    0.1133     10.00
    0.1234     10.38
    0.1334     10.75
    0.1435     11.11
    0.1536     11.47
    0.1637     11.82
    0.1737     12.16
    0.1838     12.51
    0.1939     12.85
    0.2040     13.20
    0.2140     13.54
    0.2241     13.89
    0.2342     14.23
    0.2443     14.58
    0.2543     14.92
    0.2644     15.27
    0.2745     15.62
    0.2846     15.97
    0.2947     16.32
    0.3047     16.66
    0.3148     17.01
    0.3249     17.36
    0.3350     17.70
    0.3450     18.04
    0.3551     18.38
    0.3652     18.72
    0.3753     19.05
    0.3853     19.37
    0.3954     19.70
    0.4055     20.02
    0.4156     20.33
    0.4256     20.64
    0.4357     20.94
    0.4458     21.25
    0.4559     21.55
    0.4660     21.84
    0.4760     22.13
    0.4861     22.42
    0.4962     22.71
    0.5063     23.00
    0.5163     23.28
    0.5264     23.56
    0.5365     23.84
    0.5466     24.11
    0.5566     24.38
    0.5667     24.65
    0.5768     24.92
    0.5869     25.18
    0.5969     25.45
    0.6070     25.71
    0.6171     25.96
    0.6272     26.22
    0.6372     26.48
    0.6473     26.73
    0.6574     26.98
    0.6675     27.23
    0.6776     27.49
    0.6876     27.74
    0.6977     27.99
    0.7078     28.25
    0.7179     28.50
    0.7279     28.76
    0.7380     29.02
    0.7481     29.28
    0.7582     29.54
    0.7682     29.81
    0.7783     30.08
    0.7884     30.35
    0.7985     30.62
    0.8085     30.90
    0.8186     31.19
    0.8287     31.47
    0.8388     31.77
    0.8489     32.07
    0.8589     32.37
    0.8690     32.69
    0.8791     33.02
    0.8892     33.36
    0.8992     33.71
    0.9093     34.08
    0.9194     34.48
    0.9295     34.91
    0.9395     35.39
    0.9496     35.92
    0.9597     36.53
    0.9698     37.28
    0.9798     38.27
    0.9899     39.85
    1.0000     61.13
