#      CDF      prot
#             (days)
    0.0401      0.29
    0.0498      0.39
    0.0595      0.48
    0.0692      0.58
    0.0789      0.66
    0.0886      0.75
    0.0983      0.83
    0.1080      0.92
    0.1177      1.00
    0.1274      1.07
    0.1371      1.15
    0.1468      1.23
    0.1565      1.30
    0.1662      1.37
    0.1758      1.44
    0.1855      1.51
    0.1952      1.58
    0.2049      1.65
    0.2146      1.72
    0.2243      1.79
    0.2340      1.86
    0.2437      1.92
    0.2534      1.99
    0.2631      2.05
    0.2728      2.12
    0.2825      2.18
    0.2922      2.25
    0.3019      2.31
    0.3116      2.38
    0.3213      2.44
    0.3310      2.51
    0.3407      2.57
    0.3504      2.64
    0.3601      2.70
    0.3698      2.76
    0.3795      2.83
    0.3892      2.89
    0.3989      2.96
    0.4086      3.02
    0.4182      3.09
    0.4279      3.15
    0.4376      3.22
    0.4473      3.28
    0.4570      3.35
    0.4667      3.42
    0.4764      3.48
    0.4861      3.55
    0.4958      3.62
    0.5055      3.69
    0.5152      3.76
    0.5249      3.83
    0.5346      3.90
    0.5443      3.97
    0.5540      4.04
    0.5637      4.11
    0.5734      4.19
    0.5831      4.26
    0.5928      4.34
    0.6025      4.42
    0.6122      4.50
    0.6219      4.58
    0.6316      4.66
    0.6413      4.74
    0.6509      4.82
    0.6606      4.91
    0.6703      5.00
    0.6800      5.09
    0.6897      5.18
    0.6994      5.28
    0.7091      5.38
    0.7188      5.48
    0.7285      5.58
    0.7382      5.69
    0.7479      5.80
    0.7576      5.92
    0.7673      6.04
    0.7770      6.17
    0.7867      6.30
    0.7964      6.44
    0.8061      6.59
    0.8158      6.75
    0.8255      6.92
    0.8352      7.11
    0.8449      7.31
    0.8546      7.53
    0.8643      7.78
    0.8740      8.06
    0.8836      8.39
    0.8933      8.78
    0.9030      9.26
    0.9127      9.85
    0.9224     10.57
    0.9321     11.36
    0.9418     12.15
    0.9515     12.95
    0.9612     13.82
    0.9709     14.95
    0.9806     17.39
    0.9903     21.50
    1.0000     46.58
