#      CDF      prot
#             (days)
    0.0046      0.40
    0.0147      1.32
    0.0247      2.13
    0.0348      2.88
    0.0449      3.57
    0.0549      4.21
    0.0650      4.82
    0.0750      5.40
    0.0851      5.94
    0.0951      6.46
    0.1052      6.96
    0.1152      7.44
    0.1253      7.90
    0.1353      8.35
    0.1454      8.78
    0.1554      9.19
    0.1655      9.60
    0.1756     10.00
    0.1856     10.38
    0.1957     10.76
    0.2057     11.14
    0.2158     11.51
    0.2258     11.87
    0.2359     12.23
    0.2459     12.58
    0.2560     12.94
    0.2660     13.29
    0.2761     13.64
    0.2862     13.98
    0.2962     14.33
    0.3063     14.67
    0.3163     15.02
    0.3264     15.36
    0.3364     15.70
    0.3465     16.04
    0.3565     16.39
    0.3666     16.73
    0.3766     17.07
    0.3867     17.41
    0.3967     17.75
    0.4068     18.09
    0.4169     18.43
    0.4269     18.77
    0.4370     19.12
    0.4470     19.46
    0.4571     19.80
    0.4671     20.13
    0.4772     20.47
    0.4872     20.81
    0.4973     21.15
    0.5073     21.49
    0.5174     21.83
    0.5275     22.17
    0.5375     22.51
    0.5476     22.84
    0.5576     23.18
    0.5677     23.52
    0.5777     23.86
    0.5878     24.21
    0.5978     24.55
    0.6079     24.89
    0.6179     25.24
    0.6280     25.59
    0.6380     25.94
    0.6481     26.29
    0.6582     26.65
    0.6682     27.01
    0.6783     27.37
    0.6883     27.74
    0.6984     28.11
    0.7084     28.48
    0.7185     28.86
    0.7285     29.24
    0.7386     29.63
    0.7486     30.03
    0.7587     30.43
    0.7688     30.83
    0.7788     31.25
    0.7889     31.66
    0.7989     32.09
    0.8090     32.52
    0.8190     32.96
    0.8291     33.41
    0.8391     33.86
    0.8492     34.32
    0.8592     34.80
    0.8693     35.28
    0.8793     35.78
    0.8894     36.30
    0.8995     36.83
    0.9095     37.39
    0.9196     37.98
    0.9296     38.60
    0.9397     39.28
    0.9497     40.01
    0.9598     40.84
    0.9698     41.79
    0.9799     42.95
    0.9899     44.48
    1.0000     46.94
