#      CDF      prot
#             (days)
    0.0054      0.20
    0.0154      1.16
    0.0255      2.02
    0.0355      2.83
    0.0456      3.60
    0.0556      4.34
    0.0657      5.04
    0.0757      5.68
    0.0857      6.28
    0.0958      6.83
    0.1058      7.34
    0.1159      7.81
    0.1259      8.26
    0.1360      8.68
    0.1460      9.08
    0.1561      9.46
    0.1661      9.83
    0.1762     10.19
    0.1862     10.54
    0.1963     10.89
    0.2063     11.23
    0.2164     11.56
    0.2264     11.89
    0.2364     12.22
    0.2465     12.54
    0.2565     12.86
    0.2666     13.18
    0.2766     13.50
    0.2867     13.81
    0.2967     14.13
    0.3068     14.44
    0.3168     14.74
    0.3269     15.05
    0.3369     15.35
    0.3470     15.65
    0.3570     15.95
    0.3671     16.24
    0.3771     16.53
    0.3871     16.82
    0.3972     17.11
    0.4072     17.39
    0.4173     17.66
    0.4273     17.94
    0.4374     18.21
    0.4474     18.47
    0.4575     18.74
    0.4675     19.00
    0.4776     19.25
    0.4876     19.51
    0.4977     19.76
    0.5077     20.01
    0.5178     20.26
    0.5278     20.50
    0.5378     20.74
    0.5479     20.99
    0.5579     21.23
    0.5680     21.47
    0.5780     21.71
    0.5881     21.95
    0.5981     22.19
    0.6082     22.43
    0.6182     22.66
    0.6283     22.91
    0.6383     23.15
    0.6484     23.39
    0.6584     23.63
    0.6685     23.88
    0.6785     24.13
    0.6886     24.38
    0.6986     24.63
    0.7086     24.89
    0.7187     25.14
    0.7287     25.41
    0.7388     25.67
    0.7488     25.95
    0.7589     26.22
    0.7689     26.50
    0.7790     26.79
    0.7890     27.09
    0.7991     27.39
    0.8091     27.70
    0.8192     28.02
    0.8292     28.34
    0.8393     28.68
    0.8493     29.03
    0.8593     29.40
    0.8694     29.78
    0.8794     30.17
    0.8895     30.59
    0.8995     31.03
    0.9096     31.50
    0.9196     32.00
    0.9297     32.54
    0.9397     33.15
    0.9498     33.83
    0.9598     34.64
    0.9699     35.67
    0.9799     37.15
    0.9900     40.12
    1.0000     57.75
