#      CDF      prot
#             (days)
    0.0043      0.27
    0.0144      1.19
    0.0244      1.92
    0.0345      2.53
    0.0446      3.08
    0.0546      3.57
    0.0647      4.03
    0.0747      4.46
    0.0848      4.86
    0.0948      5.25
    0.1049      5.62
    0.1150      5.98
    0.1250      6.32
    0.1351      6.66
    0.1451      6.99
    0.1552      7.32
    0.1652      7.64
    0.1753      7.95
    0.1854      8.26
    0.1954      8.56
    0.2055      8.87
    0.2155      9.16
    0.2256      9.46
    0.2356      9.75
    0.2457     10.04
    0.2558     10.33
    0.2658     10.61
    0.2759     10.90
    0.2859     11.18
    0.2960     11.46
    0.3060     11.74
    0.3161     12.02
    0.3262     12.29
    0.3362     12.57
    0.3463     12.84
    0.3563     13.11
    0.3664     13.38
    0.3764     13.65
    0.3865     13.91
    0.3966     14.17
    0.4066     14.43
    0.4167     14.68
    0.4267     14.93
    0.4368     15.18
    0.4468     15.42
    0.4569     15.66
    0.4670     15.90
    0.4770     16.14
    0.4871     16.37
    0.4971     16.60
    0.5072     16.82
    0.5172     17.05
    0.5273     17.27
    0.5374     17.48
    0.5474     17.70
    0.5575     17.92
    0.5675     18.13
    0.5776     18.34
    0.5876     18.55
    0.5977     18.76
    0.6078     18.97
    0.6178     19.17
    0.6279     19.38
    0.6379     19.58
    0.6480     19.79
    0.6580     19.99
    0.6681     20.20
    0.6782     20.40
    0.6882     20.61
    0.6983     20.82
    0.7083     21.02
    0.7184     21.23
    0.7285     21.44
    0.7385     21.65
    0.7486     21.86
    0.7586     22.08
    0.7687     22.30
    0.7787     22.52
    0.7888     22.74
    0.7989     22.97
    0.8089     23.20
    0.8190     23.44
    0.8290     23.68
    0.8391     23.93
    0.8491     24.19
    0.8592     24.46
    0.8693     24.74
    0.8793     25.03
    0.8894     25.34
    0.8994     25.66
    0.9095     26.02
    0.9195     26.40
    0.9296     26.83
    0.9397     27.32
    0.9497     27.90
    0.9598     28.63
    0.9698     29.67
    0.9799     31.70
    0.9899     39.58
    1.0000     49.97
