#      CDF      prot
#             (days)
    0.0021      0.61
    0.0122      2.31
    0.0223      3.54
    0.0323      4.52
    0.0424      5.32
    0.0525      6.02
    0.0626      6.63
    0.0727      7.18
    0.0827      7.69
    0.0928      8.16
    0.1029      8.60
    0.1130      9.02
    0.1231      9.42
    0.1331      9.81
    0.1432     10.18
    0.1533     10.54
    0.1634     10.89
    0.1735     11.23
    0.1835     11.57
    0.1936     11.90
    0.2037     12.23
    0.2138     12.55
    0.2239     12.87
    0.2339     13.18
    0.2440     13.49
    0.2541     13.80
    0.2642     14.11
    0.2743     14.42
    0.2843     14.72
    0.2944     15.02
    0.3045     15.32
    0.3146     15.62
    0.3247     15.92
    0.3347     16.22
    0.3448     16.51
    0.3549     16.81
    0.3650     17.10
    0.3751     17.39
    0.3851     17.68
    0.3952     17.98
    0.4053     18.27
    0.4154     18.55
    0.4255     18.84
    0.4355     19.13
    0.4456     19.42
    0.4557     19.71
    0.4658     20.00
    0.4758     20.28
    0.4859     20.57
    0.4960     20.86
    0.5061     21.15
    0.5162     21.45
    0.5262     21.74
    0.5363     22.03
    0.5464     22.33
    0.5565     22.63
    0.5666     22.93
    0.5766     23.24
    0.5867     23.55
    0.5968     23.86
    0.6069     24.18
    0.6170     24.50
    0.6270     24.83
    0.6371     25.16
    0.6472     25.50
    0.6573     25.84
    0.6674     26.19
    0.6774     26.54
    0.6875     26.91
    0.6976     27.27
    0.7077     27.65
    0.7178     28.03
    0.7278     28.43
    0.7379     28.82
    0.7480     29.23
    0.7581     29.64
    0.7682     30.07
    0.7782     30.50
    0.7883     30.93
    0.7984     31.38
    0.8085     31.84
    0.8186     32.30
    0.8286     32.77
    0.8387     33.26
    0.8488     33.75
    0.8589     34.26
    0.8690     34.78
    0.8790     35.31
    0.8891     35.86
    0.8992     36.43
    0.9093     37.02
    0.9194     37.63
    0.9294     38.27
    0.9395     38.95
    0.9496     39.68
    0.9597     40.46
    0.9698     41.32
    0.9798     42.30
    0.9899     43.46
    1.0000     44.96
