#      CDF      prot
#             (days)
    0.0014      1.95
    0.0115      4.48
    0.0216      7.01
    0.0317      9.13
    0.0418     10.46
    0.0519     11.38
    0.0619     12.07
    0.0720     12.64
    0.0821     13.12
    0.0922     13.55
    0.1023     13.93
    0.1124     14.28
    0.1225     14.61
    0.1325     14.92
    0.1426     15.21
    0.1527     15.48
    0.1628     15.75
    0.1729     16.00
    0.1830     16.25
    0.1931     16.49
    0.2032     16.73
    0.2132     16.96
    0.2233     17.18
    0.2334     17.40
    0.2435     17.62
    0.2536     17.84
    0.2637     18.05
    0.2738     18.27
    0.2838     18.48
    0.2939     18.69
    0.3040     18.90
    0.3141     19.11
    0.3242     19.33
    0.3343     19.54
    0.3444     19.75
    0.3545     19.97
    0.3645     20.19
    0.3746     20.40
    0.3847     20.63
    0.3948     20.85
    0.4049     21.08
    0.4150     21.31
    0.4251     21.55
    0.4351     21.78
    0.4452     22.03
    0.4553     22.27
    0.4654     22.52
    0.4755     22.78
    0.4856     23.04
    0.4957     23.31
    0.5058     23.57
    0.5158     23.85
    0.5259     24.13
    0.5360     24.41
    0.5461     24.69
    0.5562     24.98
    0.5663     25.28
    0.5764     25.57
    0.5864     25.87
    0.5965     26.17
    0.6066     26.48
    0.6167     26.79
    0.6268     27.09
    0.6369     27.41
    0.6470     27.72
    0.6571     28.04
    0.6671     28.35
    0.6772     28.67
    0.6873     28.99
    0.6974     29.32
    0.7075     29.64
    0.7176     29.97
    0.7277     30.29
    0.7377     30.62
    0.7478     30.95
    0.7579     31.28
    0.7680     31.60
    0.7781     31.93
    0.7882     32.26
    0.7983     32.59
    0.8084     32.92
    0.8184     33.25
    0.8285     33.58
    0.8386     33.91
    0.8487     34.24
    0.8588     34.58
    0.8689     34.92
    0.8790     35.27
    0.8890     35.62
    0.8991     35.98
    0.9092     36.35
    0.9193     36.73
    0.9294     37.13
    0.9395     37.54
    0.9496     37.98
    0.9597     38.45
    0.9697     38.95
    0.9798     39.51
    0.9899     40.14
    1.0000     40.88
