#      CDF      prot
#             (days)
    0.0180      0.35
    0.0279      0.61
    0.0378      0.85
    0.0477      1.08
    0.0577      1.29
    0.0676      1.50
    0.0775      1.70
    0.0874      1.90
    0.0973      2.08
    0.1073      2.27
    0.1172      2.44
    0.1271      2.62
    0.1370      2.79
    0.1469      2.96
    0.1568      3.13
    0.1668      3.29
    0.1767      3.46
    0.1866      3.62
    0.1965      3.78
    0.2064      3.94
    0.2164      4.10
    0.2263      4.26
    0.2362      4.42
    0.2461      4.58
    0.2560      4.74
    0.2660      4.89
    0.2759      5.05
    0.2858      5.21
    0.2957      5.37
    0.3056      5.53
    0.3156      5.69
    0.3255      5.85
    0.3354      6.01
    0.3453      6.18
    0.3552      6.34
    0.3652      6.50
    0.3751      6.67
    0.3850      6.83
    0.3949      7.00
    0.4048      7.16
    0.4148      7.33
    0.4247      7.50
    0.4346      7.67
    0.4445      7.83
    0.4544      8.00
    0.4644      8.17
    0.4743      8.34
    0.4842      8.52
    0.4941      8.69
    0.5040      8.86
    0.5139      9.03
    0.5239      9.21
    0.5338      9.38
    0.5437      9.56
    0.5536      9.73
    0.5635      9.91
    0.5735     10.09
    0.5834     10.27
    0.5933     10.45
    0.6032     10.63
    0.6131     10.82
    0.6231     11.01
    0.6330     11.20
    0.6429     11.39
    0.6528     11.59
    0.6627     11.79
    0.6727     12.00
    0.6826     12.20
    0.6925     12.42
    0.7024     12.64
    0.7123     12.87
    0.7223     13.10
    0.7322     13.34
    0.7421     13.59
    0.7520     13.84
    0.7619     14.11
    0.7719     14.38
    0.7818     14.67
    0.7917     14.97
    0.8016     15.28
    0.8115     15.60
    0.8215     15.93
    0.8314     16.27
    0.8413     16.63
    0.8512     17.01
    0.8611     17.40
    0.8710     17.80
    0.8810     18.22
    0.8909     18.67
    0.9008     19.14
    0.9107     19.64
    0.9206     20.18
    0.9306     20.75
    0.9405     21.39
    0.9504     22.10
    0.9603     22.91
    0.9702     23.88
    0.9802     25.18
    0.9901     27.47
    1.0000     52.52
