#      CDF      prot
#             (days)
    0.0068      9.41
    0.0169      9.89
    0.0269     10.33
    0.0369     10.74
    0.0470     11.12
    0.0570     11.49
    0.0670     11.84
    0.0771     12.18
    0.0871     12.51
    0.0971     12.82
    0.1072     13.14
    0.1172     13.45
    0.1272     13.75
    0.1373     14.05
    0.1473     14.35
    0.1573     14.64
    0.1674     14.94
    0.1774     15.23
    0.1874     15.53
    0.1974     15.82
    0.2075     16.11
    0.2175     16.41
    0.2275     16.71
    0.2376     17.00
    0.2476     17.30
    0.2576     17.60
    0.2677     17.90
    0.2777     18.20
    0.2877     18.51
    0.2978     18.81
    0.3078     19.12
    0.3178     19.43
    0.3279     19.74
    0.3379     20.05
    0.3479     20.36
    0.3580     20.68
    0.3680     21.00
    0.3780     21.31
    0.3881     21.63
    0.3981     21.95
    0.4081     22.27
    0.4181     22.59
    0.4282     22.91
    0.4382     23.23
    0.4482     23.54
    0.4583     23.86
    0.4683     24.17
    0.4783     24.48
    0.4884     24.79
    0.4984     25.09
    0.5084     25.39
    0.5185     25.69
    0.5285     25.98
    0.5385     26.28
    0.5486     26.56
    0.5586     26.85
    0.5686     27.13
    0.5787     27.41
    0.5887     27.69
    0.5987     27.97
    0.6088     28.24
    0.6188     28.52
    0.6288     28.79
    0.6389     29.07
    0.6489     29.34
    0.6589     29.62
    0.6689     29.90
    0.6790     30.18
    0.6890     30.46
    0.6990     30.75
    0.7091     31.04
    0.7191     31.33
    0.7291     31.63
    0.7392     31.94
    0.7492     32.25
    0.7592     32.57
    0.7693     32.89
    0.7793     33.23
    0.7893     33.57
    0.7994     33.92
    0.8094     34.28
    0.8194     34.65
    0.8295     35.04
    0.8395     35.43
    0.8495     35.84
    0.8596     36.26
    0.8696     36.69
    0.8796     37.14
    0.8896     37.60
    0.8997     38.08
    0.9097     38.58
    0.9197     39.10
    0.9298     39.64
    0.9398     40.22
    0.9498     40.83
    0.9599     41.49
    0.9699     42.22
    0.9799     43.04
    0.9900     44.00
    1.0000     45.20
