#      CDF      prot
#             (days)
    0.0088      1.51
    0.0188      1.77
    0.0288      2.01
    0.0388      2.25
    0.0488      2.48
    0.0589      2.70
    0.0689      2.92
    0.0789      3.14
    0.0889      3.35
    0.0989      3.55
    0.1089      3.76
    0.1189      3.96
    0.1289      4.16
    0.1390      4.36
    0.1490      4.55
    0.1590      4.75
    0.1690      4.94
    0.1790      5.13
    0.1890      5.33
    0.1990      5.52
    0.2090      5.71
    0.2190      5.90
    0.2291      6.10
    0.2391      6.29
    0.2491      6.48
    0.2591      6.68
    0.2691      6.87
    0.2791      7.06
    0.2891      7.26
    0.2991      7.46
    0.3092      7.65
    0.3192      7.85
    0.3292      8.05
    0.3392      8.25
    0.3492      8.45
    0.3592      8.65
    0.3692      8.85
    0.3792      9.05
    0.3893      9.25
    0.3993      9.46
    0.4093      9.66
    0.4193      9.86
    0.4293     10.07
    0.4393     10.27
    0.4493     10.47
    0.4593     10.68
    0.4694     10.88
    0.4794     11.08
    0.4894     11.29
    0.4994     11.49
    0.5094     11.69
    0.5194     11.89
    0.5294     12.10
    0.5394     12.30
    0.5495     12.50
    0.5595     12.70
    0.5695     12.90
    0.5795     13.10
    0.5895     13.30
    0.5995     13.50
    0.6095     13.70
    0.6195     13.90
    0.6295     14.10
    0.6396     14.30
    0.6496     14.50
    0.6596     14.70
    0.6696     14.90
    0.6796     15.10
    0.6896     15.30
    0.6996     15.50
    0.7096     15.70
    0.7197     15.91
    0.7297     16.11
    0.7397     16.32
    0.7497     16.52
    0.7597     16.73
    0.7697     16.94
    0.7797     17.15
    0.7897     17.37
    0.7998     17.59
    0.8098     17.81
    0.8198     18.04
    0.8298     18.27
    0.8398     18.50
    0.8498     18.74
    0.8598     18.99
    0.8698     19.25
    0.8799     19.51
    0.8899     19.79
    0.8999     20.08
    0.9099     20.38
    0.9199     20.70
    0.9299     21.03
    0.9399     21.40
    0.9499     21.79
    0.9600     22.22
    0.9700     22.70
    0.9800     23.25
    0.9900     23.89
    1.0000     24.66
