#      CDF      prot
#             (days)
    0.0056      0.31
    0.0156      1.22
    0.0257      2.02
    0.0357      2.76
    0.0458      3.45
    0.0558      4.10
    0.0659      4.72
    0.0759      5.30
    0.0860      5.84
    0.0960      6.35
    0.1060      6.82
    0.1161      7.27
    0.1261      7.69
    0.1362      8.09
    0.1462      8.48
    0.1563      8.84
    0.1663      9.20
    0.1764      9.54
    0.1864      9.87
    0.1964     10.19
    0.2065     10.51
    0.2165     10.82
    0.2266     11.13
    0.2366     11.43
    0.2467     11.72
    0.2567     12.02
    0.2668     12.31
    0.2768     12.60
    0.2868     12.89
    0.2969     13.18
    0.3069     13.47
    0.3170     13.76
    0.3270     14.05
    0.3371     14.34
    0.3471     14.63
    0.3572     14.92
    0.3672     15.21
    0.3772     15.51
    0.3873     15.80
    0.3973     16.09
    0.4074     16.38
    0.4174     16.68
    0.4275     16.97
    0.4375     17.26
    0.4476     17.54
    0.4576     17.83
    0.4676     18.11
    0.4777     18.39
    0.4877     18.67
    0.4978     18.94
    0.5078     19.21
    0.5179     19.48
    0.5279     19.74
    0.5380     20.00
    0.5480     20.25
    0.5580     20.51
    0.5681     20.76
    0.5781     21.00
    0.5882     21.25
    0.5982     21.49
    0.6083     21.74
    0.6183     21.98
    0.6284     22.22
    0.6384     22.46
    0.6484     22.70
    0.6585     22.94
    0.6685     23.18
    0.6786     23.43
    0.6886     23.67
    0.6987     23.91
    0.7087     24.16
    0.7188     24.41
    0.7288     24.66
    0.7388     24.91
    0.7489     25.17
    0.7589     25.43
    0.7690     25.69
    0.7790     25.96
    0.7891     26.24
    0.7991     26.52
    0.8092     26.80
    0.8192     27.10
    0.8292     27.40
    0.8393     27.71
    0.8493     28.03
    0.8594     28.37
    0.8694     28.72
    0.8795     29.10
    0.8895     29.49
    0.8996     29.91
    0.9096     30.37
    0.9196     30.86
    0.9297     31.42
    0.9397     32.04
    0.9498     32.75
    0.9598     33.60
    0.9699     34.65
    0.9799     36.02
    0.9900     38.13
    1.0000     58.45
