#      CDF      prot
#             (days)
    0.0111      1.62
    0.0211      1.76
    0.0311      1.89
    0.0411      2.02
    0.0511      2.14
    0.0610      2.25
    0.0710      2.37
    0.0810      2.48
    0.0910      2.59
    0.1010      2.69
    0.1110      2.80
    0.1210      2.90
    0.1310      3.00
    0.1410      3.10
    0.1509      3.20
    0.1609      3.29
    0.1709      3.39
    0.1809      3.48
    0.1909      3.58
    0.2009      3.67
    0.2109      3.76
    0.2209      3.85
    0.2309      3.95
    0.2408      4.04
    0.2508      4.13
    0.2608      4.22
    0.2708      4.31
    0.2808      4.40
    0.2908      4.49
    0.3008      4.58
    0.3108      4.67
    0.3208      4.77
    0.3307      4.86
    0.3407      4.95
    0.3507      5.05
    0.3607      5.14
    0.3707      5.23
    0.3807      5.33
    0.3907      5.43
    0.4007      5.52
    0.4107      5.62
    0.4206      5.72
    0.4306      5.82
    0.4406      5.92
    0.4506      6.03
    0.4606      6.13
    0.4706      6.24
    0.4806      6.34
    0.4906      6.45
    0.5006      6.56
    0.5105      6.67
    0.5205      6.79
    0.5305      6.90
    0.5405      7.02
    0.5505      7.13
    0.5605      7.25
    0.5705      7.37
    0.5805      7.50
    0.5905      7.62
    0.6004      7.74
    0.6104      7.87
    0.6204      7.99
    0.6304      8.12
    0.6404      8.25
    0.6504      8.38
    0.6604      8.51
    0.6704      8.64
    0.6804      8.77
    0.6903      8.90
    0.7003      9.04
    0.7103      9.17
    0.7203      9.30
    0.7303      9.44
    0.7403      9.58
    0.7503      9.72
    0.7603      9.86
    0.7703     10.00
    0.7802     10.14
    0.7902     10.29
    0.8002     10.44
    0.8102     10.60
    0.8202     10.76
    0.8302     10.92
    0.8402     11.09
    0.8502     11.27
    0.8602     11.45
    0.8701     11.65
    0.8801     11.86
    0.8901     12.08
    0.9001     12.32
    0.9101     12.58
    0.9201     12.87
    0.9301     13.20
    0.9401     13.57
    0.9501     14.00
    0.9600     14.50
    0.9700     15.10
    0.9800     15.79
    0.9900     16.59
    1.0000     17.53
