#      CDF      prot
#             (days)
    0.0051      0.27
    0.0151      0.83
    0.0252      1.30
    0.0352      1.71
    0.0453      2.08
    0.0553      2.41
    0.0654      2.73
    0.0754      3.02
    0.0855      3.29
    0.0955      3.55
    0.1056      3.79
    0.1156      4.03
    0.1257      4.25
    0.1357      4.47
    0.1458      4.68
    0.1558      4.89
    0.1659      5.09
    0.1759      5.29
    0.1860      5.48
    0.1960      5.67
    0.2061      5.86
    0.2161      6.05
    0.2262      6.24
    0.2362      6.42
    0.2463      6.61
    0.2563      6.79
    0.2664      6.98
    0.2764      7.16
    0.2865      7.34
    0.2965      7.53
    0.3066      7.71
    0.3166      7.89
    0.3267      8.07
    0.3367      8.24
    0.3468      8.42
    0.3568      8.59
    0.3669      8.77
    0.3769      8.94
    0.3870      9.11
    0.3970      9.28
    0.4071      9.45
    0.4171      9.61
    0.4272      9.77
    0.4372      9.94
    0.4473     10.10
    0.4573     10.26
    0.4674     10.42
    0.4774     10.57
    0.4875     10.73
    0.4975     10.89
    0.5076     11.04
    0.5176     11.20
    0.5277     11.35
    0.5377     11.51
    0.5478     11.66
    0.5578     11.81
    0.5679     11.97
    0.5779     12.12
    0.5880     12.28
    0.5980     12.43
    0.6081     12.59
    0.6181     12.74
    0.6282     12.90
    0.6382     13.06
    0.6483     13.21
    0.6583     13.37
    0.6684     13.53
    0.6784     13.69
    0.6885     13.85
    0.6985     14.01
    0.7086     14.18
    0.7186     14.34
    0.7287     14.51
    0.7387     14.68
    0.7488     14.85
    0.7588     15.03
    0.7689     15.21
    0.7789     15.39
    0.7890     15.57
    0.7990     15.76
    0.8091     15.95
    0.8191     16.15
    0.8292     16.35
    0.8392     16.56
    0.8493     16.78
    0.8593     17.01
    0.8694     17.24
    0.8794     17.49
    0.8895     17.75
    0.8995     18.03
    0.9096     18.33
    0.9196     18.65
    0.9297     19.01
    0.9397     19.43
    0.9498     19.92
    0.9598     20.53
    0.9699     21.38
    0.9799     22.75
    0.9900     25.57
    1.0000     33.53
