#      CDF      prot
#             (days)
    0.0060      0.30
    0.0160      1.06
    0.0260      1.68
    0.0361      2.22
    0.0461      2.70
    0.0562      3.14
    0.0662      3.54
    0.0762      3.92
    0.0863      4.28
    0.0963      4.62
    0.1064      4.94
    0.1164      5.26
    0.1265      5.56
    0.1365      5.86
    0.1465      6.15
    0.1566      6.44
    0.1666      6.72
    0.1767      7.00
    0.1867      7.27
    0.1967      7.54
    0.2068      7.82
    0.2168      8.09
    0.2269      8.35
    0.2369      8.62
    0.2469      8.89
    0.2570      9.16
    0.2670      9.42
    0.2771      9.69
    0.2871      9.95
    0.2971     10.22
    0.3072     10.48
    0.3172     10.74
    0.3273     11.00
    0.3373     11.26
    0.3473     11.51
    0.3574     11.76
    0.3674     12.01
    0.3775     12.26
    0.3875     12.50
    0.3976     12.73
    0.4076     12.96
    0.4176     13.19
    0.4277     13.41
    0.4377     13.63
    0.4478     13.85
    0.4578     14.06
    0.4678     14.27
    0.4779     14.48
    0.4879     14.68
    0.4980     14.88
    0.5080     15.08
    0.5180     15.27
    0.5281     15.47
    0.5381     15.66
    0.5482     15.85
    0.5582     16.04
    0.5682     16.22
    0.5783     16.41
    0.5883     16.59
    0.5984     16.78
    0.6084     16.96
    0.6184     17.14
    0.6285     17.32
    0.6385     17.51
    0.6486     17.69
    0.6586     17.87
    0.6687     18.05
    0.6787     18.24
    0.6887     18.42
    0.6988     18.60
    0.7088     18.79
    0.7189     18.98
    0.7289     19.17
    0.7389     19.36
    0.7490     19.56
    0.7590     19.75
    0.7691     19.95
    0.7791     20.16
    0.7891     20.37
    0.7992     20.58
    0.8092     20.80
    0.8193     21.03
    0.8293     21.27
    0.8393     21.51
    0.8494     21.77
    0.8594     22.04
    0.8695     22.32
    0.8795     22.62
    0.8896     22.94
    0.8996     23.30
    0.9096     23.68
    0.9197     24.11
    0.9297     24.61
    0.9398     25.19
    0.9498     25.90
    0.9598     26.86
    0.9699     28.33
    0.9799     30.95
    0.9900     35.14
    1.0000     56.16
