#      CDF      prot
#             (days)
    0.0115      1.63
    0.0215      1.89
    0.0315      2.15
    0.0415      2.39
    0.0515      2.63
    0.0614      2.86
    0.0714      3.08
    0.0814      3.30
    0.0914      3.50
    0.1014      3.71
    0.1114      3.91
    0.1213      4.11
    0.1313      4.30
    0.1413      4.49
    0.1513      4.68
    0.1613      4.86
    0.1713      5.05
    0.1813      5.23
    0.1912      5.41
    0.2012      5.59
    0.2112      5.76
    0.2212      5.94
    0.2312      6.11
    0.2412      6.29
    0.2511      6.46
    0.2611      6.64
    0.2711      6.81
    0.2811      6.98
    0.2911      7.16
    0.3011      7.33
    0.3111      7.50
    0.3210      7.68
    0.3310      7.85
    0.3410      8.03
    0.3510      8.20
    0.3610      8.38
    0.3710      8.56
    0.3809      8.74
    0.3909      8.92
    0.4009      9.10
    0.4109      9.29
    0.4209      9.47
    0.4309      9.66
    0.4409      9.85
    0.4508     10.04
    0.4608     10.23
    0.4708     10.43
    0.4808     10.63
    0.4908     10.83
    0.5008     11.03
    0.5107     11.24
    0.5207     11.45
    0.5307     11.66
    0.5407     11.87
    0.5507     12.09
    0.5607     12.31
    0.5707     12.54
    0.5806     12.77
    0.5906     13.00
    0.6006     13.23
    0.6106     13.47
    0.6206     13.72
    0.6306     13.97
    0.6406     14.22
    0.6505     14.48
    0.6605     14.74
    0.6705     15.01
    0.6805     15.29
    0.6905     15.57
    0.7005     15.86
    0.7104     16.16
    0.7204     16.46
    0.7304     16.78
    0.7404     17.10
    0.7504     17.44
    0.7604     17.78
    0.7704     18.14
    0.7803     18.52
    0.7903     18.91
    0.8003     19.32
    0.8103     19.75
    0.8203     20.20
    0.8303     20.68
    0.8402     21.18
    0.8502     21.70
    0.8602     22.25
    0.8702     22.83
    0.8802     23.44
    0.8902     24.07
    0.9002     24.73
    0.9101     25.41
    0.9201     26.12
    0.9301     26.86
    0.9401     27.63
    0.9501     28.44
    0.9601     29.31
    0.9700     30.25
    0.9800     31.28
    0.9900     32.45
    1.0000     33.83
