#      CDF      prot
#             (days)
    0.0055      0.26
    0.0156      0.85
    0.0256      1.37
    0.0357      1.84
    0.0457      2.28
    0.0558      2.69
    0.0658      3.08
    0.0759      3.46
    0.0859      3.81
    0.0959      4.15
    0.1060      4.47
    0.1160      4.78
    0.1261      5.08
    0.1361      5.37
    0.1462      5.65
    0.1562      5.92
    0.1663      6.19
    0.1763      6.45
    0.1863      6.71
    0.1964      6.96
    0.2064      7.21
    0.2165      7.46
    0.2265      7.70
    0.2366      7.95
    0.2466      8.19
    0.2567      8.44
    0.2667      8.69
    0.2768      8.93
    0.2868      9.18
    0.2968      9.43
    0.3069      9.68
    0.3169      9.92
    0.3270     10.17
    0.3370     10.42
    0.3471     10.67
    0.3571     10.91
    0.3672     11.15
    0.3772     11.39
    0.3872     11.63
    0.3973     11.86
    0.4073     12.09
    0.4174     12.32
    0.4274     12.55
    0.4375     12.77
    0.4475     12.99
    0.4576     13.20
    0.4676     13.42
    0.4777     13.63
    0.4877     13.84
    0.4977     14.04
    0.5078     14.24
    0.5178     14.45
    0.5279     14.65
    0.5379     14.84
    0.5480     15.04
    0.5580     15.23
    0.5681     15.43
    0.5781     15.62
    0.5882     15.81
    0.5982     16.00
    0.6082     16.18
    0.6183     16.37
    0.6283     16.56
    0.6384     16.74
    0.6484     16.92
    0.6585     17.11
    0.6685     17.29
    0.6786     17.47
    0.6886     17.65
    0.6986     17.83
    0.7087     18.01
    0.7187     18.19
    0.7288     18.38
    0.7388     18.56
    0.7489     18.75
    0.7589     18.93
    0.7690     19.12
    0.7790     19.31
    0.7891     19.51
    0.7991     19.71
    0.8091     19.91
    0.8192     20.12
    0.8292     20.34
    0.8393     20.56
    0.8493     20.79
    0.8594     21.04
    0.8694     21.29
    0.8795     21.56
    0.8895     21.85
    0.8995     22.15
    0.9096     22.49
    0.9196     22.86
    0.9297     23.28
    0.9397     23.75
    0.9498     24.32
    0.9598     25.02
    0.9699     25.97
    0.9799     27.56
    0.9900     31.43
    1.0000     36.91
