#      CDF      prot
#             (days)
    0.0106      0.55
    0.0206      0.66
    0.0306      0.76
    0.0406      0.87
    0.0506      0.97
    0.0606      1.07
    0.0706      1.16
    0.0806      1.26
    0.0906      1.35
    0.1006      1.44
    0.1106      1.53
    0.1206      1.62
    0.1306      1.71
    0.1406      1.80
    0.1506      1.89
    0.1605      1.98
    0.1705      2.07
    0.1805      2.15
    0.1905      2.24
    0.2005      2.33
    0.2105      2.42
    0.2205      2.51
    0.2305      2.59
    0.2405      2.68
    0.2505      2.77
    0.2605      2.86
    0.2705      2.95
    0.2805      3.04
    0.2905      3.13
    0.3005      3.22
    0.3104      3.31
    0.3204      3.41
    0.3304      3.50
    0.3404      3.59
    0.3504      3.68
    0.3604      3.77
    0.3704      3.87
    0.3804      3.96
    0.3904      4.05
    0.4004      4.14
    0.4104      4.23
    0.4204      4.33
    0.4304      4.42
    0.4404      4.51
    0.4504      4.60
    0.4604      4.69
    0.4703      4.77
    0.4803      4.86
    0.4903      4.95
    0.5003      5.04
    0.5103      5.12
    0.5203      5.21
    0.5303      5.30
    0.5403      5.38
    0.5503      5.47
    0.5603      5.55
    0.5703      5.64
    0.5803      5.72
    0.5903      5.81
    0.6003      5.89
    0.6103      5.98
    0.6202      6.06
    0.6302      6.15
    0.6402      6.23
    0.6502      6.32
    0.6602      6.40
    0.6702      6.49
    0.6802      6.58
    0.6902      6.67
    0.7002      6.76
    0.7102      6.85
    0.7202      6.94
    0.7302      7.03
    0.7402      7.13
    0.7502      7.22
    0.7602      7.32
    0.7701      7.43
    0.7801      7.53
    0.7901      7.64
    0.8001      7.75
    0.8101      7.86
    0.8201      7.98
    0.8301      8.10
    0.8401      8.23
    0.8501      8.37
    0.8601      8.51
    0.8701      8.66
    0.8801      8.82
    0.8901      8.99
    0.9001      9.18
    0.9101      9.39
    0.9201      9.61
    0.9300      9.86
    0.9400     10.14
    0.9500     10.45
    0.9600     10.80
    0.9700     11.19
    0.9800     11.62
    0.9900     12.10
    1.0000     12.63
