#      CDF      prot
#             (days)
    0.0131      6.92
    0.0230      7.27
    0.0330      7.62
    0.0430      7.95
    0.0529      8.28
    0.0629      8.61
    0.0729      8.93
    0.0828      9.25
    0.0928      9.56
    0.1028      9.87
    0.1127     10.17
    0.1227     10.48
    0.1327     10.78
    0.1427     11.08
    0.1526     11.38
    0.1626     11.68
    0.1726     11.98
    0.1825     12.27
    0.1925     12.57
    0.2025     12.87
    0.2124     13.16
    0.2224     13.46
    0.2324     13.76
    0.2423     14.05
    0.2523     14.35
    0.2623     14.65
    0.2723     14.95
    0.2822     15.26
    0.2922     15.56
    0.3022     15.86
    0.3121     16.17
    0.3221     16.48
    0.3321     16.79
    0.3420     17.10
    0.3520     17.41
    0.3620     17.72
    0.3719     18.04
    0.3819     18.36
    0.3919     18.68
    0.4019     19.00
    0.4118     19.32
    0.4218     19.64
    0.4318     19.97
    0.4417     20.30
    0.4517     20.63
    0.4617     20.96
    0.4716     21.30
    0.4816     21.64
    0.4916     21.97
    0.5015     22.32
    0.5115     22.66
    0.5215     23.00
    0.5314     23.35
    0.5414     23.70
    0.5514     24.05
    0.5614     24.41
    0.5713     24.76
    0.5813     25.12
    0.5913     25.49
    0.6012     25.85
    0.6112     26.22
    0.6212     26.59
    0.6311     26.96
    0.6411     27.33
    0.6511     27.71
    0.6610     28.09
    0.6710     28.47
    0.6810     28.86
    0.6910     29.25
    0.7009     29.64
    0.7109     30.04
    0.7209     30.44
    0.7308     30.85
    0.7408     31.26
    0.7508     31.67
    0.7607     32.09
    0.7707     32.52
    0.7807     32.95
    0.7906     33.39
    0.8006     33.84
    0.8106     34.29
    0.8206     34.76
    0.8305     35.24
    0.8405     35.74
    0.8505     36.25
    0.8604     36.78
    0.8704     37.33
    0.8804     37.91
    0.8903     38.52
    0.9003     39.17
    0.9103     39.86
    0.9202     40.62
    0.9302     41.46
    0.9402     42.41
    0.9502     43.50
    0.9601     44.81
    0.9701     46.43
    0.9801     48.49
    0.9900     51.04
    1.0000     54.00
