#      CDF      prot
#             (days)
    0.0307      0.62
    0.0405      0.71
    0.0502      0.80
    0.0600      0.88
    0.0698      0.97
    0.0796      1.05
    0.0894      1.13
    0.0992      1.21
    0.1090      1.30
    0.1188      1.38
    0.1286      1.45
    0.1384      1.53
    0.1482      1.61
    0.1579      1.69
    0.1677      1.77
    0.1775      1.84
    0.1873      1.92
    0.1971      1.99
    0.2069      2.07
    0.2167      2.14
    0.2265      2.22
    0.2363      2.29
    0.2461      2.37
    0.2559      2.44
    0.2657      2.52
    0.2754      2.59
    0.2852      2.67
    0.2950      2.74
    0.3048      2.82
    0.3146      2.89
    0.3244      2.97
    0.3342      3.04
    0.3440      3.12
    0.3538      3.19
    0.3636      3.27
    0.3734      3.35
    0.3831      3.43
    0.3929      3.50
    0.4027      3.58
    0.4125      3.66
    0.4223      3.74
    0.4321      3.82
    0.4419      3.90
    0.4517      3.99
    0.4615      4.07
    0.4713      4.15
    0.4811      4.24
    0.4909      4.33
    0.5006      4.42
    0.5104      4.50
    0.5202      4.60
    0.5300      4.69
    0.5398      4.78
    0.5496      4.88
    0.5594      4.98
    0.5692      5.08
    0.5790      5.18
    0.5888      5.29
    0.5986      5.39
    0.6083      5.50
    0.6181      5.62
    0.6279      5.74
    0.6377      5.86
    0.6475      5.98
    0.6573      6.11
    0.6671      6.25
    0.6769      6.39
    0.6867      6.53
    0.6965      6.68
    0.7063      6.84
    0.7161      7.01
    0.7258      7.19
    0.7356      7.37
    0.7454      7.57
    0.7552      7.78
    0.7650      8.01
    0.7748      8.25
    0.7846      8.51
    0.7944      8.79
    0.8042      9.09
    0.8140      9.42
    0.8238      9.79
    0.8335     10.19
    0.8433     10.63
    0.8531     11.11
    0.8629     11.65
    0.8727     12.25
    0.8825     12.91
    0.8923     13.63
    0.9021     14.40
    0.9119     15.22
    0.9217     16.08
    0.9315     17.00
    0.9413     17.98
    0.9510     19.06
    0.9608     20.26
    0.9706     21.68
    0.9804     23.66
    0.9902     26.65
    1.0000     29.24
