#      CDF      prot
#             (days)
    0.0315      0.45
    0.0413      0.59
    0.0511      0.73
    0.0609      0.86
    0.0707      0.99
    0.0804      1.11
    0.0902      1.24
    0.1000      1.36
    0.1098      1.48
    0.1196      1.59
    0.1294      1.71
    0.1391      1.82
    0.1489      1.93
    0.1587      2.04
    0.1685      2.15
    0.1783      2.26
    0.1881      2.37
    0.1978      2.48
    0.2076      2.59
    0.2174      2.70
    0.2272      2.81
    0.2370      2.91
    0.2468      3.02
    0.2565      3.13
    0.2663      3.24
    0.2761      3.35
    0.2859      3.46
    0.2957      3.57
    0.3054      3.68
    0.3152      3.79
    0.3250      3.90
    0.3348      4.01
    0.3446      4.12
    0.3544      4.24
    0.3641      4.35
    0.3739      4.47
    0.3837      4.58
    0.3935      4.70
    0.4033      4.82
    0.4131      4.94
    0.4228      5.06
    0.4326      5.18
    0.4424      5.31
    0.4522      5.44
    0.4620      5.56
    0.4717      5.69
    0.4815      5.82
    0.4913      5.96
    0.5011      6.09
    0.5109      6.23
    0.5207      6.37
    0.5304      6.51
    0.5402      6.65
    0.5500      6.80
    0.5598      6.95
    0.5696      7.10
    0.5794      7.26
    0.5891      7.41
    0.5989      7.58
    0.6087      7.74
    0.6185      7.91
    0.6283      8.08
    0.6380      8.26
    0.6478      8.44
    0.6576      8.63
    0.6674      8.83
    0.6772      9.03
    0.6870      9.23
    0.6967      9.45
    0.7065      9.67
    0.7163      9.90
    0.7261     10.14
    0.7359     10.39
    0.7457     10.65
    0.7554     10.93
    0.7652     11.21
    0.7750     11.50
    0.7848     11.81
    0.7946     12.12
    0.8044     12.45
    0.8141     12.78
    0.8239     13.12
    0.8337     13.47
    0.8435     13.84
    0.8533     14.21
    0.8630     14.60
    0.8728     15.01
    0.8826     15.44
    0.8924     15.89
    0.9022     16.39
    0.9120     16.94
    0.9217     17.56
    0.9315     18.27
    0.9413     19.12
    0.9511     20.16
    0.9609     21.47
    0.9707     23.05
    0.9804     25.03
    0.9902     28.87
    1.0000     49.07
