#      CDF      prot
#             (days)
    0.0061      0.22
    0.0161      1.13
    0.0261      1.89
    0.0362      2.56
    0.0462      3.16
    0.0563      3.69
    0.0663      4.19
    0.0763      4.64
    0.0864      5.07
    0.0964      5.46
    0.1065      5.84
    0.1165      6.20
    0.1265      6.55
    0.1366      6.88
    0.1466      7.20
    0.1567      7.51
    0.1667      7.81
    0.1767      8.10
    0.1868      8.39
    0.1968      8.67
    0.2069      8.95
    0.2169      9.22
    0.2269      9.49
    0.2370      9.76
    0.2470     10.02
    0.2571     10.28
    0.2671     10.54
    0.2771     10.80
    0.2872     11.06
    0.2972     11.31
    0.3073     11.57
    0.3173     11.82
    0.3273     12.08
    0.3374     12.33
    0.3474     12.59
    0.3575     12.84
    0.3675     13.10
    0.3775     13.35
    0.3876     13.61
    0.3976     13.86
    0.4077     14.12
    0.4177     14.38
    0.4277     14.63
    0.4378     14.89
    0.4478     15.15
    0.4579     15.41
    0.4679     15.67
    0.4779     15.94
    0.4880     16.20
    0.4980     16.47
    0.5080     16.73
    0.5181     17.00
    0.5281     17.27
    0.5382     17.54
    0.5482     17.82
    0.5582     18.09
    0.5683     18.37
    0.5783     18.64
    0.5884     18.92
    0.5984     19.20
    0.6084     19.48
    0.6185     19.76
    0.6285     20.04
    0.6386     20.32
    0.6486     20.61
    0.6586     20.89
    0.6687     21.17
    0.6787     21.46
    0.6888     21.74
    0.6988     22.03
    0.7088     22.32
    0.7189     22.61
    0.7289     22.90
    0.7390     23.19
    0.7490     23.49
    0.7590     23.78
    0.7691     24.08
    0.7791     24.39
    0.7892     24.70
    0.7992     25.01
    0.8092     25.33
    0.8193     25.66
    0.8293     26.00
    0.8394     26.35
    0.8494     26.72
    0.8594     27.10
    0.8695     27.50
    0.8795     27.92
    0.8896     28.38
    0.8996     28.87
    0.9096     29.42
    0.9197     30.04
    0.9297     30.76
    0.9398     31.65
    0.9498     32.81
    0.9598     34.54
    0.9699     37.64
    0.9799     42.58
    0.9900     47.15
    1.0000     65.14
