#      CDF      prot
#             (days)
    0.0069      0.27
    0.0170      0.94
    0.0270      1.51
    0.0370      2.01
    0.0471      2.46
    0.0571      2.87
    0.0671      3.26
    0.0772      3.62
    0.0872      3.96
    0.0972      4.29
    0.1072      4.61
    0.1173      4.91
    0.1273      5.21
    0.1373      5.49
    0.1474      5.77
    0.1574      6.05
    0.1674      6.32
    0.1775      6.58
    0.1875      6.84
    0.1975      7.10
    0.2076      7.35
    0.2176      7.60
    0.2276      7.84
    0.2377      8.08
    0.2477      8.32
    0.2577      8.56
    0.2677      8.79
    0.2778      9.02
    0.2878      9.25
    0.2978      9.47
    0.3079      9.69
    0.3179      9.91
    0.3279     10.13
    0.3380     10.34
    0.3480     10.56
    0.3580     10.77
    0.3681     10.98
    0.3781     11.18
    0.3881     11.39
    0.3981     11.59
    0.4082     11.80
    0.4182     12.00
    0.4282     12.20
    0.4383     12.40
    0.4483     12.60
    0.4583     12.80
    0.4684     13.00
    0.4784     13.19
    0.4884     13.39
    0.4985     13.59
    0.5085     13.78
    0.5185     13.98
    0.5285     14.17
    0.5386     14.36
    0.5486     14.56
    0.5586     14.75
    0.5687     14.94
    0.5787     15.13
    0.5887     15.32
    0.5988     15.51
    0.6088     15.70
    0.6188     15.89
    0.6289     16.08
    0.6389     16.27
    0.6489     16.45
    0.6589     16.64
    0.6690     16.83
    0.6790     17.02
    0.6890     17.20
    0.6991     17.39
    0.7091     17.58
    0.7191     17.77
    0.7292     17.96
    0.7392     18.15
    0.7492     18.34
    0.7593     18.54
    0.7693     18.74
    0.7793     18.94
    0.7894     19.14
    0.7994     19.35
    0.8094     19.57
    0.8194     19.79
    0.8295     20.01
    0.8395     20.24
    0.8495     20.49
    0.8596     20.74
    0.8696     21.00
    0.8796     21.28
    0.8897     21.57
    0.8997     21.89
    0.9097     22.23
    0.9198     22.61
    0.9298     23.03
    0.9398     23.51
    0.9498     24.09
    0.9599     24.81
    0.9699     25.80
    0.9799     27.50
    0.9900     34.34
    1.0000     56.92
