#      CDF      prot
#             (days)
    0.0034      0.30
    0.0135      1.67
    0.0236      2.91
    0.0336      4.12
    0.0437      5.33
    0.0538      6.46
    0.0638      7.43
    0.0739      8.25
    0.0840      8.93
    0.0940      9.52
    0.1041     10.04
    0.1142     10.51
    0.1242     10.94
    0.1343     11.34
    0.1444     11.71
    0.1544     12.07
    0.1645     12.41
    0.1746     12.74
    0.1846     13.06
    0.1947     13.37
    0.2048     13.67
    0.2148     13.97
    0.2249     14.26
    0.2350     14.55
    0.2450     14.84
    0.2551     15.13
    0.2652     15.42
    0.2752     15.70
    0.2853     15.99
    0.2953     16.28
    0.3054     16.57
    0.3155     16.86
    0.3255     17.15
    0.3356     17.45
    0.3457     17.74
    0.3557     18.05
    0.3658     18.35
    0.3759     18.66
    0.3859     18.98
    0.3960     19.29
    0.4061     19.62
    0.4161     19.94
    0.4262     20.27
    0.4363     20.61
    0.4463     20.94
    0.4564     21.28
    0.4665     21.63
    0.4765     21.97
    0.4866     22.32
    0.4967     22.67
    0.5067     23.01
    0.5168     23.36
    0.5269     23.71
    0.5369     24.05
    0.5470     24.39
    0.5571     24.73
    0.5671     25.06
    0.5772     25.39
    0.5873     25.72
    0.5973     26.05
    0.6074     26.37
    0.6175     26.69
    0.6275     27.00
    0.6376     27.32
    0.6477     27.63
    0.6577     27.94
    0.6678     28.25
    0.6779     28.55
    0.6879     28.86
    0.6980     29.17
    0.7081     29.48
    0.7181     29.80
    0.7282     30.11
    0.7383     30.43
    0.7483     30.76
    0.7584     31.09
    0.7685     31.42
    0.7785     31.76
    0.7886     32.11
    0.7987     32.47
    0.8087     32.84
    0.8188     33.22
    0.8289     33.61
    0.8389     34.02
    0.8490     34.45
    0.8591     34.89
    0.8691     35.36
    0.8792     35.86
    0.8893     36.38
    0.8993     36.95
    0.9094     37.55
    0.9195     38.21
    0.9295     38.93
    0.9396     39.73
    0.9497     40.63
    0.9597     41.67
    0.9698     42.92
    0.9799     44.51
    0.9899     46.85
    1.0000     53.29
