#      CDF      prot
#             (days)
    0.0050      0.30
    0.0151      1.13
    0.0251      1.82
    0.0352      2.41
    0.0452      2.94
    0.0553      3.42
    0.0653      3.86
    0.0754      4.27
    0.0854      4.65
    0.0955      5.01
    0.1055      5.36
    0.1156      5.68
    0.1256      5.99
    0.1357      6.29
    0.1457      6.58
    0.1558      6.87
    0.1658      7.14
    0.1759      7.40
    0.1859      7.66
    0.1960      7.91
    0.2060      8.16
    0.2161      8.41
    0.2261      8.64
    0.2362      8.88
    0.2462      9.11
    0.2563      9.34
    0.2663      9.57
    0.2764      9.79
    0.2864     10.02
    0.2965     10.24
    0.3065     10.46
    0.3166     10.67
    0.3266     10.89
    0.3367     11.11
    0.3467     11.33
    0.3568     11.54
    0.3668     11.76
    0.3769     11.98
    0.3869     12.20
    0.3970     12.41
    0.4070     12.63
    0.4171     12.85
    0.4271     13.08
    0.4372     13.30
    0.4472     13.52
    0.4573     13.75
    0.4673     13.98
    0.4774     14.21
    0.4874     14.44
    0.4975     14.68
    0.5075     14.92
    0.5176     15.16
    0.5276     15.40
    0.5377     15.65
    0.5477     15.90
    0.5578     16.15
    0.5678     16.40
    0.5779     16.66
    0.5879     16.93
    0.5980     17.19
    0.6080     17.46
    0.6181     17.73
    0.6281     18.01
    0.6382     18.29
    0.6482     18.57
    0.6583     18.85
    0.6683     19.14
    0.6784     19.43
    0.6884     19.72
    0.6985     20.02
    0.7085     20.32
    0.7186     20.62
    0.7286     20.93
    0.7387     21.24
    0.7487     21.55
    0.7588     21.87
    0.7688     22.19
    0.7789     22.52
    0.7889     22.86
    0.7990     23.20
    0.8090     23.56
    0.8191     23.92
    0.8291     24.30
    0.8392     24.69
    0.8492     25.10
    0.8593     25.53
    0.8693     26.00
    0.8794     26.49
    0.8894     27.04
    0.8995     27.65
    0.9095     28.34
    0.9196     29.17
    0.9296     30.21
    0.9397     31.62
    0.9497     33.68
    0.9598     36.34
    0.9698     39.19
    0.9799     42.50
    0.9899     46.09
    1.0000     49.51
