#      CDF      prot
#             (days)
    0.0009      0.38
    0.0110      3.89
    0.0211      5.74
    0.0312      6.98
    0.0412      7.94
    0.0513      8.73
    0.0614      9.42
    0.0715     10.05
    0.0816     10.62
    0.0917     11.15
    0.1018     11.66
    0.1119     12.15
    0.1220     12.62
    0.1321     13.08
    0.1422     13.53
    0.1523     13.98
    0.1623     14.42
    0.1724     14.86
    0.1825     15.30
    0.1926     15.74
    0.2027     16.18
    0.2128     16.62
    0.2229     17.06
    0.2330     17.50
    0.2431     17.94
    0.2532     18.37
    0.2633     18.81
    0.2734     19.23
    0.2835     19.65
    0.2935     20.07
    0.3036     20.47
    0.3137     20.87
    0.3238     21.25
    0.3339     21.63
    0.3440     22.00
    0.3541     22.35
    0.3642     22.70
    0.3743     23.04
    0.3844     23.37
    0.3945     23.69
    0.4046     24.01
    0.4147     24.31
    0.4247     24.62
    0.4348     24.91
    0.4449     25.20
    0.4550     25.49
    0.4651     25.77
    0.4752     26.05
    0.4853     26.33
    0.4954     26.60
    0.5055     26.87
    0.5156     27.14
    0.5257     27.41
    0.5358     27.67
    0.5459     27.94
    0.5559     28.20
    0.5660     28.47
    0.5761     28.73
    0.5862     29.00
    0.5963     29.26
    0.6064     29.53
    0.6165     29.80
    0.6266     30.07
    0.6367     30.34
    0.6468     30.61
    0.6569     30.89
    0.6670     31.17
    0.6771     31.45
    0.6871     31.74
    0.6972     32.03
    0.7073     32.33
    0.7174     32.63
    0.7275     32.93
    0.7376     33.24
    0.7477     33.56
    0.7578     33.88
    0.7679     34.21
    0.7780     34.54
    0.7881     34.88
    0.7982     35.23
    0.8082     35.58
    0.8183     35.95
    0.8284     36.32
    0.8385     36.70
    0.8486     37.09
    0.8587     37.49
    0.8688     37.89
    0.8789     38.32
    0.8890     38.75
    0.8991     39.20
    0.9092     39.66
    0.9193     40.15
    0.9294     40.66
    0.9394     41.20
    0.9495     41.77
    0.9596     42.39
    0.9697     43.08
    0.9798     43.85
    0.9899     44.76
    1.0000     45.88
