#      CDF      prot
#             (days)
    0.0026      0.73
    0.0126      1.97
    0.0227      2.90
    0.0328      3.66
    0.0429      4.32
    0.0529      4.90
    0.0630      5.41
    0.0731      5.88
    0.0832      6.31
    0.0932      6.70
    0.1033      7.07
    0.1134      7.42
    0.1235      7.75
    0.1335      8.06
    0.1436      8.35
    0.1537      8.64
    0.1638      8.91
    0.1738      9.18
    0.1839      9.44
    0.1940      9.69
    0.2041      9.94
    0.2141     10.18
    0.2242     10.42
    0.2343     10.66
    0.2444     10.90
    0.2544     11.14
    0.2645     11.37
    0.2746     11.61
    0.2847     11.84
    0.2947     12.08
    0.3048     12.32
    0.3149     12.55
    0.3250     12.80
    0.3350     13.04
    0.3451     13.28
    0.3552     13.53
    0.3653     13.78
    0.3753     14.03
    0.3854     14.29
    0.3955     14.54
    0.4056     14.80
    0.4156     15.06
    0.4257     15.32
    0.4358     15.58
    0.4459     15.84
    0.4559     16.09
    0.4660     16.35
    0.4761     16.60
    0.4862     16.86
    0.4962     17.11
    0.5063     17.35
    0.5164     17.60
    0.5265     17.84
    0.5365     18.09
    0.5466     18.32
    0.5567     18.56
    0.5668     18.80
    0.5768     19.03
    0.5869     19.26
    0.5970     19.50
    0.6071     19.73
    0.6171     19.96
    0.6272     20.19
    0.6373     20.42
    0.6474     20.65
    0.6574     20.87
    0.6675     21.10
    0.6776     21.33
    0.6877     21.57
    0.6977     21.80
    0.7078     22.03
    0.7179     22.26
    0.7280     22.50
    0.7380     22.74
    0.7481     22.98
    0.7582     23.22
    0.7683     23.46
    0.7783     23.71
    0.7884     23.96
    0.7985     24.21
    0.8086     24.46
    0.8186     24.72
    0.8287     24.99
    0.8388     25.26
    0.8489     25.53
    0.8589     25.82
    0.8690     26.11
    0.8791     26.41
    0.8892     26.72
    0.8992     27.04
    0.9093     27.38
    0.9194     27.75
    0.9295     28.14
    0.9395     28.56
    0.9496     29.04
    0.9597     29.59
    0.9698     30.25
    0.9798     31.13
    0.9899     32.62
    1.0000     40.53
