#      CDF      prot
#             (days)
    0.0030      0.57
    0.0130      1.66
    0.0231      2.50
    0.0332      3.19
    0.0433      3.77
    0.0533      4.28
    0.0634      4.73
    0.0735      5.14
    0.0835      5.52
    0.0936      5.86
    0.1037      6.19
    0.1138      6.50
    0.1238      6.79
    0.1339      7.07
    0.1440      7.34
    0.1540      7.59
    0.1641      7.84
    0.1742      8.08
    0.1843      8.32
    0.1943      8.54
    0.2044      8.77
    0.2145      8.99
    0.2245      9.20
    0.2346      9.41
    0.2447      9.62
    0.2547      9.83
    0.2648     10.03
    0.2749     10.23
    0.2850     10.43
    0.2950     10.63
    0.3051     10.83
    0.3152     11.02
    0.3252     11.22
    0.3353     11.42
    0.3454     11.61
    0.3555     11.81
    0.3655     12.01
    0.3756     12.20
    0.3857     12.40
    0.3957     12.60
    0.4058     12.80
    0.4159     13.00
    0.4260     13.21
    0.4360     13.41
    0.4461     13.62
    0.4562     13.83
    0.4662     14.04
    0.4763     14.25
    0.4864     14.47
    0.4965     14.69
    0.5065     14.91
    0.5166     15.14
    0.5267     15.36
    0.5367     15.59
    0.5468     15.83
    0.5569     16.07
    0.5669     16.31
    0.5770     16.55
    0.5871     16.80
    0.5972     17.06
    0.6072     17.31
    0.6173     17.57
    0.6274     17.84
    0.6374     18.10
    0.6475     18.38
    0.6576     18.65
    0.6677     18.93
    0.6777     19.21
    0.6878     19.50
    0.6979     19.79
    0.7079     20.09
    0.7180     20.39
    0.7281     20.69
    0.7382     21.01
    0.7482     21.32
    0.7583     21.65
    0.7684     21.98
    0.7784     22.31
    0.7885     22.66
    0.7986     23.01
    0.8087     23.38
    0.8187     23.76
    0.8288     24.15
    0.8389     24.56
    0.8489     24.98
    0.8590     25.43
    0.8691     25.90
    0.8791     26.40
    0.8892     26.94
    0.8993     27.52
    0.9094     28.16
    0.9194     28.87
    0.9295     29.68
    0.9396     30.63
    0.9496     31.77
    0.9597     33.15
    0.9698     34.73
    0.9799     36.41
    0.9899     38.12
    1.0000     39.94
