#      CDF      prot
#             (days)
    0.0124      1.04
    0.0224      1.17
    0.0324      1.29
    0.0424      1.41
    0.0523      1.52
    0.0623      1.64
    0.0723      1.75
    0.0823      1.86
    0.0922      1.97
    0.1022      2.08
    0.1122      2.19
    0.1222      2.30
    0.1321      2.40
    0.1421      2.51
    0.1521      2.61
    0.1621      2.72
    0.1720      2.82
    0.1820      2.93
    0.1920      3.03
    0.2020      3.13
    0.2119      3.24
    0.2219      3.34
    0.2319      3.44
    0.2419      3.55
    0.2518      3.65
    0.2618      3.76
    0.2718      3.86
    0.2818      3.97
    0.2918      4.07
    0.3017      4.18
    0.3117      4.29
    0.3217      4.40
    0.3317      4.50
    0.3416      4.62
    0.3516      4.73
    0.3616      4.84
    0.3716      4.95
    0.3815      5.07
    0.3915      5.19
    0.4015      5.31
    0.4115      5.43
    0.4214      5.55
    0.4314      5.68
    0.4414      5.81
    0.4514      5.94
    0.4613      6.07
    0.4713      6.21
    0.4813      6.35
    0.4913      6.49
    0.5012      6.63
    0.5112      6.78
    0.5212      6.94
    0.5312      7.09
    0.5411      7.25
    0.5511      7.42
    0.5611      7.59
    0.5711      7.76
    0.5810      7.94
    0.5910      8.12
    0.6010      8.30
    0.6110      8.49
    0.6209      8.68
    0.6309      8.88
    0.6409      9.07
    0.6509      9.27
    0.6608      9.48
    0.6708      9.68
    0.6808      9.88
    0.6908     10.09
    0.7007     10.29
    0.7107     10.49
    0.7207     10.70
    0.7307     10.90
    0.7406     11.10
    0.7506     11.30
    0.7606     11.50
    0.7706     11.70
    0.7805     11.90
    0.7905     12.10
    0.8005     12.30
    0.8105     12.50
    0.8204     12.69
    0.8304     12.89
    0.8404     13.09
    0.8504     13.29
    0.8603     13.49
    0.8703     13.70
    0.8803     13.90
    0.8903     14.11
    0.9002     14.32
    0.9102     14.53
    0.9202     14.75
    0.9302     14.97
    0.9401     15.20
    0.9501     15.44
    0.9601     15.68
    0.9701     15.93
    0.9800     16.20
    0.9900     16.47
    1.0000     16.77
