#      CDF      prot
#             (days)
    0.0020      0.65
    0.0121      2.76
    0.0222      4.30
    0.0323      5.48
    0.0424      6.43
    0.0524      7.22
    0.0625      7.89
    0.0726      8.48
    0.0827      9.02
    0.0928      9.51
    0.1028      9.96
    0.1129     10.39
    0.1230     10.79
    0.1331     11.18
    0.1432     11.55
    0.1532     11.91
    0.1633     12.26
    0.1734     12.60
    0.1835     12.93
    0.1936     13.26
    0.2036     13.58
    0.2137     13.90
    0.2238     14.22
    0.2339     14.53
    0.2440     14.84
    0.2540     15.14
    0.2641     15.45
    0.2742     15.75
    0.2843     16.05
    0.2944     16.35
    0.3044     16.65
    0.3145     16.95
    0.3246     17.25
    0.3347     17.54
    0.3448     17.83
    0.3548     18.13
    0.3649     18.42
    0.3750     18.71
    0.3851     18.99
    0.3952     19.28
    0.4053     19.57
    0.4153     19.85
    0.4254     20.13
    0.4355     20.42
    0.4456     20.70
    0.4557     20.98
    0.4657     21.26
    0.4758     21.54
    0.4859     21.82
    0.4960     22.10
    0.5061     22.37
    0.5161     22.65
    0.5262     22.93
    0.5363     23.21
    0.5464     23.49
    0.5565     23.77
    0.5665     24.05
    0.5766     24.33
    0.5867     24.62
    0.5968     24.90
    0.6069     25.19
    0.6169     25.49
    0.6270     25.78
    0.6371     26.08
    0.6472     26.38
    0.6573     26.69
    0.6673     27.00
    0.6774     27.32
    0.6875     27.65
    0.6976     27.98
    0.7077     28.31
    0.7177     28.66
    0.7278     29.01
    0.7379     29.37
    0.7480     29.73
    0.7581     30.11
    0.7681     30.49
    0.7782     30.87
    0.7883     31.26
    0.7984     31.66
    0.8085     32.07
    0.8186     32.48
    0.8286     32.89
    0.8387     33.31
    0.8488     33.74
    0.8589     34.18
    0.8690     34.63
    0.8790     35.09
    0.8891     35.56
    0.8992     36.06
    0.9093     36.58
    0.9194     37.15
    0.9294     37.75
    0.9395     38.43
    0.9496     39.22
    0.9597     40.17
    0.9698     41.44
    0.9798     43.47
    0.9899     47.53
    1.0000     54.70
