#      CDF      prot
#             (days)
    0.0049      0.58
    0.0150      1.41
    0.0250      2.21
    0.0351      2.98
    0.0451      3.73
    0.0552      4.47
    0.0652      5.18
    0.0753      5.88
    0.0853      6.56
    0.0954      7.22
    0.1055      7.86
    0.1155      8.48
    0.1256      9.08
    0.1356      9.65
    0.1457     10.21
    0.1557     10.74
    0.1658     11.25
    0.1758     11.75
    0.1859     12.22
    0.1959     12.69
    0.2060     13.13
    0.2160     13.57
    0.2261     13.99
    0.2361     14.40
    0.2462     14.80
    0.2562     15.19
    0.2663     15.58
    0.2763     15.95
    0.2864     16.32
    0.2964     16.69
    0.3065     17.04
    0.3165     17.40
    0.3266     17.75
    0.3366     18.09
    0.3467     18.43
    0.3567     18.77
    0.3668     19.10
    0.3768     19.44
    0.3869     19.77
    0.3969     20.09
    0.4070     20.42
    0.4170     20.75
    0.4271     21.07
    0.4371     21.40
    0.4472     21.73
    0.4572     22.05
    0.4673     22.38
    0.4773     22.70
    0.4874     23.03
    0.4974     23.36
    0.5075     23.69
    0.5175     24.02
    0.5276     24.35
    0.5376     24.69
    0.5477     25.02
    0.5578     25.36
    0.5678     25.70
    0.5779     26.05
    0.5879     26.39
    0.5980     26.74
    0.6080     27.09
    0.6181     27.45
    0.6281     27.80
    0.6382     28.16
    0.6482     28.52
    0.6583     28.89
    0.6683     29.25
    0.6784     29.62
    0.6884     29.99
    0.6985     30.37
    0.7085     30.74
    0.7186     31.11
    0.7286     31.49
    0.7387     31.87
    0.7487     32.25
    0.7588     32.62
    0.7688     33.00
    0.7789     33.38
    0.7889     33.76
    0.7990     34.14
    0.8090     34.52
    0.8191     34.90
    0.8291     35.28
    0.8392     35.66
    0.8492     36.04
    0.8593     36.42
    0.8693     36.80
    0.8794     37.19
    0.8894     37.58
    0.8995     37.98
    0.9095     38.38
    0.9196     38.78
    0.9296     39.20
    0.9397     39.62
    0.9497     40.05
    0.9598     40.49
    0.9698     40.95
    0.9799     41.43
    0.9899     41.93
    1.0000     42.45
