#      CDF      prot
#             (days)
    0.0015      0.52
    0.0116      3.31
    0.0217      6.37
    0.0318      8.37
    0.0419      9.47
    0.0519     10.23
    0.0620     10.83
    0.0721     11.32
    0.0822     11.75
    0.0923     12.14
    0.1024     12.49
    0.1125     12.81
    0.1225     13.11
    0.1326     13.40
    0.1427     13.67
    0.1528     13.94
    0.1629     14.19
    0.1730     14.44
    0.1831     14.68
    0.1931     14.92
    0.2032     15.15
    0.2133     15.38
    0.2234     15.61
    0.2335     15.84
    0.2436     16.07
    0.2537     16.30
    0.2637     16.53
    0.2738     16.76
    0.2839     16.99
    0.2940     17.22
    0.3041     17.46
    0.3142     17.70
    0.3243     17.95
    0.3343     18.20
    0.3444     18.45
    0.3545     18.72
    0.3646     18.98
    0.3747     19.26
    0.3848     19.54
    0.3949     19.83
    0.4049     20.12
    0.4150     20.42
    0.4251     20.73
    0.4352     21.04
    0.4453     21.36
    0.4554     21.67
    0.4655     21.99
    0.4755     22.32
    0.4856     22.64
    0.4957     22.96
    0.5058     23.29
    0.5159     23.61
    0.5260     23.93
    0.5361     24.26
    0.5461     24.58
    0.5562     24.90
    0.5663     25.23
    0.5764     25.55
    0.5865     25.88
    0.5966     26.21
    0.6067     26.54
    0.6167     26.87
    0.6268     27.20
    0.6369     27.54
    0.6470     27.88
    0.6571     28.22
    0.6672     28.56
    0.6773     28.90
    0.6873     29.24
    0.6974     29.58
    0.7075     29.92
    0.7176     30.27
    0.7277     30.61
    0.7378     30.96
    0.7479     31.30
    0.7579     31.65
    0.7680     32.00
    0.7781     32.35
    0.7882     32.70
    0.7983     33.06
    0.8084     33.43
    0.8185     33.80
    0.8285     34.18
    0.8386     34.57
    0.8487     34.98
    0.8588     35.40
    0.8689     35.83
    0.8790     36.29
    0.8891     36.77
    0.8991     37.27
    0.9092     37.81
    0.9193     38.39
    0.9294     39.01
    0.9395     39.69
    0.9496     40.43
    0.9597     41.26
    0.9697     42.21
    0.9798     43.34
    0.9899     44.82
    1.0000     47.28
