#      CDF      prot
#             (days)
    0.0136      0.41
    0.0235      0.76
    0.0335      1.08
    0.0435      1.39
    0.0534      1.68
    0.0634      1.97
    0.0734      2.24
    0.0833      2.51
    0.0933      2.77
    0.1032      3.02
    0.1132      3.27
    0.1232      3.51
    0.1331      3.75
    0.1431      3.99
    0.1531      4.22
    0.1630      4.45
    0.1730      4.68
    0.1830      4.90
    0.1929      5.13
    0.2029      5.35
    0.2129      5.57
    0.2228      5.79
    0.2328      6.01
    0.2427      6.22
    0.2527      6.44
    0.2627      6.65
    0.2726      6.86
    0.2826      7.08
    0.2926      7.29
    0.3025      7.50
    0.3125      7.71
    0.3225      7.91
    0.3324      8.12
    0.3424      8.33
    0.3523      8.54
    0.3623      8.75
    0.3723      8.96
    0.3822      9.16
    0.3922      9.37
    0.4022      9.58
    0.4121      9.79
    0.4221      9.99
    0.4321     10.20
    0.4420     10.41
    0.4520     10.62
    0.4619     10.83
    0.4719     11.04
    0.4819     11.26
    0.4918     11.47
    0.5018     11.68
    0.5118     11.90
    0.5217     12.11
    0.5317     12.33
    0.5417     12.54
    0.5516     12.76
    0.5616     12.98
    0.5716     13.19
    0.5815     13.41
    0.5915     13.63
    0.6014     13.85
    0.6114     14.07
    0.6214     14.29
    0.6313     14.51
    0.6413     14.73
    0.6513     14.95
    0.6612     15.18
    0.6712     15.40
    0.6812     15.62
    0.6911     15.84
    0.7011     16.07
    0.7110     16.29
    0.7210     16.52
    0.7310     16.74
    0.7409     16.97
    0.7509     17.20
    0.7609     17.43
    0.7708     17.67
    0.7808     17.91
    0.7908     18.15
    0.8007     18.39
    0.8107     18.64
    0.8206     18.90
    0.8306     19.16
    0.8406     19.42
    0.8505     19.70
    0.8605     19.99
    0.8705     20.29
    0.8804     20.61
    0.8904     20.94
    0.9004     21.30
    0.9103     21.69
    0.9203     22.11
    0.9303     22.58
    0.9402     23.12
    0.9502     23.76
    0.9601     24.56
    0.9701     25.62
    0.9801     27.22
    0.9900     30.48
    1.0000     51.00
