#      CDF      prot
#             (days)
    0.0040      1.34
    0.0141      2.74
    0.0241      4.06
    0.0342      5.32
    0.0442      6.56
    0.0543      7.78
    0.0644      9.00
    0.0744     10.23
    0.0845     11.46
    0.0945     12.70
    0.1046     13.93
    0.1147     15.16
    0.1247     16.37
    0.1348     17.55
    0.1448     18.70
    0.1549     19.82
    0.1650     20.90
    0.1750     21.92
    0.1851     22.90
    0.1951     23.83
    0.2052     24.71
    0.2153     25.54
    0.2253     26.33
    0.2354     27.07
    0.2454     27.77
    0.2555     28.43
    0.2656     29.05
    0.2756     29.65
    0.2857     30.22
    0.2958     30.76
    0.3058     31.28
    0.3159     31.78
    0.3259     32.26
    0.3360     32.73
    0.3461     33.18
    0.3561     33.61
    0.3662     34.03
    0.3762     34.44
    0.3863     34.84
    0.3964     35.23
    0.4064     35.61
    0.4165     35.98
    0.4265     36.34
    0.4366     36.70
    0.4467     37.05
    0.4567     37.39
    0.4668     37.73
    0.4768     38.07
    0.4869     38.40
    0.4970     38.72
    0.5070     39.04
    0.5171     39.36
    0.5271     39.67
    0.5372     39.98
    0.5473     40.29
    0.5573     40.60
    0.5674     40.90
    0.5775     41.21
    0.5875     41.51
    0.5976     41.81
    0.6076     42.11
    0.6177     42.41
    0.6278     42.71
    0.6378     43.01
    0.6479     43.31
    0.6579     43.61
    0.6680     43.91
    0.6781     44.21
    0.6881     44.51
    0.6982     44.82
    0.7082     45.12
    0.7183     45.43
    0.7284     45.75
    0.7384     46.06
    0.7485     46.38
    0.7585     46.71
    0.7686     47.04
    0.7787     47.37
    0.7887     47.71
    0.7988     48.06
    0.8088     48.42
    0.8189     48.78
    0.8290     49.15
    0.8390     49.53
    0.8491     49.93
    0.8592     50.34
    0.8692     50.76
    0.8793     51.20
    0.8893     51.66
    0.8994     52.15
    0.9095     52.66
    0.9195     53.20
    0.9296     53.78
    0.9396     54.40
    0.9497     55.08
    0.9598     55.82
    0.9698     56.65
    0.9799     57.60
    0.9899     58.70
    1.0000     60.04
