#      CDF      prot
#             (days)
    0.0130      0.58
    0.0230      0.71
    0.0329      0.83
    0.0429      0.95
    0.0529      1.06
    0.0629      1.18
    0.0728      1.30
    0.0828      1.41
    0.0928      1.53
    0.1027      1.64
    0.1127      1.76
    0.1227      1.87
    0.1326      1.98
    0.1426      2.10
    0.1526      2.21
    0.1625      2.32
    0.1725      2.44
    0.1825      2.55
    0.1925      2.67
    0.2024      2.78
    0.2124      2.90
    0.2224      3.02
    0.2323      3.14
    0.2423      3.26
    0.2523      3.38
    0.2622      3.50
    0.2722      3.62
    0.2822      3.75
    0.2922      3.87
    0.3021      4.00
    0.3121      4.14
    0.3221      4.27
    0.3320      4.41
    0.3420      4.54
    0.3520      4.69
    0.3619      4.83
    0.3719      4.98
    0.3819      5.13
    0.3919      5.29
    0.4018      5.45
    0.4118      5.61
    0.4218      5.78
    0.4317      5.95
    0.4417      6.13
    0.4517      6.32
    0.4616      6.51
    0.4716      6.70
    0.4816      6.90
    0.4915      7.10
    0.5015      7.31
    0.5115      7.52
    0.5215      7.74
    0.5314      7.96
    0.5414      8.18
    0.5514      8.40
    0.5613      8.62
    0.5713      8.84
    0.5813      9.06
    0.5912      9.27
    0.6012      9.49
    0.6112      9.70
    0.6212      9.90
    0.6311     10.11
    0.6411     10.31
    0.6511     10.50
    0.6610     10.69
    0.6710     10.88
    0.6810     11.07
    0.6909     11.25
    0.7009     11.43
    0.7109     11.60
    0.7208     11.77
    0.7308     11.94
    0.7408     12.11
    0.7508     12.28
    0.7607     12.44
    0.7707     12.61
    0.7807     12.77
    0.7906     12.93
    0.8006     13.09
    0.8106     13.25
    0.8205     13.41
    0.8305     13.57
    0.8405     13.73
    0.8505     13.89
    0.8604     14.05
    0.8704     14.22
    0.8804     14.38
    0.8903     14.54
    0.9003     14.71
    0.9103     14.88
    0.9202     15.05
    0.9302     15.23
    0.9402     15.41
    0.9502     15.59
    0.9601     15.78
    0.9701     15.97
    0.9801     16.17
    0.9900     16.38
    1.0000     16.60
