#      CDF      prot
#             (days)
    0.0020      0.46
    0.0121      2.23
    0.0222      3.69
    0.0323      4.96
    0.0424      6.05
    0.0524      6.97
    0.0625      7.76
    0.0726      8.46
    0.0827      9.09
    0.0928      9.66
    0.1028     10.19
    0.1129     10.68
    0.1230     11.16
    0.1331     11.61
    0.1432     12.05
    0.1533     12.47
    0.1633     12.88
    0.1734     13.29
    0.1835     13.69
    0.1936     14.07
    0.2037     14.46
    0.2137     14.83
    0.2238     15.20
    0.2339     15.56
    0.2440     15.91
    0.2541     16.26
    0.2641     16.60
    0.2742     16.93
    0.2843     17.26
    0.2944     17.58
    0.3045     17.89
    0.3145     18.19
    0.3246     18.49
    0.3347     18.79
    0.3448     19.07
    0.3549     19.36
    0.3649     19.63
    0.3750     19.91
    0.3851     20.18
    0.3952     20.44
    0.4053     20.70
    0.4153     20.96
    0.4254     21.21
    0.4355     21.47
    0.4456     21.72
    0.4557     21.96
    0.4657     22.21
    0.4758     22.45
    0.4859     22.70
    0.4960     22.94
    0.5061     23.18
    0.5161     23.42
    0.5262     23.66
    0.5363     23.90
    0.5464     24.13
    0.5565     24.37
    0.5665     24.61
    0.5766     24.85
    0.5867     25.09
    0.5968     25.33
    0.6069     25.57
    0.6169     25.81
    0.6270     26.05
    0.6371     26.30
    0.6472     26.54
    0.6573     26.79
    0.6673     27.04
    0.6774     27.28
    0.6875     27.53
    0.6976     27.79
    0.7077     28.04
    0.7178     28.29
    0.7278     28.55
    0.7379     28.81
    0.7480     29.07
    0.7581     29.33
    0.7682     29.60
    0.7782     29.87
    0.7883     30.14
    0.7984     30.42
    0.8085     30.70
    0.8186     30.99
    0.8286     31.28
    0.8387     31.58
    0.8488     31.89
    0.8589     32.20
    0.8690     32.53
    0.8790     32.87
    0.8891     33.23
    0.8992     33.60
    0.9093     34.00
    0.9194     34.42
    0.9294     34.89
    0.9395     35.40
    0.9496     35.98
    0.9597     36.64
    0.9698     37.45
    0.9798     38.49
    0.9899     39.97
    1.0000     42.63
