teff,logg,period
4047.0,4.78,20.76
3926.0,4.87,24.14
3655.0,4.98,23.87
5184.0,4.57,18.77
3633.0,5.0,11.48
5437.0,4.53,7.11
5181.0,4.57,10.36
3922.0,4.86,26.61
5142.0,4.57,15.54
3948.0,4.84,24.58
3988.0,4.83,15.87
5868.0,4.37,6.27
5521.0,4.41,18.24
3848.0,4.9,14.21
4128.0,4.82,26.43
3591.0,5.04,33.45
4788.0,4.61,14.04
3852.0,4.89,26.36
3913.0,4.87,23.61
4139.0,4.78,13.17
4564.0,4.72,29.19
3501.0,5.06,22.38
3606.0,5.02,1.75
5823.0,4.36,9.57
5937.0,4.25,21.89
4872.0,4.61,15.88
5001.0,4.57,22.03
3745.0,4.91,16.73
4082.0,4.93,13.57
5368.0,4.52,15.98
4112.0,4.79,23.94
5645.0,4.45,26.69
3670.0,4.98,26.64
4166.0,4.81,26.05
3907.0,4.86,24.64
3568.0,5.04,2.8
3669.0,4.99,2.8
4964.0,4.59,25.3
5732.0,4.49,10.16
3476.0,5.05,13.86
3481.0,5.09,31.35
3527.0,5.03,9.22
3706.0,4.95,37.04
3526.0,5.04,20.29
6123.0,4.33,3.54
4088.0,4.8,26.08
3688.0,4.98,3.41
3563.0,5.03,2.6
3632.0,5.0,2.22
3536.0,5.05,8.18
3678.0,4.99,21.87
3551.0,5.01,16.3
5671.0,4.46,18.3
5011.0,4.54,22.42
4028.0,4.83,14.38
5400.0,4.53,3.32
5054.0,4.59,8.48
4165.0,4.78,11.43
3982.0,4.84,12.94
3974.0,4.85,27.04
6126.0,4.33,5.95
4887.0,4.6,11.17
5975.0,4.21,3.91
3910.0,4.88,24.69
5098.0,4.57,27.18
5858.0,4.42,12.37
3827.0,4.94,31.57
5297.0,4.55,25.11
5864.0,4.38,14.86
4189.0,4.79,29.77
4092.0,4.89,12.05
4358.0,4.7,11.24
5944.0,4.39,5.03
3538.0,5.07,1.28
4430.0,4.69,26.84
3856.0,4.88,16.12
4060.0,4.83,12.47
3750.0,4.98,15.91
5509.0,4.47,10.48
4813.0,4.63,25.75
4302.0,4.75,22.52
5343.0,4.54,17.66
5809.0,4.45,7.95
4148.0,4.78,29.2
3612.0,5.0,3.28
4094.0,4.82,20.82
3818.0,4.9,16.03
3656.0,4.98,31.66
3638.0,5.03,4.6
3997.0,4.8,13.93
4656.0,4.63,11.42
4120.0,4.89,12.21
5358.0,4.49,17.63
3429.0,5.09,2.31
5061.0,4.58,22.57
4648.0,4.67,10.14
5710.0,4.39,18.99
5778.0,4.38,35.12
3608.0,5.0,15.58
4800.0,4.63,28.74
4208.0,4.76,26.17
4957.0,4.59,26.36
5805.0,4.36,18.76
4428.0,4.68,13.38
3632.0,4.99,19.15
5403.0,4.54,18.68
4025.0,4.81,1.82
4321.0,4.71,12.54
5339.0,4.53,17.47
4539.0,4.67,11.94
5467.0,4.52,9.16
5908.0,4.22,24.52
3805.0,4.9,29.66
3862.0,4.85,1.98
4570.0,4.64,14.73
3766.0,4.94,17.54
4180.0,4.78,23.13
6023.0,4.21,3.84
4112.0,4.8,13.41
5174.0,4.5,9.21
4642.0,4.63,27.18
4522.0,4.64,9.59
3530.0,5.04,29.68
3672.0,4.99,24.09
5223.0,4.54,31.27
4132.0,4.81,22.09
3590.0,5.02,29.79
3496.0,5.04,6.03
4910.0,4.6,20.61
4029.0,4.87,26.31
5978.0,4.38,6.74
4781.0,4.62,26.44
5603.0,4.49,8.14
4903.0,4.55,11.38
5206.0,4.57,29.28
5526.0,4.49,8.47
4154.0,4.77,13.21
3602.0,5.0,4.33
3576.0,5.07,2.14
4903.0,4.6,10.54
4731.0,4.63,11.27
4068.0,4.8,23.02
4173.0,4.76,31.24
4531.0,4.66,12.21
3694.0,5.0,11.53
5151.0,4.55,9.41
5507.0,4.22,26.64
4490.0,4.68,14.2
5451.0,4.51,8.73
5488.0,4.5,7.92
5006.0,4.6,11.03
3792.0,4.88,18.36
4922.0,4.59,10.45
3711.0,4.97,29.43
3555.0,5.03,20.68
3499.0,5.05,1.98
4540.0,4.67,20.27
5106.0,4.58,8.91
4395.0,4.68,11.85
5158.0,4.57,30.12
4196.0,4.77,18.39
4851.0,4.6,11.01
4883.0,4.6,21.74
4286.0,4.74,2.77
4957.0,4.63,25.52
3914.0,4.86,29.79
4176.0,4.78,17.7
3852.0,4.9,23.92
3882.0,4.87,17.4
3477.0,5.06,29.86
4581.0,4.64,36.0
3967.0,4.85,26.46
4121.0,4.79,14.87
3987.0,4.83,31.51
5765.0,4.46,27.2
4363.0,4.72,5.09
5427.0,4.52,17.35
3964.0,4.86,23.89
5103.0,4.58,15.85
4899.0,4.61,25.72
3783.0,4.88,37.04
3653.0,4.96,22.13
3979.0,4.89,10.89
4199.0,4.77,22.39
4285.0,4.72,36.37
3657.0,4.96,18.72
4559.0,4.66,12.05
3598.0,5.01,9.3
4476.0,4.67,21.29
4971.0,4.59,26.43
3896.0,4.89,18.57
5223.0,4.5,9.2
4597.0,4.65,10.16
5073.0,4.57,10.11
5643.0,4.46,17.66
4069.0,4.8,16.88
5944.0,4.31,7.55
3541.0,5.02,20.57
4742.0,4.62,27.02
5234.0,4.52,8.72
5056.0,4.6,20.63
4883.0,4.61,28.6
3576.0,5.04,17.33
3831.0,4.9,22.45
4699.0,4.6,15.74
4037.0,4.82,17.31
5286.0,4.54,15.63
4761.0,4.62,31.08
5991.0,4.25,6.46
3885.0,4.97,30.95
5941.0,4.25,22.2
5896.0,4.34,19.94
5067.0,4.59,35.58
3670.0,5.0,22.73
4576.0,4.64,11.5
3878.0,4.89,4.31
5258.0,4.53,10.34
5476.0,4.49,22.67
4797.0,4.62,13.37
3610.0,4.99,21.05
3840.0,4.91,18.62
4338.0,4.73,12.47
4015.0,4.86,14.37
3612.0,5.0,20.38
5595.0,4.57,19.32
3664.0,4.95,8.45
4802.0,4.62,33.17
5558.0,4.5,8.35
3814.0,4.89,17.21
4148.0,4.82,14.16
3509.0,5.02,7.49
3762.0,4.99,15.96
5307.0,4.56,9.06
4164.0,4.77,26.07
3289.0,5.13,32.94
3813.0,4.9,4.62
4158.0,4.78,32.57
6037.0,4.23,19.04
4895.0,4.6,10.8
3563.0,5.03,20.28
3995.0,4.85,26.39
4804.0,4.62,12.39
3653.0,5.0,24.44
4137.0,4.78,17.01
3888.0,4.88,21.85
5466.0,4.53,9.42
3541.0,5.04,13.16
4873.0,4.61,20.8
4544.0,4.67,13.25
5267.0,4.55,13.42
3431.0,5.14,1.69
4686.0,4.65,26.55
3961.0,4.82,9.44
5608.0,4.47,8.52
3431.0,5.08,32.26
5170.0,4.51,26.05
5899.0,4.29,19.46
5600.0,4.45,3.08
4097.0,4.88,12.1
4002.0,4.85,3.95
5581.0,4.48,22.36
4158.0,4.78,14.24
5113.0,4.56,25.12
6243.0,4.21,1.54
5840.0,4.3,19.84
4065.0,4.8,18.16
3862.0,4.89,19.06
3654.0,4.99,1.48
5340.0,4.53,27.67
4604.0,4.65,21.04
3662.0,4.99,25.93
4823.0,4.62,21.24
5013.0,4.57,22.98
3773.0,4.96,30.73
5720.0,4.36,4.68
5864.0,4.26,27.42
3657.0,4.98,22.74
4727.0,4.63,24.51
4031.0,4.83,33.1
3599.0,5.01,9.34
4574.0,4.64,12.0
3967.0,4.86,30.4
5248.0,4.57,22.62
4891.0,4.6,10.89
4891.0,4.61,26.26
4144.0,4.78,22.5
5806.0,4.38,6.82
3829.0,4.9,24.61
3650.0,4.99,15.98
4090.0,4.78,13.5
3567.0,5.0,19.93
4740.0,4.63,10.37
3636.0,5.0,25.73
4189.0,4.76,20.76
3466.0,5.09,1.95
5862.0,4.36,22.46
5037.0,4.59,26.62
3643.0,4.98,23.98
4051.0,4.99,25.05
5511.0,4.43,29.85
3924.0,4.85,15.75
5929.0,4.21,15.86
5925.0,4.28,7.87
4211.0,4.75,21.7
5963.0,4.2,12.03
4432.0,4.68,14.67
3623.0,4.99,24.78
3711.0,4.99,16.72
5777.0,4.36,14.71
3538.0,5.02,10.17
5257.0,4.54,9.16
4398.0,4.7,13.15
3815.0,4.92,28.69
3517.0,5.05,13.18
4541.0,4.68,14.35
3443.0,5.1,11.24
5803.0,4.23,22.19
3574.0,5.01,25.9
4663.0,4.67,25.67
6056.0,4.32,6.65
3628.0,5.03,33.45
3799.0,4.88,26.33
5402.0,4.54,17.69
3508.0,5.04,30.89
5575.0,4.45,9.48
3753.0,4.93,18.39
4788.0,4.61,14.56
4509.0,4.67,17.26
3967.0,4.84,24.98
5163.0,4.58,23.88
5180.0,4.55,9.34
3732.0,5.02,19.29
5735.0,4.44,36.97
5513.0,4.49,9.1
3903.0,4.86,18.42
4760.0,4.61,11.32
4299.0,4.73,22.9
3618.0,5.03,22.87
4931.0,4.6,23.98
4102.0,4.78,12.27
5784.0,4.4,7.9
3581.0,5.04,4.31
5033.0,4.52,8.86
3562.0,5.04,1.7
4947.0,4.6,16.94
3904.0,4.88,32.35
4394.0,4.69,22.75
3437.0,5.09,24.57
4049.0,4.8,23.76
4693.0,4.62,14.33
4778.0,4.64,22.81
5826.0,4.37,13.41
4005.0,4.82,20.89
4615.0,4.65,26.07
4997.0,4.59,8.02
4192.0,4.79,20.7
4128.0,4.82,35.37
3945.0,4.86,9.11
3671.0,4.94,17.34
3678.0,4.98,33.22
3805.0,4.96,18.93
4054.0,4.81,26.46
3266.0,5.17,11.29
3581.0,5.01,20.83
6180.0,4.29,7.52
4025.0,4.84,13.49
3753.0,4.94,30.14
4099.0,4.81,14.14
5700.0,4.47,22.89
5409.0,4.53,25.19
4688.0,4.64,13.53
5650.0,4.43,30.87
5544.0,4.48,24.11
3879.0,4.9,26.36
3575.0,5.04,3.93
3440.0,5.08,2.28
4137.0,4.8,19.12
3759.0,4.92,26.38
3566.0,5.01,13.88
6065.0,4.25,20.65
3628.0,5.0,1.96
4418.0,4.68,11.1
3840.0,4.9,26.02
3543.0,5.05,2.04
6009.0,4.28,4.34
3611.0,5.02,7.89
3983.0,4.84,9.16
3493.0,5.05,6.55
3688.0,4.98,14.39
3548.0,5.02,19.42
3486.0,5.05,1.75
4840.0,4.6,20.27
4772.0,4.63,11.47
4052.0,4.81,19.75
5158.0,4.6,30.21
4456.0,4.7,28.37
3602.0,5.02,20.44
4994.0,4.59,24.93
3302.0,5.12,4.84
4607.0,4.66,27.35
3740.0,4.93,20.14
3919.0,4.86,19.02
4803.0,4.63,22.72
4716.0,4.62,11.35
4022.0,4.8,15.44
3491.0,5.04,29.6
4542.0,4.66,18.44
4633.0,4.65,23.71
3642.0,5.0,29.74
4191.0,4.76,16.04
4713.0,4.64,28.53
4130.0,4.9,17.09
5173.0,4.58,20.39
5177.0,4.5,12.55
3472.0,5.06,2.34
4168.0,4.78,16.99
3592.0,5.02,2.0
5433.0,4.53,8.84
3873.0,4.88,5.17
3527.0,5.03,22.67
4648.0,4.66,8.5
4248.0,4.75,13.21
4034.0,4.83,27.28
5284.0,4.53,30.98
4160.0,4.78,18.73
5112.0,4.57,20.52
5251.0,4.5,13.55
4164.0,4.8,14.16
4927.0,4.6,21.89
4188.0,4.76,12.07
4988.0,4.58,27.45
4907.0,4.63,35.9
5324.0,4.54,25.44
6110.0,4.28,31.97
3427.0,5.11,2.2
3759.0,4.93,3.94
3681.0,4.97,17.59
3841.0,4.9,15.63
4937.0,4.6,21.41
3652.0,4.99,35.25
3846.0,4.9,31.06
3688.0,5.01,34.43
3413.0,5.11,18.98
3743.0,4.99,25.67
3915.0,4.86,24.37
4395.0,4.72,24.44
3835.0,4.93,2.36
6059.0,4.22,4.35
5434.0,4.5,9.51
4149.0,4.79,35.94
3908.0,4.87,19.12
5856.0,4.35,7.87
4156.0,4.77,12.16
3909.0,4.89,21.68
5100.0,4.56,20.72
3897.0,4.86,17.39
4396.0,4.7,12.07
5420.0,4.52,17.42
3754.0,4.93,25.96
5133.0,4.54,23.99
4160.0,4.77,16.12
3579.0,5.01,10.17
3601.0,5.02,28.92
4820.0,4.61,25.54
3688.0,5.01,20.42
5872.0,4.41,8.02
4440.0,4.73,26.24
4503.0,4.7,27.86
4036.0,4.85,13.08
4201.0,4.76,22.16
3896.0,4.88,15.69
3817.0,4.89,18.74
6066.0,4.33,5.47
4988.0,4.59,10.13
5267.0,4.55,26.52
3561.0,5.03,32.12
5746.0,4.4,24.62
5199.0,4.59,32.9
6033.0,4.2,17.17
3924.0,4.85,26.49
4048.0,4.8,26.48
3522.0,5.04,21.24
3610.0,4.99,21.06
3704.0,4.94,15.44
5117.0,4.56,19.09
5134.0,4.57,18.62
3584.0,5.01,22.71
3498.0,5.06,29.03
4134.0,4.78,33.53
5226.0,4.57,27.23
4624.0,4.63,12.6
4103.0,4.8,33.97
4526.0,4.64,20.13
4289.0,4.72,27.23
3375.0,5.1,27.65
3431.0,5.09,1.95
3384.0,5.09,8.41
4186.0,4.78,14.91
5987.0,4.27,24.35
3947.0,4.86,18.14
5337.0,4.53,28.32
4685.0,4.64,11.1
4387.0,4.74,17.54
3454.0,5.1,12.48
3712.0,4.96,20.22
4581.0,4.66,28.74
4931.0,4.6,20.52
4520.0,4.71,27.3
5370.0,4.52,4.2
3841.0,4.89,12.31
5658.0,4.42,17.5
4398.0,4.7,18.73
5694.0,4.44,8.8
3824.0,4.9,15.87
3677.0,4.99,24.93
4430.0,4.68,24.44
4042.0,4.82,23.8
4007.0,4.81,19.11
5448.0,4.52,18.3
4044.0,4.82,21.45
3761.0,4.94,22.3
4064.0,4.82,20.9
4979.0,4.6,8.64
4028.0,4.82,17.47
3874.0,4.9,3.11
4257.0,4.78,22.35
4507.0,4.7,2.19
6197.0,4.34,3.64
3866.0,4.86,28.15
5796.0,4.32,27.05
3646.0,4.97,18.57
3682.0,4.97,16.84
5225.0,4.57,35.96
4004.0,4.82,24.06
3832.0,4.86,5.95
4783.0,4.62,17.01
3648.0,5.03,24.14
3506.0,5.05,17.01
6150.0,4.3,1.73
6157.0,4.25,6.18
5015.0,4.58,22.28
3844.0,4.86,18.4
4779.0,4.62,9.48
5049.0,4.59,18.51
4760.0,4.62,12.5
5739.0,4.45,28.51
5134.0,4.57,22.88
5434.0,4.53,24.7
5216.0,4.46,30.69
5448.0,4.5,11.06
3633.0,5.01,26.24
3886.0,4.87,23.73
4116.0,4.86,22.84
5097.0,4.58,11.94
3782.0,4.93,23.93
3996.0,4.86,2.22
4708.0,4.63,17.53
3834.0,4.91,14.96
4426.0,4.68,18.91
5123.0,4.55,34.22
3921.0,4.88,13.58
6011.0,4.23,16.15
5065.0,4.55,9.98
3532.0,5.05,1.35
4109.0,4.78,1.54
4789.0,4.62,11.0
5273.0,4.56,12.43
5411.0,4.49,33.72
5250.0,4.56,13.28
3777.0,4.9,19.17
5665.0,4.44,8.68
4087.0,4.79,14.5
3931.0,4.84,8.53
5922.0,4.33,7.26
4014.0,4.85,14.2
3550.0,5.03,4.72
4437.0,4.74,18.9
5403.0,4.53,9.19
5146.0,4.58,28.1
3605.0,4.98,27.96
5060.0,4.56,29.44
3559.0,4.99,18.46
3884.0,4.88,18.86
3831.0,4.89,21.79
3601.0,5.01,6.51
3730.0,4.96,16.81
3635.0,4.99,21.1
4826.0,4.62,15.52
3559.0,5.04,30.14
4412.0,4.69,7.27
5760.0,4.41,18.66
3581.0,5.02,22.19
4017.0,4.83,4.99
3662.0,4.95,22.81
3865.0,4.88,14.87
3646.0,4.97,18.71
3620.0,4.99,7.33
3776.0,4.91,35.76
3523.0,5.06,2.13
4635.0,4.66,15.61
4073.0,4.82,24.1
5041.0,4.58,28.69
4159.0,4.77,14.5
4693.0,4.64,21.74
3639.0,5.01,21.06
3653.0,4.99,17.54
3382.0,5.11,22.82
3845.0,4.89,7.36
4747.0,4.64,22.18
3784.0,4.94,31.4
4764.0,4.63,23.04
5216.0,4.42,9.26
3694.0,4.95,24.01
5126.0,4.57,19.89
3583.0,5.02,9.39
4047.0,4.84,17.55
4361.0,4.71,19.05
3276.0,5.16,34.02
5035.0,4.54,24.72
3618.0,4.98,18.9
3718.0,4.94,21.09
3448.0,5.09,14.78
3880.0,4.88,14.19
6055.0,4.21,13.03
4148.0,4.85,25.88
5848.0,4.31,6.02
4709.0,4.61,36.86
3958.0,4.84,16.75
3943.0,4.85,3.66
5626.0,4.48,9.22
3548.0,5.04,6.15
4913.0,4.6,10.64
5573.0,4.44,14.16
4975.0,4.6,9.37
3781.0,4.91,20.84
4106.0,4.78,1.82
3868.0,4.88,3.57
4244.0,4.77,25.9
3782.0,4.88,8.55
4628.0,4.65,22.27
3772.0,4.91,30.76
3698.0,4.98,7.34
6045.0,4.33,7.01
3689.0,4.97,6.83
3610.0,4.96,7.24
4970.0,4.58,17.65
3665.0,4.98,27.13
3910.0,4.86,21.87
3830.0,4.91,27.61
6134.0,4.28,20.07
5164.0,4.57,22.65
3933.0,4.84,20.47
4302.0,4.74,22.26
5241.0,4.56,17.49
3600.0,4.99,11.27
4181.0,4.75,30.97
4781.0,4.62,9.45
3844.0,4.86,17.4
3540.0,5.01,18.11
5131.0,4.55,24.17
5111.0,4.59,24.69
3837.0,4.9,14.74
4547.0,4.67,23.43
4260.0,4.74,16.07
4707.0,4.62,10.57
3580.0,5.07,16.9
5842.0,4.42,18.59
5729.0,4.33,13.59
4171.0,4.77,18.78
4727.0,4.63,12.06
4532.0,4.67,11.25
4652.0,4.65,28.61
4169.0,4.79,33.47
3596.0,5.0,21.1
4180.0,4.77,14.48
5190.0,4.57,28.31
3711.0,4.96,16.84
3627.0,5.02,17.28
3894.0,4.88,26.51
5871.0,4.4,8.7
4102.0,4.78,4.76
5095.0,4.58,27.61
3422.0,5.13,3.09
5212.0,4.53,22.11
5078.0,4.59,10.08
4138.0,4.78,17.57
3506.0,5.05,5.26
4856.0,4.62,23.22
3790.0,4.91,25.13
3477.0,5.1,6.16
5168.0,4.61,21.79
4032.0,4.84,13.24
4376.0,4.71,20.74
4376.0,4.73,24.39
3648.0,4.99,23.89
3758.0,4.92,14.58
3648.0,4.99,33.64
5568.0,4.49,20.13
3772.0,4.89,30.9
5836.0,4.46,25.21
3863.0,4.89,15.52
3875.0,4.85,34.61
3819.0,4.94,20.32
4038.0,4.81,24.27
4153.0,4.78,24.93
5382.0,4.49,9.23
3679.0,4.96,26.16
3572.0,5.0,31.78
3711.0,4.97,24.16
5448.0,4.51,27.81
4492.0,4.66,12.31
3536.0,5.03,17.09
3875.0,4.88,36.39
3616.0,5.0,1.62
4857.0,4.61,19.28
3579.0,5.02,1.7
3851.0,4.88,23.91
4210.0,4.74,22.41
4904.0,4.6,22.25
3502.0,5.03,34.35
3678.0,4.94,25.45
3551.0,5.03,1.75
3783.0,4.93,2.77
5524.0,4.5,16.74
5356.0,4.54,17.11
3633.0,5.0,17.0
3734.0,4.96,27.99
4727.0,4.63,17.65
5532.0,4.49,3.79
5212.0,4.54,17.28
4285.0,4.75,20.18
3689.0,4.97,18.45
5446.0,4.52,26.65
5178.0,4.55,18.26
3793.0,4.93,27.07
5887.0,4.33,29.28
5033.0,4.58,26.48
5049.0,4.59,17.28
6047.0,4.23,23.83
3346.0,5.14,27.43
5441.0,4.55,28.0
5073.0,4.57,21.02
3605.0,5.02,28.95
3819.0,4.94,24.19
5267.0,4.58,28.62
3771.0,4.91,26.57
3712.0,4.97,31.65
4340.0,4.72,11.23
4053.0,4.83,26.42
3932.0,4.85,29.17
5464.0,4.51,35.6
4087.0,4.8,14.62
4141.0,4.78,1.23
4978.0,4.6,12.21
4886.0,4.61,32.88
3920.0,4.86,20.08
6143.0,4.26,22.75
3638.0,4.98,32.95
3708.0,4.94,20.02
3747.0,4.89,26.97
3876.0,4.88,2.32
4990.0,4.6,2.32
5617.0,4.48,24.74
3553.0,5.02,4.45
6239.0,4.22,20.46
4980.0,4.6,27.23
3826.0,4.94,26.94
5170.0,4.58,20.87
4781.0,4.62,29.65
4444.0,4.67,18.8
5132.0,4.54,10.16
3769.0,4.95,31.61
5120.0,4.58,29.41
4744.0,4.61,29.64
3548.0,5.02,15.46
4294.0,4.72,22.75
3576.0,5.02,28.28
5190.0,4.56,21.27
5743.0,4.42,22.47
3644.0,5.0,36.47
4971.0,4.61,22.7
4095.0,4.81,14.0
4593.0,4.67,20.14
3812.0,4.9,24.38
5063.0,4.59,25.07
5938.0,4.35,25.41
5135.0,4.57,12.08
3748.0,4.92,18.85
4973.0,4.59,18.84
3656.0,5.0,25.0
4601.0,4.65,22.1
5930.0,4.34,5.96
3562.0,5.03,30.56
5108.0,4.57,14.59
3593.0,5.0,14.71
3649.0,4.99,26.6
3657.0,4.98,23.95
4996.0,4.56,12.03
3615.0,4.99,10.14
3528.0,5.07,6.56
3757.0,4.96,29.33
3921.0,4.84,33.01
3747.0,5.16,35.48
4999.0,4.58,31.16
5978.0,4.28,7.46
4135.0,4.88,29.7
6234.0,4.28,4.95
5077.0,4.56,16.81
5645.0,4.51,17.11
5858.0,4.28,11.11
3943.0,4.86,28.8
5091.0,4.57,16.71
4064.0,4.84,26.56
4834.0,4.68,32.16
5234.0,4.55,34.53
3664.0,4.98,3.94
5784.0,4.39,4.67
4030.0,4.82,5.67
5096.0,4.55,17.37
5296.0,4.54,20.76
4154.0,4.77,32.04
4688.0,4.63,30.31
5149.0,4.53,16.17
4943.0,4.59,28.97
3315.0,5.12,7.85
5538.0,4.49,20.9
5120.0,4.56,19.85
5013.0,4.62,31.56
3639.0,4.98,33.19
5569.0,4.57,29.4
3628.0,5.07,28.78
3849.0,4.89,20.04
5539.0,4.49,32.24
5645.0,4.46,19.99
4526.0,4.69,35.42
4855.0,4.61,20.12
5147.0,4.57,22.8
3539.0,5.03,22.62
5653.0,4.5,4.79
3378.0,5.14,35.94
3590.0,5.0,24.56
3919.0,4.88,6.16
5095.0,4.57,17.29
3558.0,5.02,1.82
3962.0,4.86,6.06
3777.0,5.01,29.43
3838.0,4.93,33.03
3851.0,4.88,18.9
3757.0,4.94,15.46
5198.0,4.56,25.88
4972.0,4.59,25.13
5089.0,4.58,23.83
4098.0,4.79,28.59
4087.0,4.81,26.55
4377.0,4.7,23.93
3498.0,5.07,22.95
5125.0,4.57,34.54
3619.0,5.02,32.21
4965.0,4.6,31.92
3959.0,4.84,33.52
3994.0,4.84,18.41
4951.0,4.57,29.58
5004.0,4.57,22.64
4798.0,4.63,32.06
4960.0,4.6,30.25
5536.0,4.5,24.08
3966.0,4.84,25.82
4909.0,4.61,11.18
4751.0,4.65,36.18
4821.0,4.62,18.76
5048.0,4.58,33.3
4094.0,4.8,25.07
5070.0,4.59,11.45
5584.0,4.57,34.35
4086.0,4.79,30.79
4646.0,4.81,24.38
3896.0,4.86,29.86
3778.0,4.91,28.8
3794.0,4.91,23.62
4019.0,4.8,33.22
3424.0,5.07,27.14
4664.0,4.65,12.4
5541.0,4.48,27.75
4123.0,4.78,23.37
4378.0,4.72,26.38
3321.0,5.1,29.39
3970.0,4.98,20.66
5122.0,4.55,23.88
5070.0,4.56,13.35
3683.0,4.99,27.52
3784.0,4.96,7.7
4805.0,4.61,24.09
3950.0,4.91,23.02
4155.0,4.77,12.45
4430.0,4.69,9.91
3582.0,5.11,3.74
3970.0,4.83,27.16
3888.0,4.89,23.08
4691.0,4.64,32.62
5182.0,4.55,15.66
3589.0,5.01,35.49
3850.0,4.87,7.85
3570.0,5.05,24.0
4785.0,4.61,24.05
3668.0,4.97,30.03
3587.0,5.03,35.94
4177.0,4.77,24.53
4542.0,4.91,36.33
5118.0,4.58,22.99
5910.0,4.32,28.88
3853.0,4.87,31.82
4931.0,4.58,23.79
4764.0,4.63,27.14
6216.0,4.33,29.0
5527.0,4.51,22.01
3528.0,5.04,30.9
3597.0,5.03,28.43
3908.0,4.84,2.58
4146.0,4.79,29.85
3602.0,5.01,14.44
5616.0,4.35,4.21
3544.0,5.02,10.45
4919.0,4.63,18.48
3617.0,5.01,3.93
4700.0,4.64,23.89
3818.0,4.9,27.73
4792.0,4.63,5.04
3746.0,4.96,28.7
3914.0,4.87,1.62
4531.0,4.68,15.76
4985.0,4.59,30.02
5079.0,4.59,8.81
3492.0,5.03,32.77
3583.0,5.01,4.03
4120.0,4.8,35.15
4532.0,4.68,11.33
5602.0,4.51,34.21
5948.0,4.42,10.42
4800.0,4.62,8.72
3602.0,4.97,22.22
3538.0,5.04,29.93
3631.0,4.99,24.42
5319.0,4.53,17.24
3698.0,4.97,26.19
3548.0,5.07,2.35
5283.0,4.53,25.75
4696.0,4.62,13.33
4925.0,4.61,31.04
5187.0,4.59,25.2
5133.0,4.57,24.92
5710.0,4.44,4.78
3401.0,5.09,3.74
4133.0,4.79,18.36
3613.0,5.0,16.13
3867.0,4.87,19.14
4540.0,4.64,28.15
4394.0,4.7,17.18
3711.0,4.97,35.61
5065.0,4.55,25.29
3719.0,4.99,23.15
5174.0,4.57,23.03
5336.0,4.54,5.52
4986.0,4.6,1.32
5719.0,4.44,24.55
4172.0,4.77,13.0
4338.0,4.71,28.57
3939.0,4.85,18.37
4153.0,4.78,6.77
3504.0,5.07,2.11
3748.0,4.93,22.55
5468.0,4.52,28.19
3704.0,4.96,35.7
5796.0,4.44,21.11
4918.0,4.62,30.49
4109.0,4.8,31.38
3695.0,4.95,31.37
3983.0,4.84,17.13
5114.0,4.57,14.42
4738.0,4.64,19.23
3373.0,5.08,21.42
3998.0,4.84,22.16
5222.0,4.56,33.58
4598.0,4.7,24.57
4160.0,4.77,20.18
3759.0,4.92,36.53
4889.0,4.6,26.52
5379.0,4.55,28.03
4043.0,4.83,6.85
5309.0,4.54,27.11
5321.0,4.39,27.39
3626.0,4.99,22.33
3449.0,5.08,5.94
5475.0,4.49,11.22
3707.0,4.94,31.23
5557.0,4.52,11.09
5457.0,4.53,24.41
5286.0,4.53,9.47
5759.0,4.47,4.39
4079.0,4.8,23.6
3654.0,4.98,31.68
4022.0,4.85,21.19
3760.0,4.93,15.71
5344.0,4.53,34.58
3534.0,5.0,22.68
3999.0,4.84,26.74
3626.0,4.99,4.3
3520.0,5.03,2.28
5889.0,4.31,15.13
5481.0,4.47,3.98
5065.0,4.59,31.19
4139.0,4.78,11.03
4043.0,4.83,32.6
5119.0,4.56,13.12
4598.0,4.65,26.56
5955.0,4.25,15.19
3850.0,4.89,35.28
3501.0,5.05,22.19
4083.0,4.79,20.91
5301.0,4.52,12.12
4329.0,4.77,22.36
3930.0,4.87,20.52
4628.0,4.66,21.0
3839.0,4.91,19.12
3718.0,4.99,30.08
3873.0,4.89,20.11
5020.0,4.59,28.35
3497.0,5.05,32.78
5116.0,4.55,29.35
5270.0,4.51,20.5
4820.0,4.61,24.01
4038.0,4.83,31.85
3731.0,4.94,35.92
3903.0,4.87,15.56
3595.0,5.02,31.16
3592.0,5.01,22.29
3814.0,4.89,17.18
4177.0,4.76,19.3
5366.0,4.54,19.93
3604.0,4.99,35.29
5019.0,4.59,30.45
4553.0,4.65,15.64
5662.0,4.46,27.14
4320.0,4.72,24.19
3671.0,4.98,27.47
3826.0,4.9,27.81
4664.0,4.65,35.0
3377.0,5.1,36.96
4881.0,4.6,22.82
5031.0,4.5,22.37
3697.0,4.95,35.78
4960.0,4.59,26.76
5735.0,4.45,33.23
4466.0,4.69,22.44
3613.0,4.99,29.24
5607.0,4.5,5.98
5726.0,4.43,4.78
4163.0,4.77,7.36
4700.0,4.63,9.43
3640.0,4.99,34.76
5899.0,4.4,30.31
5654.0,4.46,21.12
3678.0,4.98,19.9
4680.0,4.64,28.24
3920.0,4.86,34.34
5098.0,4.64,24.3
4537.0,4.67,22.6
5097.0,4.56,14.54
3469.0,5.04,31.28
3569.0,4.99,16.75
3959.0,4.85,21.09
5848.0,4.39,22.33
3923.0,4.86,32.48
4146.0,4.79,15.58
5354.0,4.44,19.03
3990.0,4.83,30.22
3483.0,5.05,22.19
