#      CDF      prot
#             (days)
    0.0039      2.25
    0.0139      3.12
    0.0240      3.94
    0.0341      4.72
    0.0441      5.48
    0.0542      6.22
    0.0643      6.95
    0.0743      7.67
    0.0844      8.38
    0.0944      9.06
    0.1045      9.72
    0.1146     10.34
    0.1246     10.92
    0.1347     11.47
    0.1448     11.99
    0.1548     12.47
    0.1649     12.92
    0.1749     13.34
    0.1850     13.74
    0.1951     14.11
    0.2051     14.47
    0.2152     14.81
    0.2252     15.13
    0.2353     15.45
    0.2454     15.75
    0.2554     16.04
    0.2655     16.32
    0.2756     16.59
    0.2856     16.86
    0.2957     17.12
    0.3057     17.37
    0.3158     17.62
    0.3259     17.86
    0.3359     18.10
    0.3460     18.34
    0.3560     18.57
    0.3661     18.80
    0.3762     19.03
    0.3862     19.25
    0.3963     19.47
    0.4064     19.69
    0.4164     19.91
    0.4265     20.13
    0.4365     20.35
    0.4466     20.56
    0.4567     20.78
    0.4667     20.99
    0.4768     21.21
    0.4869     21.42
    0.4969     21.64
    0.5070     21.85
    0.5170     22.07
    0.5271     22.28
    0.5372     22.50
    0.5472     22.72
    0.5573     22.93
    0.5673     23.15
    0.5774     23.38
    0.5875     23.60
    0.5975     23.82
    0.6076     24.05
    0.6177     24.28
    0.6277     24.51
    0.6378     24.75
    0.6478     24.98
    0.6579     25.22
    0.6680     25.46
    0.6780     25.71
    0.6881     25.96
    0.6981     26.21
    0.7082     26.46
    0.7183     26.72
    0.7283     26.98
    0.7384     27.25
    0.7485     27.52
    0.7585     27.80
    0.7686     28.08
    0.7786     28.36
    0.7887     28.66
    0.7988     28.95
    0.8088     29.25
    0.8189     29.56
    0.8290     29.88
    0.8390     30.20
    0.8491     30.53
    0.8591     30.87
    0.8692     31.22
    0.8793     31.58
    0.8893     31.95
    0.8994     32.34
    0.9094     32.74
    0.9195     33.15
    0.9296     33.58
    0.9396     34.04
    0.9497     34.52
    0.9598     35.03
    0.9698     35.59
    0.9799     36.19
    0.9899     36.86
    1.0000     37.62
