#      CDF      prot
#             (days)
    0.0033      0.77
    0.0134      1.89
    0.0235      2.72
    0.0335      3.41
    0.0436      4.01
    0.0537      4.55
    0.0637      5.05
    0.0738      5.52
    0.0839      5.96
    0.0939      6.39
    0.1040      6.81
    0.1141      7.23
    0.1241      7.63
    0.1342      8.04
    0.1443      8.45
    0.1543      8.86
    0.1644      9.27
    0.1745      9.68
    0.1845     10.10
    0.1946     10.52
    0.2047     10.93
    0.2147     11.34
    0.2248     11.74
    0.2349     12.13
    0.2449     12.51
    0.2550     12.88
    0.2651     13.23
    0.2751     13.57
    0.2852     13.89
    0.2953     14.20
    0.3053     14.50
    0.3154     14.79
    0.3255     15.07
    0.3355     15.34
    0.3456     15.61
    0.3557     15.86
    0.3657     16.11
    0.3758     16.35
    0.3859     16.59
    0.3960     16.82
    0.4060     17.05
    0.4161     17.27
    0.4262     17.49
    0.4362     17.71
    0.4463     17.92
    0.4564     18.14
    0.4664     18.35
    0.4765     18.56
    0.4866     18.76
    0.4966     18.97
    0.5067     19.18
    0.5168     19.38
    0.5268     19.58
    0.5369     19.79
    0.5470     19.99
    0.5570     20.20
    0.5671     20.40
    0.5772     20.61
    0.5872     20.81
    0.5973     21.02
    0.6074     21.23
    0.6174     21.44
    0.6275     21.65
    0.6376     21.86
    0.6476     22.07
    0.6577     22.29
    0.6678     22.50
    0.6778     22.72
    0.6879     22.94
    0.6980     23.15
    0.7080     23.37
    0.7181     23.60
    0.7282     23.82
    0.7382     24.04
    0.7483     24.27
    0.7584     24.50
    0.7684     24.73
    0.7785     24.96
    0.7886     25.20
    0.7987     25.43
    0.8087     25.68
    0.8188     25.92
    0.8289     26.17
    0.8389     26.43
    0.8490     26.70
    0.8591     26.97
    0.8691     27.25
    0.8792     27.55
    0.8893     27.86
    0.8993     28.19
    0.9094     28.55
    0.9195     28.93
    0.9295     29.36
    0.9396     29.85
    0.9497     30.44
    0.9597     31.18
    0.9698     32.27
    0.9799     34.52
    0.9899     41.12
    1.0000     48.91
