#      CDF      prot
#             (days)
    0.0012      1.96
    0.0113      5.00
    0.0213      7.09
    0.0314      8.47
    0.0415      9.45
    0.0516     10.22
    0.0617     10.86
    0.0718     11.41
    0.0819     11.90
    0.0920     12.34
    0.1021     12.75
    0.1121     13.13
    0.1222     13.49
    0.1323     13.83
    0.1424     14.15
    0.1525     14.46
    0.1626     14.76
    0.1727     15.05
    0.1828     15.33
    0.1929     15.61
    0.2029     15.87
    0.2130     16.13
    0.2231     16.39
    0.2332     16.64
    0.2433     16.89
    0.2534     17.13
    0.2635     17.37
    0.2736     17.61
    0.2837     17.84
    0.2938     18.07
    0.3038     18.30
    0.3139     18.53
    0.3240     18.76
    0.3341     18.99
    0.3442     19.22
    0.3543     19.44
    0.3644     19.67
    0.3745     19.89
    0.3846     20.11
    0.3946     20.34
    0.4047     20.56
    0.4148     20.79
    0.4249     21.01
    0.4350     21.24
    0.4451     21.46
    0.4552     21.69
    0.4653     21.92
    0.4754     22.15
    0.4854     22.38
    0.4955     22.62
    0.5056     22.85
    0.5157     23.09
    0.5258     23.33
    0.5359     23.57
    0.5460     23.82
    0.5561     24.07
    0.5662     24.32
    0.5763     24.58
    0.5863     24.84
    0.5964     25.11
    0.6065     25.38
    0.6166     25.65
    0.6267     25.94
    0.6368     26.23
    0.6469     26.52
    0.6570     26.83
    0.6671     27.14
    0.6771     27.46
    0.6872     27.79
    0.6973     28.12
    0.7074     28.47
    0.7175     28.82
    0.7276     29.18
    0.7377     29.55
    0.7478     29.92
    0.7579     30.30
    0.7679     30.68
    0.7780     31.06
    0.7881     31.44
    0.7982     31.83
    0.8083     32.21
    0.8184     32.60
    0.8285     32.98
    0.8386     33.37
    0.8487     33.75
    0.8588     34.14
    0.8688     34.54
    0.8789     34.94
    0.8890     35.35
    0.8991     35.77
    0.9092     36.21
    0.9193     36.67
    0.9294     37.15
    0.9395     37.68
    0.9496     38.26
    0.9596     38.91
    0.9697     39.68
    0.9798     40.64
    0.9899     41.96
    1.0000     44.23
