#      CDF      prot
#             (days)
    0.0024      0.25
    0.0125      2.12
    0.0225      3.57
    0.0326      4.69
    0.0427      5.58
    0.0528      6.31
    0.0628      6.93
    0.0729      7.48
    0.0830      7.98
    0.0931      8.44
    0.1031      8.88
    0.1132      9.29
    0.1233      9.69
    0.1334     10.08
    0.1435     10.46
    0.1535     10.84
    0.1636     11.21
    0.1737     11.58
    0.1838     11.95
    0.1938     12.32
    0.2039     12.69
    0.2140     13.06
    0.2241     13.43
    0.2341     13.79
    0.2442     14.14
    0.2543     14.49
    0.2644     14.83
    0.2745     15.16
    0.2845     15.48
    0.2946     15.79
    0.3047     16.09
    0.3148     16.38
    0.3248     16.67
    0.3349     16.95
    0.3450     17.21
    0.3551     17.48
    0.3651     17.73
    0.3752     17.98
    0.3853     18.23
    0.3954     18.47
    0.4055     18.71
    0.4155     18.94
    0.4256     19.17
    0.4357     19.39
    0.4458     19.62
    0.4558     19.84
    0.4659     20.06
    0.4760     20.27
    0.4861     20.49
    0.4962     20.71
    0.5062     20.92
    0.5163     21.13
    0.5264     21.35
    0.5365     21.56
    0.5465     21.77
    0.5566     21.99
    0.5667     22.20
    0.5768     22.42
    0.5868     22.63
    0.5969     22.85
    0.6070     23.07
    0.6171     23.29
    0.6272     23.52
    0.6372     23.74
    0.6473     23.97
    0.6574     24.20
    0.6675     24.44
    0.6775     24.68
    0.6876     24.92
    0.6977     25.17
    0.7078     25.42
    0.7178     25.68
    0.7279     25.94
    0.7380     26.20
    0.7481     26.47
    0.7582     26.75
    0.7682     27.03
    0.7783     27.31
    0.7884     27.60
    0.7985     27.89
    0.8085     28.19
    0.8186     28.49
    0.8287     28.80
    0.8388     29.12
    0.8488     29.44
    0.8589     29.76
    0.8690     30.10
    0.8791     30.44
    0.8892     30.80
    0.8992     31.16
    0.9093     31.55
    0.9194     31.96
    0.9295     32.39
    0.9395     32.86
    0.9496     33.39
    0.9597     33.99
    0.9698     34.72
    0.9798     35.70
    0.9899     37.32
    1.0000     54.72
