#      CDF      prot
#             (days)
    0.0019      0.23
    0.0120      1.92
    0.0221      2.98
    0.0322      3.78
    0.0423      4.44
    0.0523      5.01
    0.0624      5.52
    0.0725      6.00
    0.0826      6.44
    0.0927      6.85
    0.1027      7.25
    0.1128      7.63
    0.1229      7.99
    0.1330      8.35
    0.1431      8.69
    0.1532      9.03
    0.1632      9.36
    0.1733      9.68
    0.1834     10.00
    0.1935     10.31
    0.2036     10.61
    0.2136     10.92
    0.2237     11.22
    0.2338     11.52
    0.2439     11.81
    0.2540     12.10
    0.2641     12.39
    0.2741     12.67
    0.2842     12.95
    0.2943     13.23
    0.3044     13.50
    0.3145     13.77
    0.3245     14.04
    0.3346     14.29
    0.3447     14.55
    0.3548     14.79
    0.3649     15.04
    0.3749     15.28
    0.3850     15.51
    0.3951     15.74
    0.4052     15.96
    0.4153     16.18
    0.4254     16.40
    0.4354     16.62
    0.4455     16.83
    0.4556     17.04
    0.4657     17.24
    0.4758     17.45
    0.4858     17.65
    0.4959     17.85
    0.5060     18.05
    0.5161     18.25
    0.5262     18.45
    0.5363     18.65
    0.5463     18.85
    0.5564     19.05
    0.5665     19.25
    0.5766     19.45
    0.5867     19.65
    0.5967     19.86
    0.6068     20.06
    0.6169     20.26
    0.6270     20.47
    0.6371     20.67
    0.6471     20.88
    0.6572     21.09
    0.6673     21.30
    0.6774     21.51
    0.6875     21.72
    0.6976     21.93
    0.7076     22.14
    0.7177     22.36
    0.7278     22.57
    0.7379     22.79
    0.7480     23.01
    0.7580     23.23
    0.7681     23.45
    0.7782     23.68
    0.7883     23.90
    0.7984     24.14
    0.8085     24.37
    0.8185     24.62
    0.8286     24.87
    0.8387     25.12
    0.8488     25.39
    0.8589     25.67
    0.8689     25.95
    0.8790     26.26
    0.8891     26.58
    0.8992     26.93
    0.9093     27.30
    0.9193     27.71
    0.9294     28.17
    0.9395     28.68
    0.9496     29.30
    0.9597     30.05
    0.9698     31.09
    0.9798     32.83
    0.9899     36.94
    1.0000     49.43
