#      CDF      prot
#             (days)
    0.0185      0.72
    0.0284      1.03
    0.0383      1.32
    0.0482      1.59
    0.0581      1.84
    0.0680      2.08
    0.0780      2.30
    0.0879      2.52
    0.0978      2.73
    0.1077      2.94
    0.1176      3.13
    0.1275      3.32
    0.1374      3.51
    0.1474      3.69
    0.1573      3.86
    0.1672      4.04
    0.1771      4.20
    0.1870      4.37
    0.1969      4.53
    0.2069      4.69
    0.2168      4.85
    0.2267      5.00
    0.2366      5.15
    0.2465      5.30
    0.2564      5.45
    0.2663      5.60
    0.2763      5.74
    0.2862      5.88
    0.2961      6.03
    0.3060      6.17
    0.3159      6.30
    0.3258      6.44
    0.3357      6.58
    0.3457      6.71
    0.3556      6.84
    0.3655      6.98
    0.3754      7.11
    0.3853      7.24
    0.3952      7.37
    0.4051      7.50
    0.4151      7.63
    0.4250      7.76
    0.4349      7.88
    0.4448      8.01
    0.4547      8.14
    0.4646      8.27
    0.4745      8.39
    0.4845      8.52
    0.4944      8.64
    0.5043      8.77
    0.5142      8.90
    0.5241      9.02
    0.5340      9.15
    0.5439      9.28
    0.5539      9.40
    0.5638      9.53
    0.5737      9.66
    0.5836      9.79
    0.5935      9.92
    0.6034     10.05
    0.6133     10.18
    0.6233     10.31
    0.6332     10.44
    0.6431     10.57
    0.6530     10.71
    0.6629     10.85
    0.6728     10.98
    0.6827     11.12
    0.6927     11.27
    0.7026     11.41
    0.7125     11.56
    0.7224     11.71
    0.7323     11.86
    0.7422     12.01
    0.7521     12.17
    0.7621     12.33
    0.7720     12.50
    0.7819     12.67
    0.7918     12.85
    0.8017     13.03
    0.8116     13.22
    0.8215     13.42
    0.8315     13.62
    0.8414     13.84
    0.8513     14.06
    0.8612     14.30
    0.8711     14.56
    0.8810     14.83
    0.8909     15.13
    0.9009     15.46
    0.9108     15.82
    0.9207     16.24
    0.9306     16.72
    0.9405     17.31
    0.9504     18.05
    0.9603     19.06
    0.9703     20.59
    0.9802     23.21
    0.9901     54.07
    1.0000     66.30
