#      CDF      prot
#             (days)
    0.0020      0.27
    0.0121      2.49
    0.0221      4.21
    0.0322      5.50
    0.0423      6.43
    0.0524      7.15
    0.0625      7.75
    0.0725      8.26
    0.0826      8.72
    0.0927      9.14
    0.1028      9.54
    0.1129      9.91
    0.1230     10.27
    0.1330     10.62
    0.1431     10.96
    0.1532     11.29
    0.1633     11.61
    0.1734     11.93
    0.1834     12.25
    0.1935     12.56
    0.2036     12.87
    0.2137     13.18
    0.2238     13.48
    0.2338     13.78
    0.2439     14.08
    0.2540     14.37
    0.2641     14.67
    0.2742     14.95
    0.2842     15.24
    0.2943     15.52
    0.3044     15.80
    0.3145     16.07
    0.3246     16.34
    0.3347     16.61
    0.3447     16.88
    0.3548     17.15
    0.3649     17.41
    0.3750     17.67
    0.3851     17.93
    0.3951     18.19
    0.4052     18.45
    0.4153     18.70
    0.4254     18.96
    0.4355     19.21
    0.4455     19.46
    0.4556     19.72
    0.4657     19.97
    0.4758     20.22
    0.4859     20.47
    0.4959     20.71
    0.5060     20.96
    0.5161     21.21
    0.5262     21.46
    0.5363     21.71
    0.5464     21.95
    0.5564     22.20
    0.5665     22.45
    0.5766     22.70
    0.5867     22.95
    0.5968     23.20
    0.6068     23.45
    0.6169     23.71
    0.6270     23.97
    0.6371     24.23
    0.6472     24.49
    0.6572     24.76
    0.6673     25.03
    0.6774     25.30
    0.6875     25.58
    0.6976     25.86
    0.7077     26.15
    0.7177     26.44
    0.7278     26.73
    0.7379     27.03
    0.7480     27.33
    0.7581     27.64
    0.7681     27.95
    0.7782     28.27
    0.7883     28.59
    0.7984     28.91
    0.8085     29.24
    0.8185     29.57
    0.8286     29.91
    0.8387     30.25
    0.8488     30.60
    0.8589     30.95
    0.8689     31.31
    0.8790     31.68
    0.8891     32.06
    0.8992     32.45
    0.9093     32.86
    0.9194     33.30
    0.9294     33.75
    0.9395     34.25
    0.9496     34.79
    0.9597     35.40
    0.9698     36.13
    0.9798     37.06
    0.9899     38.56
    1.0000     61.13
