#      CDF      prot
#             (days)
    0.0228      0.45
    0.0327      0.65
    0.0425      0.84
    0.0524      1.02
    0.0623      1.19
    0.0721      1.36
    0.0820      1.53
    0.0919      1.69
    0.1017      1.85
    0.1116      2.00
    0.1215      2.16
    0.1314      2.31
    0.1412      2.45
    0.1511      2.60
    0.1610      2.74
    0.1708      2.89
    0.1807      3.03
    0.1906      3.17
    0.2005      3.31
    0.2103      3.45
    0.2202      3.59
    0.2301      3.73
    0.2399      3.87
    0.2498      4.01
    0.2597      4.15
    0.2696      4.29
    0.2794      4.42
    0.2893      4.56
    0.2992      4.70
    0.3090      4.84
    0.3189      4.99
    0.3288      5.13
    0.3386      5.27
    0.3485      5.42
    0.3584      5.56
    0.3683      5.71
    0.3781      5.85
    0.3880      6.00
    0.3979      6.16
    0.4077      6.31
    0.4176      6.46
    0.4275      6.62
    0.4374      6.78
    0.4472      6.94
    0.4571      7.10
    0.4670      7.27
    0.4768      7.44
    0.4867      7.61
    0.4966      7.78
    0.5065      7.96
    0.5163      8.14
    0.5262      8.33
    0.5361      8.52
    0.5459      8.72
    0.5558      8.92
    0.5657      9.12
    0.5756      9.33
    0.5854      9.55
    0.5953      9.77
    0.6052     10.00
    0.6150     10.24
    0.6249     10.48
    0.6348     10.73
    0.6446     10.99
    0.6545     11.26
    0.6644     11.54
    0.6743     11.83
    0.6841     12.13
    0.6940     12.44
    0.7039     12.76
    0.7137     13.09
    0.7236     13.43
    0.7335     13.78
    0.7434     14.14
    0.7532     14.51
    0.7631     14.89
    0.7730     15.29
    0.7828     15.70
    0.7927     16.13
    0.8026     16.57
    0.8125     17.04
    0.8223     17.53
    0.8322     18.05
    0.8421     18.60
    0.8519     19.20
    0.8618     19.84
    0.8717     20.55
    0.8815     21.32
    0.8914     22.18
    0.9013     23.13
    0.9112     24.21
    0.9210     25.44
    0.9309     26.83
    0.9408     28.39
    0.9506     30.11
    0.9605     31.95
    0.9704     33.78
    0.9803     35.62
    0.9901     37.80
    1.0000     49.07
