#      CDF      prot
#             (days)
    0.0034      2.04
    0.0134      2.57
    0.0235      3.04
    0.0336      3.47
    0.0436      3.86
    0.0537      4.23
    0.0638      4.58
    0.0738      4.90
    0.0839      5.21
    0.0940      5.51
    0.1040      5.80
    0.1141      6.07
    0.1242      6.34
    0.1342      6.60
    0.1443      6.85
    0.1544      7.10
    0.1644      7.35
    0.1745      7.58
    0.1846      7.82
    0.1946      8.05
    0.2047      8.28
    0.2148      8.51
    0.2248      8.74
    0.2349      8.96
    0.2450      9.19
    0.2550      9.41
    0.2651      9.63
    0.2752      9.85
    0.2852     10.07
    0.2953     10.29
    0.3054     10.51
    0.3154     10.72
    0.3255     10.94
    0.3356     11.15
    0.3457     11.36
    0.3557     11.57
    0.3658     11.78
    0.3759     11.99
    0.3859     12.19
    0.3960     12.39
    0.4061     12.59
    0.4161     12.78
    0.4262     12.98
    0.4363     13.16
    0.4463     13.35
    0.4564     13.53
    0.4665     13.71
    0.4765     13.88
    0.4866     14.05
    0.4967     14.22
    0.5067     14.39
    0.5168     14.55
    0.5269     14.71
    0.5369     14.86
    0.5470     15.02
    0.5571     15.17
    0.5671     15.32
    0.5772     15.46
    0.5873     15.61
    0.5973     15.75
    0.6074     15.89
    0.6175     16.03
    0.6275     16.16
    0.6376     16.30
    0.6477     16.43
    0.6577     16.57
    0.6678     16.70
    0.6779     16.83
    0.6879     16.96
    0.6980     17.09
    0.7081     17.21
    0.7181     17.34
    0.7282     17.47
    0.7383     17.60
    0.7483     17.72
    0.7584     17.85
    0.7685     17.97
    0.7785     18.10
    0.7886     18.22
    0.7987     18.35
    0.8087     18.48
    0.8188     18.60
    0.8289     18.73
    0.8389     18.86
    0.8490     18.99
    0.8591     19.12
    0.8691     19.25
    0.8792     19.38
    0.8893     19.52
    0.8993     19.65
    0.9094     19.79
    0.9195     19.93
    0.9295     20.07
    0.9396     20.22
    0.9497     20.37
    0.9597     20.52
    0.9698     20.67
    0.9799     20.83
    0.9899     21.00
    1.0000     21.17
