#      CDF      prot
#             (days)
    0.0152      1.23
    0.0251      1.56
    0.0351      1.87
    0.0450      2.18
    0.0550      2.49
    0.0649      2.79
    0.0749      3.09
    0.0848      3.39
    0.0948      3.70
    0.1047      4.01
    0.1146      4.32
    0.1246      4.65
    0.1345      4.99
    0.1445      5.34
    0.1544      5.70
    0.1644      6.09
    0.1743      6.51
    0.1843      6.96
    0.1942      7.46
    0.2042      8.02
    0.2141      8.66
    0.2241      9.40
    0.2340     10.27
    0.2440     11.27
    0.2539     12.33
    0.2639     13.33
    0.2738     14.22
    0.2838     15.00
    0.2937     15.69
    0.3037     16.30
    0.3136     16.86
    0.3236     17.37
    0.3335     17.84
    0.3434     18.28
    0.3534     18.69
    0.3633     19.09
    0.3733     19.46
    0.3832     19.82
    0.3932     20.17
    0.4031     20.51
    0.4131     20.83
    0.4230     21.15
    0.4330     21.46
    0.4429     21.76
    0.4529     22.06
    0.4628     22.35
    0.4728     22.63
    0.4827     22.92
    0.4927     23.20
    0.5026     23.48
    0.5126     23.75
    0.5225     24.03
    0.5325     24.30
    0.5424     24.57
    0.5524     24.84
    0.5623     25.11
    0.5722     25.38
    0.5822     25.66
    0.5921     25.93
    0.6021     26.20
    0.6120     26.47
    0.6220     26.74
    0.6319     27.01
    0.6419     27.28
    0.6518     27.56
    0.6618     27.83
    0.6717     28.10
    0.6817     28.38
    0.6916     28.65
    0.7016     28.93
    0.7115     29.21
    0.7215     29.49
    0.7314     29.77
    0.7414     30.05
    0.7513     30.33
    0.7613     30.61
    0.7712     30.89
    0.7811     31.18
    0.7911     31.47
    0.8010     31.76
    0.8110     32.05
    0.8209     32.35
    0.8309     32.66
    0.8408     32.96
    0.8508     33.28
    0.8607     33.60
    0.8707     33.94
    0.8806     34.28
    0.8906     34.64
    0.9005     35.02
    0.9105     35.41
    0.9204     35.84
    0.9304     36.29
    0.9403     36.79
    0.9503     37.35
    0.9602     38.00
    0.9702     38.78
    0.9801     39.81
    0.9901     41.43
    1.0000     52.84
