#      CDF      prot
#             (days)
    0.0054      0.26
    0.0155      0.86
    0.0255      1.38
    0.0356      1.86
    0.0456      2.31
    0.0557      2.73
    0.0657      3.12
    0.0758      3.50
    0.0858      3.86
    0.0959      4.20
    0.1059      4.53
    0.1159      4.84
    0.1260      5.14
    0.1360      5.44
    0.1461      5.72
    0.1561      5.99
    0.1662      6.26
    0.1762      6.53
    0.1863      6.79
    0.1963      7.04
    0.2064      7.30
    0.2164      7.55
    0.2265      7.80
    0.2365      8.05
    0.2465      8.30
    0.2566      8.55
    0.2666      8.80
    0.2767      9.05
    0.2867      9.30
    0.2968      9.55
    0.3068      9.81
    0.3169     10.06
    0.3269     10.31
    0.3370     10.56
    0.3470     10.81
    0.3571     11.06
    0.3671     11.30
    0.3771     11.54
    0.3872     11.78
    0.3972     12.02
    0.4073     12.25
    0.4173     12.48
    0.4274     12.71
    0.4374     12.93
    0.4475     13.15
    0.4575     13.37
    0.4676     13.58
    0.4776     13.79
    0.4877     14.00
    0.4977     14.21
    0.5077     14.41
    0.5178     14.62
    0.5278     14.82
    0.5379     15.02
    0.5479     15.21
    0.5580     15.41
    0.5680     15.60
    0.5781     15.80
    0.5881     15.99
    0.5982     16.18
    0.6082     16.36
    0.6182     16.55
    0.6283     16.74
    0.6383     16.92
    0.6484     17.10
    0.6584     17.29
    0.6685     17.47
    0.6785     17.65
    0.6886     17.83
    0.6986     18.02
    0.7087     18.20
    0.7187     18.38
    0.7288     18.57
    0.7388     18.75
    0.7488     18.94
    0.7589     19.13
    0.7689     19.32
    0.7790     19.52
    0.7890     19.72
    0.7991     19.92
    0.8091     20.13
    0.8192     20.34
    0.8292     20.56
    0.8393     20.79
    0.8493     21.03
    0.8594     21.28
    0.8694     21.55
    0.8794     21.82
    0.8895     22.12
    0.8995     22.44
    0.9096     22.79
    0.9196     23.18
    0.9297     23.62
    0.9397     24.11
    0.9498     24.70
    0.9598     25.44
    0.9699     26.42
    0.9799     28.02
    0.9900     31.45
    1.0000     36.91
