#      CDF      prot
#             (days)
    0.0084      0.63
    0.0185      1.12
    0.0285      1.59
    0.0385      2.04
    0.0485      2.47
    0.0585      2.87
    0.0685      3.27
    0.0785      3.65
    0.0886      4.02
    0.0986      4.37
    0.1086      4.72
    0.1186      5.06
    0.1286      5.39
    0.1386      5.71
    0.1487      6.02
    0.1587      6.33
    0.1687      6.63
    0.1787      6.93
    0.1887      7.22
    0.1987      7.50
    0.2088      7.78
    0.2188      8.06
    0.2288      8.34
    0.2388      8.60
    0.2488      8.87
    0.2588      9.13
    0.2688      9.39
    0.2789      9.65
    0.2889      9.90
    0.2989     10.16
    0.3089     10.41
    0.3189     10.65
    0.3289     10.90
    0.3390     11.15
    0.3490     11.39
    0.3590     11.63
    0.3690     11.87
    0.3790     12.11
    0.3890     12.35
    0.3991     12.59
    0.4091     12.82
    0.4191     13.06
    0.4291     13.30
    0.4391     13.53
    0.4491     13.77
    0.4591     14.01
    0.4692     14.25
    0.4792     14.48
    0.4892     14.72
    0.4992     14.96
    0.5092     15.20
    0.5192     15.45
    0.5293     15.69
    0.5393     15.94
    0.5493     16.18
    0.5593     16.43
    0.5693     16.69
    0.5793     16.94
    0.5894     17.20
    0.5994     17.46
    0.6094     17.73
    0.6194     18.00
    0.6294     18.27
    0.6394     18.55
    0.6494     18.84
    0.6595     19.13
    0.6695     19.43
    0.6795     19.73
    0.6895     20.04
    0.6995     20.37
    0.7095     20.70
    0.7196     21.04
    0.7296     21.39
    0.7396     21.76
    0.7496     22.15
    0.7596     22.54
    0.7696     22.96
    0.7797     23.40
    0.7897     23.86
    0.7997     24.35
    0.8097     24.87
    0.8197     25.43
    0.8297     26.02
    0.8397     26.66
    0.8498     27.34
    0.8598     28.08
    0.8698     28.88
    0.8798     29.74
    0.8898     30.65
    0.8998     31.62
    0.9099     32.65
    0.9199     33.71
    0.9299     34.83
    0.9399     35.98
    0.9499     37.19
    0.9599     38.45
    0.9700     39.78
    0.9800     41.21
    0.9900     42.77
    1.0000     44.53
