#      CDF      prot
#             (days)
    0.0028      2.00
    0.0128      3.21
    0.0229      4.07
    0.0330      4.75
    0.0430      5.33
    0.0531      5.83
    0.0632      6.27
    0.0733      6.67
    0.0833      7.04
    0.0934      7.39
    0.1035      7.71
    0.1136      8.02
    0.1236      8.31
    0.1337      8.59
    0.1438      8.86
    0.1539      9.13
    0.1639      9.38
    0.1740      9.63
    0.1841      9.87
    0.1941     10.11
    0.2042     10.35
    0.2143     10.58
    0.2244     10.81
    0.2344     11.04
    0.2445     11.27
    0.2546     11.49
    0.2647     11.71
    0.2747     11.93
    0.2848     12.15
    0.2949     12.37
    0.3049     12.59
    0.3150     12.81
    0.3251     13.02
    0.3352     13.24
    0.3452     13.45
    0.3553     13.67
    0.3654     13.88
    0.3755     14.09
    0.3855     14.30
    0.3956     14.51
    0.4057     14.72
    0.4158     14.92
    0.4258     15.13
    0.4359     15.33
    0.4460     15.54
    0.4560     15.74
    0.4661     15.94
    0.4762     16.14
    0.4863     16.34
    0.4963     16.54
    0.5064     16.73
    0.5165     16.93
    0.5266     17.12
    0.5366     17.32
    0.5467     17.51
    0.5568     17.70
    0.5669     17.89
    0.5769     18.08
    0.5870     18.27
    0.5971     18.46
    0.6071     18.65
    0.6172     18.84
    0.6273     19.03
    0.6374     19.22
    0.6474     19.41
    0.6575     19.61
    0.6676     19.80
    0.6777     19.99
    0.6877     20.19
    0.6978     20.38
    0.7079     20.58
    0.7180     20.78
    0.7280     20.98
    0.7381     21.18
    0.7482     21.39
    0.7582     21.59
    0.7683     21.80
    0.7784     22.02
    0.7885     22.24
    0.7985     22.46
    0.8086     22.69
    0.8187     22.92
    0.8288     23.17
    0.8388     23.42
    0.8489     23.67
    0.8590     23.94
    0.8690     24.23
    0.8791     24.52
    0.8892     24.84
    0.8993     25.18
    0.9093     25.55
    0.9194     25.95
    0.9295     26.41
    0.9396     26.93
    0.9496     27.56
    0.9597     28.35
    0.9698     29.44
    0.9799     31.11
    0.9899     34.22
    1.0000     46.23
