#      CDF      prot
#             (days)
    0.0068      0.24
    0.0168      0.94
    0.0269      1.54
    0.0369      2.07
    0.0469      2.56
    0.0570      3.00
    0.0670      3.41
    0.0770      3.81
    0.0871      4.18
    0.0971      4.54
    0.1071      4.88
    0.1172      5.22
    0.1272      5.55
    0.1372      5.87
    0.1473      6.19
    0.1573      6.50
    0.1673      6.81
    0.1774      7.12
    0.1874      7.43
    0.1974      7.74
    0.2075      8.04
    0.2175      8.35
    0.2275      8.66
    0.2375      8.96
    0.2476      9.27
    0.2576      9.58
    0.2676      9.88
    0.2777     10.19
    0.2877     10.49
    0.2977     10.80
    0.3078     11.10
    0.3178     11.40
    0.3278     11.69
    0.3379     11.99
    0.3479     12.28
    0.3579     12.56
    0.3680     12.84
    0.3780     13.12
    0.3880     13.40
    0.3981     13.67
    0.4081     13.94
    0.4181     14.21
    0.4282     14.47
    0.4382     14.74
    0.4482     14.99
    0.4583     15.25
    0.4683     15.51
    0.4783     15.76
    0.4884     16.01
    0.4984     16.27
    0.5084     16.52
    0.5185     16.77
    0.5285     17.02
    0.5385     17.27
    0.5485     17.51
    0.5586     17.76
    0.5686     18.01
    0.5786     18.26
    0.5887     18.51
    0.5987     18.76
    0.6087     19.01
    0.6188     19.26
    0.6288     19.52
    0.6388     19.77
    0.6489     20.03
    0.6589     20.28
    0.6689     20.54
    0.6790     20.80
    0.6890     21.06
    0.6990     21.32
    0.7091     21.58
    0.7191     21.85
    0.7291     22.12
    0.7392     22.39
    0.7492     22.67
    0.7592     22.95
    0.7693     23.23
    0.7793     23.51
    0.7893     23.81
    0.7994     24.11
    0.8094     24.41
    0.8194     24.72
    0.8295     25.04
    0.8395     25.37
    0.8495     25.72
    0.8595     26.07
    0.8696     26.45
    0.8796     26.85
    0.8896     27.27
    0.8997     27.72
    0.9097     28.22
    0.9197     28.78
    0.9298     29.42
    0.9398     30.20
    0.9498     31.20
    0.9599     32.67
    0.9699     35.28
    0.9799     39.78
    0.9900     45.90
    1.0000     56.51
