#      CDF      prot
#             (days)
    0.0077      1.14
    0.0178      1.70
    0.0278      2.23
    0.0378      2.75
    0.0478      3.26
    0.0579      3.75
    0.0679      4.22
    0.0779      4.69
    0.0879      5.15
    0.0979      5.60
    0.1080      6.04
    0.1180      6.47
    0.1280      6.90
    0.1380      7.32
    0.1481      7.73
    0.1581      8.13
    0.1681      8.53
    0.1781      8.92
    0.1881      9.31
    0.1982      9.70
    0.2082     10.07
    0.2182     10.45
    0.2282     10.82
    0.2383     11.18
    0.2483     11.54
    0.2583     11.90
    0.2683     12.25
    0.2784     12.60
    0.2884     12.95
    0.2984     13.29
    0.3084     13.63
    0.3184     13.97
    0.3285     14.30
    0.3385     14.64
    0.3485     14.97
    0.3585     15.30
    0.3686     15.63
    0.3786     15.95
    0.3886     16.28
    0.3986     16.61
    0.4087     16.93
    0.4187     17.26
    0.4287     17.58
    0.4387     17.91
    0.4487     18.23
    0.4588     18.56
    0.4688     18.89
    0.4788     19.22
    0.4888     19.55
    0.4989     19.88
    0.5089     20.22
    0.5189     20.55
    0.5289     20.89
    0.5389     21.24
    0.5490     21.58
    0.5590     21.93
    0.5690     22.29
    0.5790     22.65
    0.5891     23.01
    0.5991     23.38
    0.6091     23.75
    0.6191     24.13
    0.6292     24.51
    0.6392     24.90
    0.6492     25.30
    0.6592     25.70
    0.6692     26.11
    0.6793     26.52
    0.6893     26.95
    0.6993     27.38
    0.7093     27.82
    0.7194     28.26
    0.7294     28.72
    0.7394     29.18
    0.7494     29.65
    0.7595     30.13
    0.7695     30.61
    0.7795     31.11
    0.7895     31.61
    0.7995     32.12
    0.8096     32.63
    0.8196     33.16
    0.8296     33.69
    0.8396     34.23
    0.8497     34.78
    0.8597     35.34
    0.8697     35.91
    0.8797     36.49
    0.8897     37.08
    0.8998     37.69
    0.9098     38.31
    0.9198     38.94
    0.9298     39.60
    0.9399     40.28
    0.9499     40.98
    0.9599     41.71
    0.9699     42.48
    0.9800     43.29
    0.9900     44.16
    1.0000     45.09
