#      CDF      prot
#             (days)
    0.0012      0.47
    0.0113      4.65
    0.0214      8.05
    0.0315     10.20
    0.0415     11.68
    0.0516     12.82
    0.0617     13.77
    0.0718     14.59
    0.0819     15.32
    0.0920     15.99
    0.1021     16.61
    0.1122     17.19
    0.1223     17.73
    0.1323     18.26
    0.1424     18.76
    0.1525     19.24
    0.1626     19.70
    0.1727     20.16
    0.1828     20.59
    0.1929     21.02
    0.2030     21.44
    0.2131     21.85
    0.2231     22.25
    0.2332     22.64
    0.2433     23.03
    0.2534     23.41
    0.2635     23.78
    0.2736     24.15
    0.2837     24.51
    0.2938     24.87
    0.3039     25.22
    0.3139     25.57
    0.3240     25.91
    0.3341     26.26
    0.3442     26.59
    0.3543     26.93
    0.3644     27.26
    0.3745     27.59
    0.3846     27.92
    0.3947     28.25
    0.4047     28.57
    0.4148     28.89
    0.4249     29.22
    0.4350     29.54
    0.4451     29.86
    0.4552     30.18
    0.4653     30.50
    0.4754     30.82
    0.4855     31.14
    0.4956     31.46
    0.5056     31.78
    0.5157     32.10
    0.5258     32.42
    0.5359     32.74
    0.5460     33.07
    0.5561     33.39
    0.5662     33.72
    0.5763     34.05
    0.5864     34.37
    0.5964     34.70
    0.6065     35.04
    0.6166     35.37
    0.6267     35.70
    0.6368     36.03
    0.6469     36.37
    0.6570     36.71
    0.6671     37.04
    0.6772     37.38
    0.6872     37.72
    0.6973     38.06
    0.7074     38.40
    0.7175     38.74
    0.7276     39.08
    0.7377     39.42
    0.7478     39.76
    0.7579     40.10
    0.7680     40.44
    0.7780     40.79
    0.7881     41.13
    0.7982     41.48
    0.8083     41.83
    0.8184     42.18
    0.8285     42.54
    0.8386     42.89
    0.8487     43.26
    0.8588     43.62
    0.8688     44.00
    0.8789     44.37
    0.8890     44.76
    0.8991     45.16
    0.9092     45.56
    0.9193     45.98
    0.9294     46.42
    0.9395     46.87
    0.9496     47.34
    0.9596     47.84
    0.9697     48.37
    0.9798     48.94
    0.9899     49.56
    1.0000     50.24
