,teff,logg,period
3567,4188.0,4.53,41.572
3568,4216.0,4.67,19.45
3569,3428.0,4.9,44.151
3570,4263.0,4.53,12.639
3571,3732.0,4.81,17.719
3572,4032.0,4.45,18.594
3573,4338.0,4.58,18.264
3574,4306.0,4.66,26.823
3575,4205.0,4.5,6.452
3576,4372.0,4.62,19.449
3577,3403.0,4.92,44.76
3578,3510.0,4.05,41.316
3579,4274.0,4.59,24.752
3580,4188.0,4.44,14.051
3581,4172.0,4.54,14.775
3582,3915.0,4.38,4.204
3583,4282.0,4.48,8.548
3584,4365.0,4.69,20.399
3585,4314.0,4.5,33.363
3586,3968.0,4.31,37.409
3587,3510.0,4.89,21.448
3588,4331.0,4.71,24.004
3589,3977.0,4.72,13.286
3590,4267.0,4.53,22.308
3591,3812.0,4.76,24.689
3592,3585.0,4.87,10.661
3593,3898.0,4.7,42.193
3594,4211.0,4.55,15.382
3595,4252.0,4.4,45.802
3596,4114.0,4.58,20.009
3597,3915.0,4.74,26.383
3598,4343.0,4.44,3.206
3599,4098.0,4.52,41.202
3600,4114.0,4.5,17.91
3601,4153.0,4.49,39.809
3602,4036.0,4.59,37.425
3603,4202.0,4.48,13.872
3604,3931.0,4.71,14.82
3605,4323.0,4.62,12.806
3606,3832.0,4.74,19.103
3607,4357.0,4.48,20.985
3608,4299.0,4.7,17.895
3609,4121.0,4.62,31.75
3610,4103.0,4.58,12.049
3611,3879.0,4.73,20.469
3612,4063.0,4.71,40.43
3613,3379.0,4.93,50.709
3614,4107.0,4.58,35.201
3615,4250.0,4.56,10.908
3616,4105.0,4.62,9.682
3617,4262.0,4.45,29.597
3618,4124.0,4.38,25.401
3619,4296.0,4.66,40.732
3620,4392.0,4.76,22.124
3621,3385.0,4.93,41.907
3622,3613.0,4.83,18.065
3623,3583.0,4.85,47.633
3624,3741.0,4.78,19.243
3625,4077.0,4.67,37.147
3626,3960.0,4.72,32.57
3627,4079.0,4.58,33.096
3628,4381.0,4.73,29.598
3629,4213.0,4.36,18.22
3630,3938.0,4.72,24.282
3631,4052.0,4.57,28.641
3632,4398.0,4.57,16.398
3633,4364.0,4.59,17.63
3634,4160.0,4.51,34.957
3635,3936.0,4.73,16.468
3636,4190.0,4.63,25.945
3637,3963.0,4.71,17.903
3638,4191.0,4.59,31.09
3639,3948.0,4.71,15.24
3640,3778.0,4.81,27.304
3641,4233.0,4.57,19.08
3642,3691.0,4.83,40.537
3643,3344.0,4.98,36.729
3644,4068.0,4.56,30.305
3645,3649.0,4.82,32.82
3646,3682.0,4.82,14.147
3647,4365.0,4.57,37.532
3648,4246.0,4.66,11.421
3649,4309.0,4.49,14.641
3650,4323.0,4.49,16.449
3651,4314.0,4.58,42.763
3652,4352.0,4.42,10.061
3653,4062.0,4.35,5.358
3654,3539.0,4.88,24.949
3655,4002.0,4.69,20.575
3656,3982.0,4.71,37.096
3657,4314.0,4.2,29.371
3658,4143.0,4.59,11.286
3659,4362.0,4.65,11.894
3660,3946.0,4.48,31.37
3661,4172.0,4.53,31.399
3662,4100.0,4.47,23.959
3663,3923.0,4.72,18.568
3664,3759.0,4.84,27.718
3665,4204.0,4.55,26.266
3666,4091.0,4.59,25.92
3667,4248.0,4.47,27.31
3668,4196.0,4.63,17.917
3669,3981.0,4.62,42.451
3670,4310.0,4.63,19.69
3671,4330.0,4.6,27.071
3672,4223.0,4.59,31.832
3673,3589.0,4.88,34.316
3674,4267.0,4.63,13.017
3675,4315.0,4.58,14.559
3676,4063.0,4.57,12.482
3677,4080.0,4.41,15.307
3678,3834.0,4.74,4.992
3679,3306.0,5.06,59.282
3680,4265.0,4.55,34.136
3681,4313.0,4.76,31.063
3682,3648.0,4.82,28.901
3683,3957.0,4.72,13.603
3684,3946.0,4.73,36.364
3685,3998.0,4.7,17.91
3686,3969.0,4.71,24.225
3687,3803.0,4.75,34.664
3688,3939.0,4.7,41.24
3689,3767.0,4.78,26.745
3690,3437.0,4.98,37.743
3691,3568.0,4.89,4.281
3692,4144.0,4.57,33.466
3693,3830.0,4.72,19.89
3694,4268.0,4.62,32.065
3695,4035.0,4.62,25.773
3696,3829.0,4.77,25.83
3697,3915.0,4.73,25.262
3698,4045.0,4.55,1.884
3699,4110.0,4.59,31.748
3700,4368.0,4.33,20.115
3701,3473.0,4.99,31.155
3702,4225.0,4.54,29.43
3703,4357.0,4.67,36.6
3704,3692.0,4.81,20.241
3705,3867.0,4.73,40.798
3706,4394.0,4.65,14.356
3707,3797.0,4.75,14.753
3708,4087.0,4.57,22.512
3709,4220.0,4.67,35.664
3710,3298.0,5.02,40.508
3711,4367.0,4.46,18.288
3712,4319.0,4.5,26.879
3713,3440.0,4.89,1.338
3714,4360.0,4.61,25.509
3715,4382.0,4.59,21.86
3716,3949.0,4.69,39.616
3717,3499.0,4.86,46.601
3718,4203.0,4.61,39.163
3719,4229.0,4.38,35.939
3720,3716.0,4.78,36.813
3721,4222.0,4.49,25.109
3722,3958.0,4.71,31.589
3723,3431.0,4.9,42.144
3724,4227.0,4.63,25.878
3725,4324.0,4.47,12.653
3726,3925.0,4.72,24.664
3727,3851.0,4.77,25.306
3728,3952.0,4.74,23.727
3729,4245.0,4.52,24.413
3730,4007.0,4.51,1.777
3731,4192.0,4.66,30.88
3732,4111.0,4.51,35.882
3733,4255.0,4.82,38.069
3734,3453.0,5.0,35.734
3735,4081.0,4.46,13.242
3736,3661.0,4.91,16.479
3737,3917.0,4.71,16.033
3738,4127.0,4.48,12.332
3739,3923.0,4.7,23.921
3740,3888.0,4.73,10.993
3741,4326.0,4.44,37.51
3742,3574.0,4.85,31.288
3743,4318.0,4.68,27.865
3744,4270.0,4.53,32.043
3745,4116.0,4.58,14.987
3746,4273.0,4.72,26.718
3747,3649.0,4.81,33.085
3748,4278.0,4.5,19.388
3749,3596.0,4.81,20.931
3750,4152.0,4.65,42.471
3751,3232.0,4.62,22.895
3752,4234.0,4.47,33.392
3753,3308.0,5.0,1.859
3754,4329.0,4.47,39.549
3755,4153.0,4.34,30.01
3756,3736.0,4.79,17.621
3757,4063.0,4.5,33.835
3758,3770.0,4.78,15.504
3759,4107.0,4.48,16.167
3760,4259.0,4.59,33.648
3761,4367.0,4.45,2.526
3762,3638.0,4.84,18.594
3763,3973.0,4.72,24.821
3764,3945.0,4.73,14.614
3765,4360.0,4.65,35.769
3766,4210.0,4.49,25.435
3767,4101.0,4.66,13.324
3768,4373.0,4.75,20.261
3769,3907.0,4.73,19.42
3770,4181.0,4.48,14.391
3771,4324.0,4.65,27.661
3772,3884.0,4.75,39.624
3773,4089.0,4.57,32.019
3774,3976.0,4.71,14.182
3775,4064.0,4.53,19.177
3776,4312.0,4.76,19.662
3777,4207.0,4.48,26.735
3778,3677.0,4.59,17.931
3779,3579.0,4.86,18.021
3780,3779.0,4.77,17.146
3781,3803.0,4.76,17.115
3782,4051.0,4.5,43.131
3783,4048.0,4.47,33.671
3784,4303.0,4.52,13.323
3785,3686.0,4.89,33.344
3786,4154.0,4.68,31.67
3787,4110.0,4.55,8.101
3788,3240.0,5.07,45.819
3789,4192.0,4.58,24.69
3790,4117.0,4.41,32.302
3791,3793.0,4.79,27.305
3792,4316.0,4.48,26.882
3793,4289.0,4.37,12.38
3794,3583.0,4.9,36.646
3795,4372.0,4.57,29.699
3796,3677.0,4.82,31.9
3797,4290.0,4.66,13.861
3798,4349.0,4.37,5.741
3799,4119.0,4.68,43.324
3800,4116.0,4.55,12.786
3801,4194.0,4.62,20.218
3802,3539.0,4.18,2.842
3803,4061.0,4.58,41.605
3804,3834.0,4.81,29.431
3805,4103.0,4.51,37.225
3806,3798.0,4.75,20.459
3807,4138.0,4.59,15.704
3808,4246.0,4.56,28.624
3809,4287.0,4.59,14.462
3810,3765.0,4.8,35.521
3811,4091.0,4.65,20.608
3812,3936.0,4.71,28.053
3813,3852.0,4.77,29.099
3814,4207.0,4.6,32.442
3815,3903.0,4.73,40.244
3816,3710.0,4.81,21.377
3817,3482.0,4.92,36.312
3818,4328.0,4.72,11.965
3819,4162.0,4.63,20.872
3820,4165.0,4.46,14.016
3821,4033.0,4.58,35.173
3822,4070.0,4.57,15.725
3823,4323.0,4.57,24.769
3824,4286.0,4.49,30.688
3825,3581.0,4.85,10.593
3826,3942.0,4.73,21.575
3827,3947.0,4.72,14.537
3828,3683.0,4.42,37.341
3829,3577.0,4.85,20.505
3830,3765.0,4.82,3.464
3831,4254.0,4.61,34.371
3832,3468.0,4.91,65.341
3833,4148.0,4.46,21.243
3834,3855.0,4.74,2.165
3835,4147.0,4.66,16.408
3836,3410.0,4.96,36.505
3837,3974.0,4.68,15.737
3838,4227.0,4.53,13.707
3839,4397.0,4.77,29.986
3840,4311.0,4.65,13.842
3841,3830.0,4.82,29.075
3842,4103.0,4.49,13.059
3843,3433.0,5.01,36.195
3844,4340.0,4.53,27.102
3845,4088.0,4.53,20.011
3846,3919.0,4.73,23.478
3847,3835.0,4.78,33.206
3848,3748.0,4.83,19.903
3849,3427.0,4.9,26.168
3850,4193.0,4.66,40.14
3851,3897.0,4.78,20.952
3852,3282.0,5.16,23.751
3853,3929.0,4.78,33.813
3854,3289.0,5.08,37.835
3855,3856.0,4.74,19.449
3856,3684.0,4.8,21.943
3857,4356.0,4.57,17.148
3858,4294.0,4.54,16.831
3859,4196.0,4.58,20.35
3860,4358.0,4.63,20.971
3861,3718.0,4.78,7.045
3862,4091.0,4.5,17.498
3863,3684.0,4.81,16.391
3864,4268.0,4.51,13.996
3865,3721.0,4.78,55.801
3866,3399.0,4.91,42.646
3867,3390.0,4.92,49.237
3868,4342.0,4.49,12.785
3869,4125.0,4.42,20.327
3870,3685.0,4.84,29.567
3871,3271.0,5.03,29.766
3872,4200.0,4.82,14.106
3873,4046.0,4.4,25.013
3874,3420.0,4.9,49.157
3875,3403.0,4.91,48.323
3876,4074.0,4.27,1.366
3877,3460.0,4.88,35.953
3878,4262.0,4.67,11.946
3879,4322.0,4.69,12.719
3880,4394.0,4.61,12.992
3881,4263.0,4.62,11.887
3882,4306.0,4.6,29.685
3883,4362.0,4.63,20.088
3884,4262.0,4.65,19.233
3885,3888.0,4.73,4.957
3886,3868.0,4.77,34.504
3887,3922.0,4.71,13.855
3888,3766.0,4.82,35.033
3889,4377.0,4.73,28.771
3890,4100.0,4.55,33.592
3891,4303.0,4.75,22.852
3892,3810.0,4.82,18.877
3893,4115.0,4.49,28.857
3894,4296.0,4.73,14.746
3895,4354.0,4.91,27.072
3896,3622.0,4.82,56.43
3897,4256.0,4.29,15.892
3898,4167.0,4.53,25.541
3899,4154.0,4.48,18.393
3900,3670.0,4.83,14.847
3901,4266.0,4.82,36.917
3902,4082.0,4.56,27.514
3903,4109.0,4.58,24.518
3904,3792.0,4.77,18.972
3905,3683.0,4.86,20.077
3906,4125.0,4.53,27.795
3907,4115.0,4.59,21.636
3908,4301.0,4.62,11.903
3909,3725.0,4.8,35.46
3910,3631.0,4.86,21.229
3911,4093.0,4.53,20.722
3912,4118.0,4.54,12.917
3913,3639.0,4.84,21.433
3914,4116.0,4.56,20.023
3915,4090.0,4.49,12.563
3916,4247.0,4.73,45.885
3917,4229.0,4.7,32.724
3918,4237.0,4.71,24.406
3919,3699.0,4.76,30.776
3920,3685.0,4.82,18.176
3921,3887.0,4.79,20.096
3922,4154.0,4.59,40.162
3923,3357.0,4.95,12.043
3924,4393.0,4.61,24.557
3925,3279.0,5.03,36.956
3926,4027.0,4.52,16.087
3927,3667.0,4.88,19.804
3928,3826.0,4.76,24.198
3929,3933.0,4.74,40.87
3930,4302.0,4.67,37.322
3931,3506.0,5.0,33.236
3932,4313.0,4.62,33.036
3933,3502.0,4.92,36.524
3934,3711.0,4.75,43.879
3935,3678.0,4.85,22.696
3936,4291.0,4.56,2.928
3937,3764.0,4.76,30.401
3938,3381.0,4.93,53.461
3939,3756.0,4.81,18.758
3940,3801.0,4.73,24.301
3941,4034.0,4.6,15.179
3942,4271.0,4.6,44.561
3943,4358.0,4.41,25.844
3944,4068.0,4.48,33.418
3945,4112.0,4.53,12.285
3946,4184.0,4.74,32.958
3947,3714.0,4.83,31.379
3948,4317.0,4.62,26.982
3949,4226.0,4.53,45.74
3950,4203.0,4.68,17.954
3951,4221.0,4.67,12.633
3952,3670.0,4.83,40.15
3953,3821.0,4.82,25.629
3954,4104.0,4.59,21.038
3955,4083.0,4.6,37.809
3956,3841.0,4.74,17.207
3957,3349.0,4.97,55.821
3958,4111.0,4.59,31.136
3959,3797.0,4.76,19.812
3960,4318.0,4.92,23.533
3961,4042.0,4.62,27.949
3962,3803.0,4.75,38.71
3963,4222.0,4.53,24.455
3964,3484.0,4.87,60.044
3965,4063.0,4.6,17.101
3966,3326.0,4.98,0.684
3967,4111.0,4.57,38.577
3968,4191.0,4.64,31.009
3969,4326.0,4.66,11.006
3970,3358.0,5.01,43.023
3971,4358.0,4.73,31.051
3972,4348.0,4.41,17.766
3973,4310.0,4.54,24.674
3974,3972.0,4.72,34.047
3975,4156.0,4.52,26.017
3976,4198.0,4.62,33.216
3977,3810.0,4.76,22.998
3978,4256.0,4.75,40.998
3979,3819.0,4.78,13.354
3980,4091.0,4.59,31.021
3981,3998.0,4.7,22.187
3982,3998.0,4.69,23.337
3983,3970.0,4.69,37.563
3984,4229.0,4.65,39.256
3985,3550.0,4.88,27.698
3986,4354.0,4.75,37.448
3987,4231.0,4.7,31.116
3988,4118.0,4.62,29.013
3989,4101.0,4.55,27.251
3990,4090.0,4.53,15.229
3991,4234.0,4.74,26.53
3992,3568.0,4.28,31.458
3993,3567.0,4.91,11.17
3994,4341.0,4.55,23.001
3995,4189.0,4.64,36.05
3996,4251.0,4.59,34.413
3997,4033.0,4.55,19.958
3998,3748.0,4.77,31.181
3999,4330.0,4.36,12.548
4000,4103.0,4.43,26.886
4001,3555.0,4.82,26.065
4002,3829.0,4.79,24.468
4003,4211.0,4.53,0.304
4004,4165.0,4.58,12.012
4005,4300.0,4.49,35.096
4006,3749.0,4.81,18.976
4007,3556.0,4.88,26.791
4008,4213.0,4.64,30.851
4009,4286.0,4.5,4.636
4010,4213.0,4.54,21.045
4011,4154.0,4.68,31.032
4012,4081.0,4.51,13.69
4013,4318.0,4.58,35.331
4014,4264.0,4.62,40.971
4015,4308.0,4.55,30.976
4016,4081.0,4.45,34.916
4017,4205.0,4.55,32.92
4018,3584.0,4.87,42.579
4019,3956.0,4.71,26.821
4020,4283.0,4.6,25.884
4021,4100.0,4.6,11.257
4022,4369.0,4.58,35.79
4023,3766.0,4.75,9.699
4024,3962.0,4.7,35.085
4025,3689.0,4.81,36.975
4026,3832.0,4.55,28.048
4027,4034.0,4.38,27.102
4028,4104.0,4.51,15.271
4029,3837.0,4.72,20.938
4030,4350.0,4.55,19.063
4031,4084.0,4.4,12.589
4032,3986.0,4.72,34.331
4033,4310.0,4.37,38.589
4034,4098.0,4.46,29.609
4035,4323.0,4.66,14.869
4036,4300.0,4.39,28.025
4037,3525.0,4.88,21.294
4038,3542.0,4.84,34.59
4039,4379.0,4.74,18.319
4040,4319.0,4.75,30.914
4041,3764.0,4.78,19.022
4042,4247.0,4.56,29.587
4043,3422.0,4.95,30.263
4044,4361.0,4.74,12.979
4045,4201.0,4.54,28.635
4046,3911.0,4.5,29.528
4047,4136.0,4.5,13.826
4048,4404.0,4.53,13.404
4049,4106.0,4.56,33.261
4050,4314.0,4.66,24.913
4051,3762.0,4.78,37.753
4052,4194.0,4.62,12.735
4053,4216.0,4.72,32.316
4054,4215.0,4.58,23.405
4055,4283.0,4.67,13.307
4056,4250.0,4.5,32.311
4057,3959.0,4.71,16.73
4058,3886.0,4.73,14.799
4059,4385.0,4.51,20.53
4060,3621.0,4.8,41.656
4061,4143.0,4.58,15.086
4062,4197.0,4.58,19.25
4063,3565.0,4.86,32.391
4064,4304.0,4.62,15.281
4065,4165.0,4.74,16.607
4066,4225.0,4.54,45.952
4067,3755.0,4.81,13.84
4068,3492.0,4.86,43.869
4069,4271.0,4.57,33.104
4070,4193.0,4.55,11.982
4071,4119.0,4.44,27.271
4072,3491.0,4.9,38.158
4073,4306.0,4.36,37.649
4074,4329.0,4.72,27.437
4075,4133.0,4.61,28.792
4076,3995.0,4.71,15.544
4077,4307.0,4.41,27.114
4078,3811.0,4.76,35.543
4079,3315.0,5.08,1.226
4080,4070.0,4.63,24.339
4081,3550.0,4.96,19.501
4082,4365.0,4.42,22.547
4083,4049.0,4.55,37.096
4084,3460.0,4.88,51.264
4085,3368.0,4.94,43.125
4086,4213.0,4.59,29.067
4087,4259.0,4.66,13.297
4088,4307.0,4.53,35.921
4089,3461.0,5.04,21.464
4090,4352.0,4.57,17.902
4091,3855.0,4.75,24.239
4092,3523.0,4.91,3.703
4093,4215.0,4.55,40.219
4094,3339.0,4.96,49.917
4095,3578.0,4.91,17.953
4096,4357.0,4.48,10.76
4097,4301.0,4.53,32.153
4098,3685.0,4.82,29.049
4099,4107.0,4.47,28.891
4100,3798.0,4.75,2.687
4101,3686.0,4.82,26.371
4102,4359.0,4.61,38.952
4103,4312.0,4.53,22.113
4104,3682.0,4.84,35.78
4105,4112.0,4.53,45.238
4106,4124.0,4.73,21.003
4107,4065.0,4.42,18.046
4108,4250.0,4.6,18.83
4109,3475.0,4.94,41.477
4110,4321.0,4.59,20.701
4111,4289.0,4.31,13.526
4112,4304.0,4.56,18.435
4113,4358.0,4.65,16.479
4114,4154.0,4.49,41.699
4115,4121.0,4.36,20.647
4116,4318.0,4.5,11.144
4117,4217.0,4.56,27.934
4118,4316.0,4.64,23.912
4119,4359.0,4.6,17.098
4120,4363.0,4.29,27.478
4121,4322.0,4.47,17.758
4122,3403.0,4.92,22.084
4123,3856.0,4.74,14.755
4124,3759.0,4.74,0.424
4125,4172.0,4.49,12.317
4126,3907.0,4.74,14.924
4127,4335.0,4.67,5.536
4128,3977.0,4.72,28.003
4129,4201.0,4.62,41.879
4130,4312.0,4.67,21.662
4131,4262.0,4.48,31.746
4132,4246.0,4.47,29.461
4133,4326.0,4.67,17.475
4134,4334.0,4.45,1.165
4135,4341.0,4.6,1.373
4136,4264.0,4.54,46.433
4137,4349.0,4.63,21.55
4138,3953.0,4.72,13.855
4139,4363.0,4.58,22.23
4140,4338.0,4.77,19.505
4141,4235.0,4.58,12.357
4142,4382.0,4.57,36.382
4143,3960.0,4.71,20.893
4144,3989.0,4.7,34.77
4145,3939.0,4.71,43.451
4146,3922.0,4.72,27.727
4147,4336.0,4.69,14.932
4148,4070.0,4.38,24.509
4149,3515.0,4.13,54.624
4150,4140.0,4.55,15.02
4151,4150.0,4.52,13.832
4152,4375.0,4.57,32.287
4153,4040.0,4.46,14.346
4154,3952.0,4.72,14.349
4155,3994.0,4.7,19.625
4156,4367.0,4.47,26.333
4157,4083.0,4.48,33.707
4158,4246.0,4.59,29.029
4159,4166.0,4.58,41.941
4160,4368.0,4.46,4.514
4161,3985.0,4.7,8.901
4162,3763.0,4.85,19.067
4163,3389.0,4.92,37.0
4164,4364.0,4.52,28.272
4165,4400.0,4.54,24.22
4166,4105.0,4.56,26.039
4167,3994.0,4.7,22.499
4168,3976.0,4.43,0.337
4169,4142.0,4.52,38.291
4170,4382.0,4.43,37.303
4171,3903.0,4.72,23.462
4172,4364.0,4.63,19.567
4173,3413.0,4.99,2.08
4174,3400.0,4.92,5.636
4175,3929.0,4.73,15.697
4176,4348.0,4.5,7.427
4177,4205.0,4.5,27.266
4178,3944.0,4.48,39.082
4179,4324.0,4.57,28.342
4180,3621.0,4.83,5.972
4181,4294.0,4.58,32.592
4182,4103.0,4.56,15.642
4183,4298.0,4.74,27.643
4184,4103.0,4.41,13.609
4185,3442.0,4.94,28.712
4186,3748.0,4.77,40.471
4187,3553.0,4.86,19.415
4188,4377.0,4.58,12.031
4189,4262.0,4.64,13.046
4190,4194.0,4.75,34.293
4191,3880.0,4.57,12.304
4192,4321.0,4.72,14.894
4193,4277.0,4.67,29.02
4194,3767.0,4.8,25.975
4195,3528.0,4.93,13.63
4196,4307.0,4.56,14.496
4197,4307.0,4.74,18.783
4198,3692.0,4.79,28.827
4199,4114.0,4.63,42.117
4200,3923.0,4.72,21.772
4201,3800.0,4.77,33.786
4202,3527.0,4.92,11.252
4203,3929.0,4.72,27.551
4204,4224.0,4.53,15.781
4205,4123.0,4.58,32.03
4206,3626.0,4.86,17.957
4207,3518.0,4.85,42.346
4208,4005.0,4.58,16.238
4209,3953.0,4.73,22.371
4210,3499.0,4.97,20.837
4211,4285.0,4.42,14.853
4212,3610.0,4.84,41.209
4213,4298.0,4.58,12.489
4214,4132.0,4.66,28.352
4215,3721.0,4.82,20.655
4216,3755.0,4.77,29.648
4217,3437.0,4.89,16.72
4218,3940.0,4.5,22.928
4219,4092.0,4.49,26.892
4220,3672.0,4.8,21.757
4221,3656.0,4.87,43.495
4222,4200.0,4.56,20.473
4223,3322.0,5.05,2.076
4224,4163.0,4.61,28.828
4225,4195.0,4.62,10.839
4226,4289.0,4.58,15.702
4227,4087.0,4.48,22.893
4228,4049.0,4.54,20.909
4229,4184.0,4.65,22.759
4230,3957.0,4.7,18.791
4231,3611.0,4.89,38.026
4232,3369.0,4.95,5.167
4233,4223.0,4.56,21.197
4234,4032.0,4.5,17.043
4235,4385.0,4.71,21.356
4236,4358.0,4.52,26.308
4237,4171.0,4.64,43.432
4238,4251.0,4.63,25.997
4239,3880.0,4.74,16.927
4240,3968.0,4.72,38.532
4241,3943.0,4.7,17.167
4242,3694.0,4.81,19.279
4243,4350.0,4.43,25.819
4244,3554.0,4.82,40.153
4245,4260.0,4.48,35.919
4246,3666.0,4.8,19.872
4247,3928.0,4.73,26.225
4248,3523.0,4.9,47.694
4249,3775.0,4.8,24.209
4250,3672.0,4.8,20.408
4251,4299.0,4.49,18.043
4252,3689.0,4.82,35.601
4253,3781.0,4.75,13.803
4254,3916.0,4.73,17.248
4255,4193.0,4.59,36.536
4256,4108.0,4.52,13.745
4257,3570.0,4.85,45.098
4258,4110.0,4.56,29.913
4259,4312.0,4.5,24.518
4260,4304.0,4.53,19.876
4261,4389.0,4.57,4.059
4262,3431.0,4.95,29.766
4263,4085.0,4.45,15.301
4264,3729.0,4.78,28.08
4265,3739.0,4.77,22.079
4266,4151.0,4.53,23.431
4267,3967.0,4.71,22.509
4268,4127.0,4.58,20.978
4269,3865.0,4.72,30.863
4270,4310.0,4.61,32.047
4271,4335.0,4.49,20.096
4272,3845.0,4.77,14.262
4273,3981.0,4.7,14.554
4274,4161.0,4.41,13.635
4275,3442.0,4.88,41.553
4276,3773.0,4.78,30.994
4277,4080.0,4.57,14.067
4278,3973.0,4.72,39.905
4279,3749.0,4.78,35.083
4280,3704.0,4.89,17.344
4281,4306.0,4.6,18.656
4282,4236.0,4.47,12.379
4283,3935.0,4.72,33.93
4284,4316.0,4.59,26.439
4285,4315.0,4.68,30.428
4286,3485.0,5.02,19.013
4287,3528.0,4.17,56.53
4288,3516.0,4.04,33.113
4289,3608.0,4.86,16.132
4290,4126.0,4.51,26.926
4291,3981.0,4.7,35.851
4292,4368.0,4.61,20.689
4293,4294.0,4.64,28.434
4294,4321.0,4.56,11.831
4295,4230.0,4.39,37.486
4296,3807.0,4.75,33.088
4297,4394.0,4.53,25.099
4298,3783.0,4.78,33.54
4299,3466.0,4.92,42.848
4300,4289.0,4.58,41.889
4301,3920.0,4.72,23.246
4302,3645.0,4.84,21.588
4303,4254.0,4.39,20.887
4304,4191.0,4.58,17.482
4305,4274.0,4.65,30.296
4306,3303.0,5.01,52.153
4307,3600.0,4.87,29.589
4308,3911.0,4.72,15.452
4309,4358.0,4.58,23.859
4310,3982.0,4.72,23.942
4311,3657.0,4.81,27.071
4312,4316.0,4.67,22.527
4313,3755.0,4.83,38.342
4314,4123.0,4.6,26.356
4315,3349.0,4.97,44.731
4316,3592.0,4.87,26.853
4317,3929.0,4.72,29.835
4318,3748.0,4.78,20.615
4319,3790.0,4.75,15.116
4320,4260.0,4.63,31.253
4321,3557.0,4.86,36.523
4322,4279.0,4.7,41.266
4323,4322.0,4.7,19.102
4324,3341.0,4.98,43.35
4325,4151.0,4.4,36.607
4326,3418.0,4.92,47.495
4327,4274.0,4.45,22.603
4328,4083.0,4.46,23.182
4329,4130.0,4.57,1.295
4330,4067.0,4.63,33.345
4331,3542.0,4.88,31.091
4332,4264.0,4.61,29.36
4333,3764.0,4.78,16.387
4334,3639.0,4.84,31.033
4335,3391.0,4.99,37.769
4336,3629.0,4.86,20.724
4337,3649.0,4.29,44.111
4338,3355.0,4.95,53.439
4339,4089.0,4.54,23.393
4340,3866.0,4.53,26.749
4341,4388.0,4.33,1.741
4342,4095.0,4.42,44.593
4343,3993.0,4.69,11.549
4344,3757.0,4.79,19.108
4345,4311.0,4.38,36.694
4346,4129.0,4.55,31.622
4347,3403.0,4.91,39.424
4348,3447.0,4.88,42.959
4349,3649.0,4.84,35.106
4350,4372.0,4.5,21.69
4351,3937.0,4.72,22.386
4352,4389.0,4.64,19.115
4353,3804.0,4.72,33.119
4354,4370.0,4.66,33.519
4355,4179.0,4.44,28.678
4356,4395.0,4.55,17.982
4357,3670.0,4.85,19.793
4358,4186.0,4.34,34.177
4359,4385.0,4.47,32.939
4360,4344.0,4.41,8.544
4361,3852.0,4.74,30.625
4362,4300.0,4.48,19.774
4363,3311.0,5.0,3.492
4364,4115.0,4.57,16.604
4365,3757.0,4.78,46.68
4366,4318.0,4.58,22.259
4367,3541.0,4.13,33.337
4368,4358.0,4.39,37.228
4369,3692.0,4.79,30.738
4370,4083.0,4.62,38.966
4371,4094.0,4.51,36.517
4372,4335.0,4.39,11.91
4373,3801.0,4.77,23.886
4374,3901.0,4.73,16.806
4375,4269.0,4.71,17.876
4376,3549.0,4.87,42.535
4377,3912.0,4.73,13.587
4378,4154.0,4.53,44.116
4379,3924.0,4.71,13.517
4380,4146.0,4.61,38.922
4381,4260.0,4.65,14.333
4382,3841.0,4.79,33.138
4383,4255.0,4.5,16.707
4384,4142.0,4.5,20.06
4385,3759.0,4.78,0.413
4386,4330.0,4.65,16.729
4387,3860.0,4.74,41.571
4388,4342.0,4.49,28.783
4389,3971.0,4.72,15.088
4390,3522.0,4.86,19.884
4391,3312.0,5.0,44.251
4392,3389.0,4.92,38.849
4393,3760.0,4.75,42.607
4394,3472.0,4.91,43.451
4395,4063.0,4.61,36.615
4396,3942.0,4.71,35.526
4397,4189.0,4.55,30.433
4398,4099.0,4.53,35.121
4399,3549.0,4.89,20.123
4400,3938.0,4.71,16.246
4401,4064.0,4.45,14.304
4402,4312.0,4.48,29.067
4403,4172.0,4.52,21.525
4404,4293.0,4.72,31.65
4405,4023.0,4.41,36.446
4406,3801.0,4.75,16.332
4407,4162.0,4.59,25.308
4408,3537.0,4.83,24.791
4409,3953.0,4.71,13.745
4410,4173.0,4.44,37.78
4411,4058.0,4.51,22.241
4412,3747.0,4.74,44.713
4413,4303.0,4.58,34.543
4414,3744.0,4.77,32.257
4415,3557.0,4.86,20.901
4416,3861.0,4.74,38.225
4417,3645.0,4.82,1.402
4418,3500.0,4.89,35.51
4419,4259.0,4.82,44.233
4420,3970.0,4.53,37.081
4421,4334.0,4.49,27.419
4422,4132.0,4.71,26.437
4423,3756.0,4.81,14.936
4424,3580.0,4.86,38.682
4425,4084.0,4.55,38.667
4426,3462.0,4.92,41.289
4427,4028.0,4.42,33.413
4428,4129.0,4.52,18.688
4429,3671.0,4.83,20.23
4430,4325.0,4.54,23.962
4431,3753.0,4.75,42.674
4432,3717.0,4.49,2.19
4433,4129.0,4.49,14.962
4434,4351.0,4.5,3.915
4435,4030.0,4.53,28.0
4436,4403.0,4.58,15.661
4437,4045.0,4.4,19.772
4438,3901.0,4.73,22.921
4439,4217.0,4.53,28.924
4440,3738.0,4.79,41.593
