,teff,logg,period
49755,3987.0,4.81,20.49
49756,4976.0,4.6,17.4
49757,3868.0,4.94,26.54
49758,5661.0,4.38,19.18
49759,4100.0,4.8,34.06
49760,4435.0,4.71,24.75
49761,3998.0,4.83,16.94
49762,6186.0,4.28,5.36
49763,4787.0,4.64,21.72
49764,3769.0,4.94,23.39
49765,3985.0,4.85,12.5
49766,3833.0,4.9,16.54
49767,5289.0,4.61,27.55
49768,5435.0,4.45,8.9
49769,6153.0,4.28,21.12
49770,3844.0,4.9,23.76
49771,4590.0,4.66,27.04
49772,3704.0,4.93,27.87
49773,4372.0,4.72,34.18
49774,3876.0,4.9,27.86
49775,5049.0,4.58,19.74
49776,4110.0,4.78,20.94
49777,5164.0,4.57,30.19
49778,4799.0,4.64,17.89
49779,4843.0,4.6,10.55
49780,5451.0,4.49,17.61
49781,3758.0,4.92,35.75
49782,4120.0,4.77,36.06
49783,3701.0,4.96,23.1
49784,4050.0,4.81,23.29
49785,3638.0,4.98,28.26
49786,4084.0,4.79,16.62
49787,4568.0,4.66,23.53
49788,5708.0,4.45,26.86
49789,3848.0,4.89,21.61
49790,4634.0,4.62,23.59
49791,3998.0,4.83,19.57
49792,4097.0,4.81,16.52
49793,5445.0,4.59,16.3
49794,3446.0,5.05,22.32
49795,4711.0,4.63,5.61
49796,4998.0,4.43,25.07
49797,4856.0,4.59,27.22
49798,3970.0,4.84,31.03
49799,4989.0,4.59,21.58
49800,3598.0,5.01,22.71
49801,4177.0,4.78,18.49
49802,3812.0,4.93,17.79
49803,3880.0,4.88,24.21
49804,5259.0,4.5,23.87
49805,3583.0,5.01,29.38
49806,4806.0,4.63,17.57
49807,3932.0,4.86,23.87
49808,3628.0,5.01,34.4
49809,4200.0,4.76,32.22
49810,5516.0,4.49,5.13
49811,4287.0,4.73,26.21
49812,4968.0,4.59,32.13
49813,3962.0,4.83,21.26
49814,4963.0,4.62,19.7
49815,5228.0,4.55,24.4
49816,6099.0,4.3,28.63
49817,4905.0,4.59,26.64
49818,3569.0,4.99,28.35
49819,3921.0,4.86,32.66
49820,5224.0,4.58,17.81
49821,5824.0,4.38,24.53
49822,4412.0,4.72,32.26
49823,4018.0,4.82,30.28
49824,3983.0,4.84,20.4
49825,3943.0,4.85,31.58
49826,3845.0,4.89,21.36
49827,4860.0,4.61,22.55
49828,5654.0,4.34,14.75
49829,5553.0,4.51,14.59
49830,6027.0,4.24,10.33
49831,5416.0,4.49,19.53
49832,3692.0,4.96,21.32
49833,3703.0,4.98,18.3
49834,3979.0,4.82,28.0
49835,5545.0,4.48,19.7
49836,4293.0,4.73,12.83
49837,4033.0,4.83,36.61
49838,4420.0,4.72,19.34
49839,5049.0,4.52,25.16
49840,3590.0,4.99,30.84
49841,3727.0,4.95,36.79
49842,4731.0,4.64,23.29
49843,3796.0,4.97,29.88
49844,5943.0,4.3,22.72
49845,6244.0,4.26,21.57
49846,4444.0,4.68,25.04
49847,4854.0,4.58,17.21
49848,4822.0,4.62,16.5
49849,3548.0,5.02,28.83
49850,5479.0,4.5,25.17
49851,4229.0,4.74,25.54
49852,3862.0,4.88,33.48
49853,3847.0,4.89,14.09
49854,4289.0,4.76,24.96
49855,5454.0,4.49,19.28
49856,4900.0,4.61,27.92
49857,4038.0,4.86,23.71
49858,3688.0,4.96,32.7
49859,4256.0,4.76,20.91
49860,6127.0,4.23,27.43
49861,5173.0,4.55,27.39
49862,4323.0,4.72,23.08
49863,3704.0,4.92,23.07
49864,3558.0,5.03,16.1
49865,4057.0,4.82,25.92
49866,4127.0,4.78,17.47
49867,3704.0,4.98,37.17
49868,5009.0,4.52,19.26
49869,5050.0,4.59,32.75
49870,5160.0,4.75,34.76
49871,5086.0,4.57,21.05
49872,3878.0,4.9,20.25
49873,5277.0,4.64,14.08
49874,5918.0,4.29,15.0
49875,5807.0,4.38,24.87
49876,4223.0,4.77,33.57
49877,5298.0,4.56,7.53
49878,5680.0,4.45,18.03
49879,5904.0,4.36,16.96
49880,4407.0,4.7,28.34
49881,3464.0,5.06,29.86
49882,3949.0,4.86,15.39
49883,5322.0,4.51,23.23
49884,4043.0,4.8,4.4
49885,5151.0,4.56,35.01
49886,4713.0,4.62,10.75
49887,5578.0,4.49,19.88
49888,5016.0,4.58,28.6
49889,5789.0,4.41,9.97
49890,3853.0,4.88,24.03
49891,4385.0,4.73,28.97
49892,3895.0,4.86,24.65
49893,4883.0,4.61,25.88
49894,3906.0,4.86,24.84
49895,5619.0,4.45,17.78
49896,5370.0,4.53,9.94
49897,5997.0,4.3,7.68
49898,5585.0,4.49,23.75
49899,4168.0,4.86,36.07
49900,3911.0,4.89,14.05
49901,3836.0,4.91,35.89
49902,3647.0,5.01,30.75
49903,4137.0,4.78,21.61
49904,3991.0,4.81,35.65
49905,5462.0,4.51,24.49
49906,5018.0,4.58,17.24
49907,5037.0,4.58,23.14
49908,5335.0,4.53,19.78
49909,3888.0,4.9,24.48
49910,4742.0,4.62,21.79
49911,4080.0,4.8,19.7
49912,4082.0,4.8,32.19
49913,3717.0,4.93,21.12
49914,3833.0,4.96,32.77
49915,4821.0,4.61,27.45
49916,4073.0,4.8,36.58
49917,3928.0,4.86,7.96
49918,3601.0,5.03,31.34
49919,4212.0,4.8,36.22
49920,5057.0,4.58,19.03
49921,3811.0,4.91,33.19
49922,3614.0,4.96,27.87
49923,5675.0,4.45,13.66
49924,5711.0,4.3,11.39
49925,3890.0,4.89,15.26
49926,3760.0,4.92,24.01
49927,4621.0,4.66,27.54
49928,3641.0,5.01,23.04
49929,4075.0,4.85,25.2
49930,3566.0,5.0,21.12
49931,4274.0,4.73,22.62
49932,6138.0,4.26,28.28
49933,4775.0,4.61,22.86
49934,4277.0,4.74,19.74
49935,4623.0,4.65,9.46
49936,4028.0,4.82,20.69
49937,5586.0,4.43,31.23
49938,3659.0,5.02,30.55
49939,3858.0,4.9,34.69
49940,5607.0,4.46,20.61
49941,6064.0,4.29,29.93
49942,3652.0,4.99,22.25
49943,5476.0,4.58,25.77
49944,4153.0,4.77,27.94
49945,4049.0,4.81,21.61
49946,5413.0,4.49,18.14
49947,3859.0,4.87,23.37
49948,3966.0,4.85,32.15
49949,5650.0,4.47,6.81
49950,4792.0,4.64,32.31
49951,4025.0,4.81,20.94
49952,5336.0,4.53,17.25
49953,5504.0,4.5,12.16
49954,3592.0,5.0,36.77
49955,4681.0,4.64,35.32
49956,3925.0,4.84,29.64
49957,6143.0,4.21,12.44
49958,3828.0,4.87,25.8
49959,5501.0,4.5,15.08
49960,4588.0,4.65,17.27
49961,5439.0,4.47,24.49
49962,5626.0,4.43,6.37
49963,5559.0,4.46,15.21
49964,4143.0,4.79,4.91
49965,3919.0,4.85,19.07
49966,3797.0,4.93,16.52
49967,3648.0,5.0,33.18
49968,3646.0,4.99,30.56
49969,4424.0,4.74,19.58
49970,4037.0,4.83,31.67
49971,4412.0,4.69,25.2
49972,3297.0,5.14,33.71
49973,4345.0,4.72,23.87
49974,5597.0,4.49,17.33
49975,5184.0,4.6,13.32
49976,4796.0,4.61,24.96
49977,3516.0,5.02,35.95
49978,5901.0,4.28,4.97
49979,4739.0,4.63,25.27
49980,4725.0,4.63,37.38
49981,4486.0,4.68,16.92
49982,5689.0,4.47,22.2
49983,3905.0,4.87,14.85
49984,4024.0,4.84,29.6
49985,3933.0,4.85,21.85
49986,3751.0,4.99,21.19
49987,3831.0,4.92,32.79
49988,4812.0,4.62,10.44
49989,5273.0,4.53,27.47
49990,4041.0,4.81,16.7
49991,4012.0,4.82,36.36
49992,5373.0,4.56,25.71
49993,4840.0,4.6,19.03
49994,3751.0,4.95,27.09
49995,6033.0,4.21,39.18
49996,4601.0,4.65,26.64
49997,4293.0,4.72,19.86
49998,3916.0,4.86,21.03
49999,5610.0,4.39,7.33
50000,4461.0,4.68,24.92
50001,4050.0,4.82,37.44
50002,4620.0,4.66,17.82
50003,4165.0,4.77,16.07
50004,5412.0,4.54,17.98
50005,5427.0,4.53,15.31
50006,3716.0,4.98,30.16
50007,4419.0,4.69,25.25
50008,4437.0,4.72,14.85
50009,4167.0,4.8,24.57
50010,4986.0,4.58,9.74
50011,4128.0,4.79,18.07
50012,4851.0,4.63,14.71
50013,5715.0,4.39,15.12
50014,3912.0,4.86,14.37
50015,5984.0,4.33,5.14
50016,3887.0,4.88,27.95
50017,3594.0,5.03,26.2
50018,5371.0,4.49,21.63
50019,3971.0,4.84,17.43
50020,4007.0,4.82,15.04
50021,6121.0,4.24,27.82
50022,4587.0,4.67,24.71
50023,3483.0,5.05,27.87
50024,5015.0,4.6,22.61
50025,4365.0,4.74,25.86
50026,4240.0,4.75,13.94
50027,5735.0,4.4,20.51
50028,3706.0,5.01,6.2
50029,3704.0,4.93,2.48
50030,5507.0,4.48,20.33
50031,4366.0,4.71,15.25
50032,5471.0,4.52,7.06
50033,4957.0,4.59,27.04
50034,4270.0,4.74,2.24
50035,5453.0,4.52,6.77
50036,3747.0,4.95,34.92
50037,5209.0,4.59,36.41
50038,5306.0,4.55,10.35
50039,3359.0,5.14,22.06
50040,4667.0,4.64,15.9
50041,5621.0,4.44,19.61
50042,3997.0,4.86,19.43
50043,4666.0,4.64,13.63
50044,4010.0,4.82,20.57
50045,3759.0,4.92,24.63
50046,5807.0,4.45,23.08
50047,5561.0,4.47,21.03
50048,5381.0,4.53,27.62
50049,4431.0,4.67,19.52
50050,3800.0,4.9,19.11
50051,5037.0,4.59,17.95
50052,3516.0,5.05,26.18
50053,4233.0,4.76,21.36
50054,5313.0,4.5,21.85
50055,4343.0,4.72,22.6
50056,5127.0,4.53,12.66
50057,3787.0,4.92,33.52
50058,4972.0,4.59,19.07
50059,5110.0,4.59,34.41
50060,3592.0,5.01,26.82
50061,5765.0,4.34,6.44
50062,5488.0,4.51,7.86
50063,3690.0,4.97,21.89
50064,3906.0,4.92,21.63
50065,3738.0,4.97,26.75
50066,3607.0,5.0,19.42
50067,3718.0,4.97,23.17
50068,5683.0,4.47,18.77
50069,3969.0,4.85,19.42
50070,3542.0,5.03,35.45
50071,5041.0,4.53,26.9
50072,6158.0,4.21,16.88
50073,3594.0,5.02,24.76
50074,4260.0,4.75,32.59
50075,3947.0,4.85,17.58
50076,3950.0,4.86,21.54
50077,5363.0,4.6,30.29
50078,3738.0,4.97,30.57
50079,3588.0,5.01,21.31
50080,4243.0,4.74,22.45
50081,4695.0,4.62,27.2
50082,4238.0,4.86,27.9
50083,3823.0,4.91,29.17
50084,3541.0,5.03,18.28
50085,3864.0,4.88,25.65
50086,3890.0,4.89,26.41
50087,3582.0,5.01,23.5
50088,4757.0,4.59,16.02
50089,4209.0,4.77,22.91
50090,5901.0,4.39,26.25
50091,5885.0,4.35,5.59
50092,3590.0,4.99,22.53
50093,5583.0,4.46,36.64
50094,3977.0,4.82,21.01
50095,3525.0,5.04,35.87
50096,5214.0,4.57,20.13
50097,5144.0,4.58,21.82
50098,3484.0,5.05,32.02
50099,3877.0,4.88,25.68
50100,4838.0,4.69,19.38
50101,5333.0,4.54,30.71
50102,5218.0,4.55,23.54
50103,3775.0,4.89,27.47
50104,3903.0,4.89,21.09
50105,5317.0,4.54,19.95
50106,4147.0,4.78,4.19
50107,4665.0,4.64,27.48
50108,4462.0,4.68,24.5
50109,3865.0,4.88,31.36
50110,3664.0,5.08,29.39
50111,3777.0,4.93,22.48
50112,4556.0,4.65,24.42
50113,3957.0,4.88,8.05
50114,4970.0,4.61,33.62
50115,4040.0,4.83,23.37
50116,4138.0,4.78,36.12
50117,3945.0,4.82,12.34
50118,5850.0,4.3,14.2
50119,3945.0,4.86,36.66
50120,5518.0,4.4,25.98
50121,4558.0,4.68,36.71
50122,3946.0,4.86,34.76
50123,3451.0,5.12,2.21
50124,3581.0,5.01,24.67
50125,4561.0,4.66,21.3
50126,4781.0,4.72,19.31
50127,5582.0,4.4,21.27
50128,3796.0,4.93,28.18
50129,4887.0,4.6,22.96
50130,3984.0,4.84,22.39
50131,4771.0,4.63,8.33
50132,5254.0,4.56,23.56
50133,4755.0,4.63,22.85
50134,5868.0,4.34,7.43
50135,3727.0,4.97,25.96
50136,3388.0,5.09,27.68
50137,5747.0,4.47,35.4
50138,5067.0,4.57,25.32
50139,5632.0,4.49,36.23
50140,3633.0,5.0,30.07
50141,4473.0,4.68,23.46
50142,4797.0,4.63,28.21
50143,3968.0,4.83,23.14
50144,5265.0,4.55,10.51
50145,3673.0,4.93,26.65
50146,4170.0,4.77,19.96
50147,4126.0,4.78,16.46
50148,5437.0,4.51,23.57
50149,3952.0,4.85,28.32
50150,4829.0,4.61,28.47
50151,3563.0,5.04,25.43
50152,5247.0,4.58,36.86
50153,3587.0,5.12,34.92
50154,5274.0,4.53,20.98
50155,5967.0,4.34,30.12
50156,3989.0,4.84,16.53
50157,4593.0,4.66,28.36
50158,4086.0,4.82,19.71
50159,5910.0,4.27,35.9
50160,4035.0,4.84,11.79
50161,4012.0,4.83,16.41
50162,3834.0,4.92,25.17
50163,4082.0,4.8,33.42
50164,4989.0,4.59,29.56
50165,4571.0,4.65,17.8
50166,4513.0,4.68,13.47
50167,3754.0,4.95,20.37
50168,5595.0,4.49,29.08
50169,5367.0,4.53,27.87
50170,4826.0,4.62,21.75
50171,6066.0,4.26,27.7
50172,4049.0,4.82,22.67
50173,3595.0,4.99,33.96
50174,5587.0,4.48,16.57
50175,3723.0,4.94,24.49
50176,4162.0,4.78,19.03
50177,5740.0,4.25,28.46
50178,4109.0,4.78,18.39
50179,3584.0,4.96,26.39
50180,3918.0,4.92,15.97
50181,5745.0,4.3,35.75
50182,4648.0,4.64,23.22
50183,5811.0,4.4,16.31
50184,5010.0,4.61,36.28
50185,3627.0,5.04,28.18
50186,6000.0,4.28,27.67
50187,5158.0,4.58,28.74
50188,5204.0,4.56,26.0
50189,3985.0,4.86,23.48
50190,4403.0,4.68,23.18
50191,5274.0,4.52,29.56
50192,5692.0,4.45,34.74
50193,3935.0,4.87,26.91
50194,4078.0,4.8,24.75
50195,4185.0,4.78,23.23
50196,4751.0,4.64,30.77
50197,4023.0,4.8,14.71
50198,5610.0,4.47,26.92
50199,3505.0,5.01,17.65
50200,5277.0,4.51,32.82
50201,4569.0,4.65,14.48
50202,5230.0,4.57,33.3
50203,6086.0,4.31,7.17
50204,3688.0,5.0,25.43
50205,4697.0,4.62,26.73
50206,3911.0,4.85,19.63
50207,4165.0,4.77,17.73
50208,4781.0,4.62,23.16
50209,3945.0,4.85,20.17
50210,4150.0,4.78,23.37
50211,3837.0,4.89,23.5
50212,3687.0,4.96,34.59
50213,3986.0,4.84,24.74
50214,4938.0,4.6,31.7
50215,4267.0,4.74,26.64
50216,5917.0,4.33,17.94
50217,4012.0,4.82,16.58
50218,5885.0,4.36,19.92
50219,3653.0,4.95,4.91
50220,4243.0,4.77,37.4
50221,4951.0,4.58,37.91
